"","y","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"16644",1,335000,3,1,1060,10050,1,0,0,4,7,1060,0,1967,0,98028,47.7355,-122.231,1570,9938
"1476",1,515000,4,1.75,1730,7980,1,0,0,4,8,1730,0,1965,0,98007,47.6219,-122.138,2080,8400
"21453",1,315000,3,2.5,1480,1590,2,0,0,3,8,1150,330,2010,0,98106,47.5302,-122.362,1480,5761
"7366",1,325000,3,2.75,1580,4007,2,0,0,3,7,1580,0,2001,0,98019,47.7367,-121.969,1770,3799
"1973",1,780000,4,2.25,2260,16188,1,0,0,3,10,2260,0,1984,0,98006,47.5637,-122.112,2840,10158
"14058",1,365000,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,0,98056,47.5065,-122.191,1720,11250
"8537",1,1240000,3,2.5,2660,1973,3,0,3,3,9,1870,790,2007,0,98119,47.6264,-122.364,1640,1369
"21360",1,924000,5,2.75,3210,8001,2,0,0,3,9,3210,0,2014,0,98074,47.5935,-122.061,3190,6624
"13996",1,190000,2,2.5,1100,1737,2,0,0,3,8,1100,0,2006,0,98055,47.4499,-122.189,1610,2563
"1645",1,299000,3,1,1510,142803,1,0,0,3,7,1510,0,1974,0,98001,47.3192,-122.287,1330,46609
"1649",1,272750,4,1.5,1800,8786,1,0,0,3,7,1330,470,1966,0,98146,47.4982,-122.345,1780,8664
"11102",1,305000,4,2.5,1620,4000,2,0,0,3,7,1620,0,2008,0,98038,47.3661,-122.02,1580,3780
"21305",1,799950,3,2.25,1860,1386,3,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080
"2546",1,465000,3,2.5,1440,4473,2,0,0,3,7,1440,0,2003,0,98053,47.6825,-122.036,1650,3322
"319",1,548000,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864
"5816",1,524950,3,1.75,1890,3825,1,0,0,3,7,1290,600,1974,0,98117,47.6831,-122.381,1320,3825
"20186",1,429900,4,3.25,2880,5929,2.5,0,0,3,8,2880,0,2014,0,98023,47.2752,-122.349,2880,5846
"17435",1,530000,2,2.5,1785,779,2,0,0,3,7,1595,190,1975,0,98004,47.5959,-122.198,1780,794
"17663",1,340000,2,1,700,5829,1,0,0,3,6,700,0,1945,0,98103,47.6958,-122.357,1160,6700
"10727",1,433495,4,2.25,3010,10925,2,0,0,4,9,3010,0,1988,0,98092,47.3326,-122.201,2690,10925
"10468",1,359000,4,2.5,2640,7883,2,0,0,3,8,2640,0,1990,0,98092,47.3124,-122.188,2150,7683
"18874",1,344950,3,1,1090,6712,1,0,0,4,7,1090,0,1972,0,98034,47.7155,-122.211,1440,7350
"3764",1,598600,4,2.75,3470,212639,2,0,0,3,7,2070,1400,1993,0,98019,47.7066,-121.968,2370,233917
"15061",1,1050000,5,2.75,2520,18625,1,0,0,3,8,1660,860,1959,0,98004,47.6409,-122.207,3000,16624
"8312",1,5e+05,5,2,2300,7897,2.5,0,0,4,8,2300,0,1956,0,98133,47.7556,-122.356,2030,7902
"6180",1,650000,4,2.5,2160,3139,1,0,0,3,7,1080,1080,1940,0,98103,47.6662,-122.338,1650,3740
"18859",1,229500,1,1,1180,22000,1,0,2,3,6,1180,0,1948,0,98198,47.4007,-122.323,1890,11761
"12801",1,320000,4,2.5,3490,5000,2,0,0,3,8,3490,0,2003,0,98042,47.3772,-122.127,2910,5025
"13055",1,475000,3,2,1230,11502,1,0,0,4,7,1230,0,1984,0,98052,47.7017,-122.127,1660,11727
"9166",1,235750,2,1,740,11250,1,0,0,2,6,740,0,1938,0,98146,47.5036,-122.362,1390,11250
"11949",1,785000,4,1.5,2220,4000,1.5,0,0,3,8,1970,250,1925,0,98105,47.6564,-122.325,1984,4000
"18897",1,850000,3,2.25,1950,3600,1.5,0,0,5,8,1430,520,1911,0,98119,47.637,-122.363,1950,3600
"12114",1,279900,3,1.75,1580,6620,1,0,0,3,7,1580,0,1988,0,98003,47.2798,-122.303,1580,8137
"16270",1,664000,2,1.75,1720,5785,1,0,0,3,6,860,860,1948,2002,98118,47.5554,-122.274,1680,5184
"14461",1,346000,4,2.5,2100,3916,2,0,0,3,8,2100,0,2009,0,98058,47.4324,-122.185,2100,3916
"10877",1,238950,2,1,1190,11400,1,0,0,3,7,1190,0,1951,0,98178,47.5012,-122.265,1410,11400
"1768",1,301000,3,1.5,1030,8414,1,0,0,4,7,1030,0,1967,0,98155,47.7654,-122.297,1750,8414
"20199",1,775000,4,2.75,3500,6226,2,0,0,3,9,3500,0,2004,0,98053,47.6846,-122.045,3480,7222
"3152",1,389000,3,2.5,1720,4515,2,0,0,3,7,1720,0,2005,0,98065,47.5426,-121.879,2220,4618
"19223",1,675000,4,3.5,2550,3600,2,0,2,3,8,1880,670,1997,0,98177,47.7709,-122.39,2090,6000
"206",1,840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744
"21374",1,325000,4,3.25,2800,5291,2,0,0,3,7,2800,0,2011,0,98022,47.1937,-121.977,2380,5291
"8837",1,370000,2,1,860,6050,1,0,0,3,7,860,0,1952,0,98116,47.5697,-122.4,1130,6050
"11273",1,1080000,4,3.5,3990,5267,2,0,0,3,10,3990,0,2008,0,98006,47.5641,-122.124,3230,6481
"14084",1,3300000,5,4.75,6200,13873,2,1,4,4,11,4440,1760,1989,0,98008,47.605,-122.112,2940,13525
"12171",1,219950,3,1,1060,10042,1,0,0,4,7,1060,0,1957,0,98188,47.4434,-122.283,1130,10925
"12670",1,335000,4,2,2030,103672,1,0,0,4,7,2030,0,1969,0,98022,47.1647,-121.973,1560,325393
"20988",1,477500,5,3.5,2815,5619,2,0,0,3,9,2815,0,2012,0,98055,47.4299,-122.207,2583,5295
"18585",1,285000,4,1,1430,3600,1,0,0,3,6,980,450,1947,0,98106,47.5343,-122.355,1170,4000
"10164",1,769000,5,2.25,3320,13138,1,0,2,4,9,1900,1420,1964,0,98028,47.759,-122.269,2820,13138
"3621",1,525000,5,3,2450,4591,2,0,0,3,7,2450,0,1994,0,98117,47.6828,-122.388,1060,5500
"2162",1,332000,3,2.25,2120,14915,1,0,0,3,9,1720,400,1979,0,98001,47.3524,-122.285,2320,13100
"17830",1,477000,3,2.5,1350,2053,3,0,0,3,8,1350,0,2005,0,98117,47.6758,-122.386,1350,4150
"13793",1,191000,3,1,840,5525,1,0,0,5,6,840,0,1969,0,98042,47.3607,-122.085,920,5330
"17194",1,335000,3,1.75,2100,8298,1,0,0,4,7,1230,870,1952,0,98166,47.4601,-122.36,1700,10830
"11405",1,253500,3,1,1220,20400,1,0,0,5,6,1220,0,1959,0,98022,47.2063,-122.023,1640,53578
"1405",1,635000,4,2.25,1920,8910,1,0,0,4,8,1200,720,1969,0,98005,47.5897,-122.156,2250,8800
"5251",1,379000,5,2.5,2803,8550,1,0,0,3,8,2803,0,1963,2011,98003,47.3032,-122.306,1810,8550
"7935",1,378500,4,2,1830,6000,1,0,0,5,7,1070,760,1953,0,98118,47.5453,-122.279,1830,5500
"20943",1,375000,3,2.5,1580,2407,2,0,0,3,8,1580,0,2013,0,98126,47.5455,-122.368,1580,2212
"9566",1,457000,2,2,1440,9985,1,0,0,3,8,1440,0,2006,0,98053,47.7217,-122.03,1510,4560
"13514",1,850000,3,2.5,2340,1919,2,0,2,4,9,2340,0,1981,0,98033,47.6512,-122.203,2415,2166
"20192",1,675000,5,2.5,3200,6455,2,0,0,3,9,3200,0,2009,0,98065,47.5446,-121.862,3290,7924
"5042",1,440000,3,2.5,1040,1032,3,0,0,3,7,1040,0,2007,0,98107,47.6673,-122.377,1290,1275
"3831",1,414250,4,1.75,1640,13566,1,0,0,4,7,1120,520,1977,0,98072,47.7423,-122.099,1470,13530
"17057",1,550000,3,1.75,1440,8957,1,0,0,4,7,1440,0,1957,0,98008,47.6008,-122.118,1340,8780
"16237",1,165000,3,1,1200,13100,1,0,0,3,6,1200,0,1943,0,98168,47.475,-122.258,1960,11285
"14140",1,2110000,3,2.25,3230,17833,2,0,0,4,9,3230,0,1973,0,98006,47.5683,-122.188,3690,17162
"8887",1,920000,4,2.5,3810,13579,2,0,0,3,10,3810,0,2003,0,98007,47.6006,-122.153,3310,9270
"14506",1,499950,5,3.5,3200,43560,2,0,0,3,7,3200,0,1989,0,98059,47.475,-122.093,2730,43560
"21428",1,436952,4,2.5,2708,4772,2,0,0,3,9,2708,0,2014,0,98092,47.3413,-122.178,2502,4900
"4649",1,380000,2,1,1140,75132,1,0,0,3,7,1140,0,1956,0,98077,47.7349,-122.074,2570,35200
"21049",1,575000,4,2.5,2500,4945,2,0,0,3,9,2500,0,2013,0,98065,47.5185,-121.885,2760,6000
"21298",1,492500,5,2.5,2570,9962,2,0,0,3,8,2570,0,2006,0,98019,47.7275,-121.957,2890,9075
"4491",1,950000,4,3,2980,44431,2,0,0,2,10,2640,340,1981,0,98034,47.7154,-122.161,2010,7332
"5214",1,368000,4,2.5,2720,7350,2,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336
"15882",1,827235,3,1.75,1740,8560,1,0,0,3,8,1500,240,1948,0,98199,47.6475,-122.409,2240,5800
"13470",1,652000,3,1,1470,6122,1,0,0,3,8,1200,270,1948,0,98199,47.6517,-122.406,2200,6122
"17762",1,345000,4,2.75,2250,7412,1,0,0,4,8,1480,770,1975,0,98058,47.4449,-122.129,2070,7632
"7621",1,550000,2,1,1420,3100,1,0,0,3,7,820,600,1924,0,98107,47.6737,-122.365,1420,3915
"21231",1,497000,3,2.25,1630,3817,2,0,0,3,7,1630,0,2005,0,98029,47.5485,-121.999,1630,3348
"12945",1,345000,3,2.5,1360,1489,2,0,0,3,8,1360,0,2007,0,98126,47.549,-122.372,1360,1688
"21172",1,770000,5,2.5,3000,7912,1,0,0,3,9,1610,1390,2007,0,98033,47.6765,-122.175,2700,7205
"7837",1,299950,4,1,1170,5400,1,0,0,5,6,1170,0,1953,0,98056,47.492,-122.172,1100,5400
"511",1,585000,4,1.75,2430,7559,1,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750
"17251",1,499950,5,2.5,3180,23809,1,0,0,3,9,3180,0,1978,0,98038,47.3727,-122.054,2500,15778
"6173",1,650000,3,1,920,6750,1,0,0,4,7,920,0,1951,0,98004,47.6322,-122.212,1460,8933
"17303",1,747000,2,1,990,4000,1,0,0,4,7,990,0,1911,0,98103,47.6589,-122.341,1560,4000
"1292",1,170000,3,1.5,1370,10176,1,0,0,3,6,1370,0,1947,0,98168,47.4738,-122.263,1650,10176
"18963",1,450000,3,2.5,2480,5647,2,0,0,3,7,2480,0,2002,0,98065,47.5355,-121.88,2510,5018
"17075",1,251000,3,1.75,1350,10125,1,0,0,3,8,1350,0,1967,0,98003,47.3334,-122.298,1520,9720
"5634",1,343000,3,1,1400,5662,1.5,0,0,5,5,1400,0,1920,0,98027,47.5271,-122.036,1250,14375
"2512",1,342000,4,2,1570,11200,1,0,0,3,7,1120,450,1959,0,98011,47.7573,-122.217,1570,11200
"3013",1,945000,2,2.5,2540,7089,2,0,0,3,9,2540,0,2004,0,98116,47.5747,-122.414,1330,7089
"13766",1,216000,2,1,710,5120,1,0,0,3,6,710,0,1918,0,98106,47.5224,-122.357,1150,1252
"19479",1,351000,4,1,1430,8400,1,0,0,3,6,730,700,1969,0,98072,47.7417,-122.172,1310,8240
"11638",1,178500,3,1,900,10511,1,0,0,4,6,900,0,1961,0,98001,47.2883,-122.272,1460,10643
"10261",1,625000,3,1.5,1600,4128,1.5,0,0,3,8,1250,350,1906,0,98122,47.6122,-122.297,1540,3976
"38",1,640000,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700
"11631",1,472000,3,2.5,1180,1262,3,0,0,3,8,1180,0,2010,0,98119,47.6381,-122.375,1180,2632
"15667",1,5e+05,4,2,1980,4500,2,0,0,4,7,1980,0,1910,0,98107,47.6728,-122.379,1550,2541
"150",1,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599
"20465",1,432500,4,2.5,3172,5033,2,0,0,3,8,3172,0,2014,0,98023,47.2961,-122.348,2704,5232
"18579",1,325000,2,1,810,4080,1,0,0,4,6,810,0,1941,0,98126,47.5337,-122.379,1400,4080
"10744",1,371000,4,2.5,2550,4770,2,0,0,3,8,2550,0,2005,0,98038,47.3526,-122,2380,4590
"18746",1,199950,3,1.5,1370,10317,1.5,0,0,3,6,1370,0,1958,0,98168,47.4731,-122.298,1370,9884
"10903",1,729000,3,2.5,2440,4244,2,0,0,3,8,2440,0,2011,0,98052,47.7057,-122.112,2690,4556
"9651",1,280000,2,1,870,4025,1,0,0,3,7,870,0,1981,0,98034,47.7243,-122.161,1370,3488
"9687",1,296000,3,1.75,1360,10742,1,0,0,5,7,960,400,1971,0,98058,47.4351,-122.173,1830,9000
"3731",1,705000,3,2.5,2500,10359,2,0,0,3,10,2500,0,1986,0,98074,47.6286,-122.051,2580,10142
"7581",1,680000,4,2.5,2880,9202,1,0,0,3,8,1780,1100,1977,0,98052,47.6658,-122.139,2500,10265
"6084",1,320000,3,2.25,1880,7350,1,0,0,3,8,1390,490,1984,0,98058,47.4457,-122.123,1910,8400
"13669",1,557000,3,2.5,2280,18241,1,0,0,3,9,960,1320,1995,0,98011,47.7453,-122.213,3100,12465
"2982",1,385000,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,0,98144,47.5729,-122.315,1590,3000
"14859",1,540000,1,1,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700
"1034",1,249900,3,1.75,2080,12522,1,0,0,5,6,2080,0,1950,0,98001,47.267,-122.25,1690,11200
"4082",1,905000,3,2.5,3520,237402,2.5,0,0,3,9,3520,0,2004,0,98092,47.2687,-122.056,2310,165963
"21239",1,299000,3,2.5,1572,4000,2,0,0,3,8,1572,0,2013,0,98092,47.2615,-122.198,1608,5175
"662",1,496500,4,2.5,2250,14440,1,0,0,3,7,1550,700,1967,0,98027,47.5221,-122.045,2090,11400
"21177",1,687015,3,1.75,1470,873,3,0,0,3,10,1470,0,2009,0,98119,47.6256,-122.362,1410,967
"15483",1,3200000,4,3.25,7000,28206,1,1,4,4,12,3500,3500,1991,0,98075,47.5928,-122.086,4913,14663
"14655",1,475000,5,2.5,2300,28480,2,0,0,3,6,2300,0,1994,0,98053,47.6403,-121.964,1880,26720
"2877",1,720000,4,1.75,2620,11041,1.5,0,0,4,9,2620,0,1962,0,98005,47.5975,-122.174,2230,11041
"5575",1,241500,3,1,1400,10425,1,0,0,4,7,1400,0,1968,0,98003,47.2738,-122.301,1440,10425
"715",1,405000,5,1.75,1550,10500,1,0,0,3,7,1100,450,1961,0,98011,47.7573,-122.22,1420,9823
"10122",1,749950,4,2.5,2620,8312,2,0,0,3,9,2620,0,1990,0,98074,47.6272,-122.033,2260,8515
"13308",1,340000,3,2,1460,5715,1,0,0,3,7,1460,0,1957,2014,98118,47.54,-122.276,1400,5715
"13981",1,750000,3,2.5,2390,6550,1,0,2,4,8,1440,950,1955,0,98116,47.5714,-122.408,2010,6550
"20986",1,3e+05,3,2.5,2090,4590,2,0,0,3,7,2090,0,2005,0,98042,47.3992,-122.163,2190,4060
"14093",1,493000,4,1.75,2030,18295,1.5,0,0,4,7,2030,0,1975,0,98034,47.7326,-122.179,1970,7307
"17714",1,590000,3,2.25,2490,8800,2,0,0,4,8,2490,0,1975,0,98006,47.5666,-122.132,2690,10000
"15533",1,750500,4,2.5,2860,9159,1,0,0,4,8,1530,1330,1989,0,98033,47.6923,-122.2,2070,8680
"14082",1,294000,3,1.5,2060,15050,1.5,0,0,4,7,2060,0,1938,0,98023,47.3321,-122.373,1900,15674
"17148",1,805000,4,2.75,2410,6000,1,0,0,5,8,1410,1000,1950,0,98107,47.6707,-122.399,1760,6000
"3632",1,525000,3,1.75,2870,26500,1.5,0,1,3,8,2870,0,1948,1981,98166,47.4485,-122.355,2420,20500
"18770",1,585000,4,2.5,2370,15200,1,0,0,3,8,1660,710,1975,0,98052,47.6295,-122.089,2360,13879
"8617",1,540500,3,2,2800,185130,1,0,0,3,8,2320,480,1996,0,98038,47.4133,-122.006,2200,72055
"1604",1,703770,4,2.25,2550,12918,2,0,0,3,9,2550,0,1987,0,98006,47.5623,-122.109,2550,11036
"18650",1,550000,3,1.75,1520,5618,1,0,0,3,7,1170,350,1953,0,98115,47.68,-122.284,1550,5618
"20755",1,790000,4,3.5,3190,31450,2,0,0,3,9,3190,0,2010,0,98027,47.501,-121.902,3000,72745
"10571",1,433000,4,2.5,2280,7568,2,0,0,4,7,2280,0,2001,0,98056,47.5115,-122.194,2280,5312
"16758",1,205000,3,1,1230,8750,1,0,0,3,6,1230,0,1965,0,98003,47.3266,-122.334,1230,8750
"16794",1,465000,4,2.5,2170,7700,1,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770
"15467",1,453500,4,1.75,2000,6032,1,0,2,3,7,1300,700,1959,0,98146,47.5132,-122.389,1930,6032
"14074",1,599000,4,2.5,2120,3640,2,0,0,3,8,2120,0,2005,0,98029,47.5521,-121.996,2190,3640
"9663",1,514000,3,1.75,1720,5899,1,0,1,3,8,1220,500,1986,0,98136,47.5399,-122.385,1900,6244
"3722",1,884900,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,1967,0,98040,47.538,-122.223,2310,10910
"19563",1,1356920,4,3.5,4270,5800,2,0,3,5,10,3170,1100,1937,0,98199,47.6474,-122.411,3100,5800
"20015",1,460940,4,2.5,3202,4964,2,0,0,3,9,3202,0,2014,0,98030,47.3412,-122.179,2425,4886
"4267",1,562000,3,3,3290,80471,2,0,2,4,8,2330,960,1975,0,98070,47.504,-122.464,1830,30494
"2485",1,294000,3,1,1320,9520,1,0,0,3,7,990,330,1953,0,98178,47.4857,-122.253,1460,10610
"26",1,233000,3,2,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705
"6603",1,1035000,4,2.5,3170,47502,2,0,0,3,10,3170,0,1988,0,98033,47.6495,-122.185,3190,35110
"13984",1,481203,2,1,940,3800,1,0,0,3,7,940,0,1929,0,98115,47.6798,-122.292,1680,3800
"5345",1,482975,3,2.25,2130,8801,1,0,0,3,8,1370,760,1976,0,98155,47.7462,-122.29,2820,8801
"2679",1,462000,3,2.75,1890,2614,2,0,0,4,9,1890,0,1979,0,98008,47.6102,-122.114,1800,2769
"2711",1,780000,2,2.5,2560,2500,2,0,0,5,8,1690,870,1901,0,98112,47.6233,-122.3,1890,5000
"11492",1,457500,3,1,1210,7636,1,0,0,4,7,1210,0,1952,0,98118,47.5377,-122.266,1530,5900
"6938",1,612000,3,3,1740,3700,1,0,0,3,7,1740,0,1982,0,98122,47.6102,-122.309,1830,2480
"17828",1,950000,4,2.5,3320,7644,2,0,0,3,10,3320,0,1995,0,98006,47.5541,-122.106,3320,9472
"18022",1,830000,6,3,2530,9000,1,0,0,3,6,2530,0,1978,0,98033,47.6716,-122.199,1886,6000
"18642",1,430000,3,1.75,3440,10428,1.5,0,0,5,8,3440,0,1974,0,98058,47.449,-122.128,2160,8400
"865",1,280000,4,2.5,2050,7416,2,0,0,3,8,2050,0,1990,0,98092,47.2658,-122.219,2050,7920
"18934",1,254999,3,1,1580,7560,1,0,0,4,7,1000,580,1976,0,98001,47.3318,-122.277,1580,7560
"10059",1,620000,2,1.75,1680,8187,1,0,0,4,8,1680,0,1983,0,98027,47.5603,-122.081,2390,7801
"2031",1,475000,4,2.5,2120,57050,2,0,0,3,9,2120,0,1989,0,98072,47.7611,-122.128,3320,39082
"14109",1,229950,2,1,920,7716,1,0,0,3,6,920,0,1944,0,98178,47.5028,-122.243,1410,7128
"11735",1,245000,3,2.25,1350,6775,1,0,0,3,7,930,420,1981,0,98032,47.3593,-122.289,1460,7210
"3829",1,205000,3,1.75,1200,8631,1,0,0,3,7,1200,0,1959,0,98198,47.3864,-122.308,1564,8115
"11088",1,880000,3,1.75,3860,9000,1,0,2,3,9,1930,1930,1970,0,98155,47.7431,-122.29,2960,9000
"20074",1,650000,3,3.5,1494,1262,3,0,0,3,8,1494,0,2011,0,98115,47.6826,-122.324,1494,1264
"16000",1,465950,4,2.5,2340,6896,2,0,0,3,7,2340,0,2001,0,98059,47.4896,-122.14,2950,6775
"10873",1,175000,2,1,660,5000,1,0,0,3,6,660,0,1915,0,98106,47.5664,-122.364,1000,5000
"8633",1,601150,2,2,1660,5200,1,0,0,5,7,1120,540,1906,0,98103,47.6871,-122.334,1260,5160
"10513",1,4e+05,4,2.25,1970,8941,2,0,0,3,7,1970,0,1973,0,98034,47.7223,-122.172,1880,7793
"5682",1,725000,4,1.75,2190,9400,1,0,0,4,7,1450,740,1962,0,98033,47.6531,-122.196,1980,9000
"16249",1,660000,3,1.75,2030,9032,2,0,2,4,7,2030,0,1963,0,98008,47.586,-122.117,2350,8937
"10081",1,270000,3,2.25,1470,16728,1,0,0,4,7,1350,120,1959,0,98168,47.4968,-122.302,1540,9000
"3766",1,750000,3,2.75,2520,5401,1,0,0,4,7,1360,1160,1946,0,98119,47.6452,-122.373,1800,5036
"5586",1,422000,3,1,1160,7854,1,0,0,3,7,1160,0,1960,0,98125,47.7304,-122.308,1300,8317
"17788",1,799000,3,2.5,2860,4442,2,0,0,3,8,2860,0,2000,0,98199,47.661,-122.396,1440,4400
"3739",1,898888,3,2.5,2080,3729,2,0,0,3,9,2080,0,1996,0,98033,47.6731,-122.199,2080,4000
"2418",1,699000,2,1.5,1400,4050,1,0,0,4,8,1400,0,1954,0,98115,47.6768,-122.269,1900,5940
"2106",1,310000,3,1.75,1420,7650,1,0,0,4,7,1100,320,1984,0,98056,47.4892,-122.182,1810,7650
"17074",1,390000,3,1.5,1000,13991,1,0,0,4,7,1000,0,1956,0,98006,47.5643,-122.138,1520,11465
"20082",1,599000,3,1.75,1650,1180,3,0,0,3,8,1650,0,2014,0,98105,47.6638,-122.319,1650,1960
"13663",1,831500,5,2.5,4470,35124,2.5,0,0,3,11,4470,0,1984,0,98072,47.7377,-122.084,4050,34118
"5833",1,280000,1,0,600,24501,1,0,0,2,3,600,0,1950,0,98045,47.5316,-121.749,990,22549
"13264",1,466200,3,1.5,1340,8856,1,0,0,4,7,1340,0,1959,0,98008,47.6094,-122.126,1850,8740
"21087",1,424950,3,2.5,1650,4777,2,0,0,3,8,1650,0,2013,0,98065,47.5336,-121.841,1800,3331
"14089",1,335000,3,2.25,1580,16215,1,0,0,4,7,1580,0,1978,0,98024,47.5643,-121.897,1450,16215
"6794",1,8e+05,5,2.5,3320,9024,2,0,0,3,9,3320,0,1999,0,98075,47.5865,-122.056,3320,7665
"1498",1,499950,3,3.5,1820,1991,2,0,0,3,8,1430,390,2014,0,98144,47.596,-122.298,1550,1460
"21117",1,474950,3,3,1530,1568,3,0,0,3,8,1530,0,2012,0,98117,47.6998,-122.367,1460,1224
"10039",1,375000,5,2.5,2100,14858,1,0,0,5,8,2100,0,1970,0,98059,47.4721,-122.123,1980,11730
"14706",1,315000,4,2,1210,4250,1,0,0,4,7,1210,0,1941,0,98108,47.5275,-122.321,1210,6000
"16926",1,358000,3,1,890,9870,1,0,0,4,7,890,0,1960,0,98056,47.5398,-122.178,1270,9861
"11073",1,290000,3,2.5,2360,8764,2,0,0,3,8,2360,0,1991,0,98022,47.2114,-122.009,2360,8746
"11838",1,1600000,5,3.25,4320,32840,2,0,0,3,12,4320,0,1990,0,98006,47.5461,-122.122,4410,33210
"15875",1,1600000,3,2.25,3370,23065,1,1,4,3,10,1920,1450,1980,0,98028,47.7434,-122.263,3410,19688
"1897",1,755000,4,2.5,2120,10202,1,0,0,4,7,1620,500,1960,0,98005,47.5858,-122.17,1570,10762
"3700",1,632500,4,2,1770,5000,2,0,0,4,7,1770,0,1906,0,98107,47.6748,-122.386,1550,5000
"14547",1,557500,3,1.75,1900,11165,1,0,0,4,7,1900,0,1959,0,98008,47.5789,-122.118,2030,11165
"18456",1,2700000,4,3.25,4420,7850,2,1,4,3,11,3150,1270,2001,0,98008,47.572,-122.102,2760,8525
"12977",1,469950,5,2,1220,4200,1,0,0,4,6,1090,130,1921,0,98105,47.6677,-122.321,1790,4200
"1917",1,5e+05,3,1.75,1530,8829,1,0,0,5,8,1530,0,1972,0,98006,47.545,-122.171,2060,9226
"19944",1,292500,3,2.5,1440,1068,2,0,0,3,8,1160,280,2006,0,98106,47.5393,-122.361,1580,1483
"5626",1,235000,2,1,880,5600,1,0,0,5,7,880,0,1955,0,98178,47.5071,-122.265,1240,7015
"12718",1,313100,3,2,1730,12821,1,0,0,3,8,1730,0,1994,0,98001,47.353,-122.272,1980,11336
"7753",1,345000,3,2,1610,15005,1,0,0,4,7,1610,0,1986,0,98014,47.6886,-121.911,1610,15479
"1624",1,550000,4,2.5,1670,5116,2,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210
"20917",1,525000,2,2.5,1160,1458,2,0,0,3,8,1040,120,2012,0,98119,47.6384,-122.373,1650,2311
"4103",1,269950,4,1,1440,9600,1,0,0,2,7,1440,0,1964,0,98001,47.3168,-122.264,1740,43560
"3924",1,475000,3,1.5,1480,13457,1,0,0,3,7,1480,0,1959,0,98007,47.5914,-122.136,2100,10517
"13404",1,1050000,4,4,4550,54013,1,0,1,4,9,2300,2250,1989,0,98075,47.5964,-122.077,3540,39634
"16213",1,190000,3,1,1260,10900,1,0,0,4,6,1260,0,1943,0,98056,47.491,-122.188,1090,8137
"5080",1,656000,2,2.5,2270,1763,3,0,0,3,7,1820,450,2009,0,98052,47.6757,-122.121,2180,1763
"15498",1,601002,4,2.5,2050,8094,1,0,0,3,8,1050,1000,1976,0,98052,47.6614,-122.138,1990,9020
"20525",1,529500,3,2.25,1410,905,3,0,0,3,9,1410,0,2014,0,98116,47.5818,-122.402,1510,1352
"112",1,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536
"17336",1,580000,7,2.75,2310,2400,1.5,0,0,3,6,2310,0,1915,0,98117,47.6775,-122.39,1340,3825
"6396",1,170000,2,1,870,6537,1,0,0,3,6,870,0,1948,0,98168,47.4906,-122.306,1100,8701
"14817",1,1900000,5,4.5,5160,44315,2,0,0,3,12,5160,0,1996,0,98005,47.6568,-122.154,4760,44315
"12039",1,420000,3,2.5,2140,3821,2,0,0,3,8,2140,0,2005,0,98029,47.5541,-121.995,2860,3841
"8934",1,284000,4,2.5,1830,6360,2,0,0,3,8,1830,0,1994,0,98031,47.4184,-122.18,1830,6596
"20553",1,298450,5,3,2100,9752,1,0,0,3,8,1200,900,2007,0,98003,47.3341,-122.304,1270,10200
"7110",1,350000,3,1,1370,8162,1.5,0,0,3,6,1370,0,1949,0,98125,47.7263,-122.289,1560,8250
"13630",1,445000,2,1,930,7740,1,0,0,1,5,930,0,1932,0,98148,47.4611,-122.324,1620,8584
"4375",1,221000,3,1,1250,7280,1,0,0,3,7,1250,0,1965,0,98001,47.3414,-122.286,1450,7350
"8142",1,360000,2,1.75,1230,1107,2,0,0,3,8,1230,0,2006,0,98029,47.5475,-121.999,1380,1107
"9807",1,357000,4,2.5,1980,9757,2,0,0,5,7,1980,0,1995,0,98038,47.3675,-122.019,1610,6147
"13477",1,381000,3,2,1680,8946,1,0,0,3,6,940,740,1996,0,98053,47.6379,-121.966,1550,11625
"10047",1,235000,2,1,720,4840,1,0,0,4,6,720,0,1947,0,98126,47.5534,-122.375,1510,4840
"10559",1,460000,2,1,1430,12092,1,0,0,4,7,1430,0,1938,0,98125,47.7023,-122.276,2320,10800
