"","y","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"3329",1,"p","x","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"1240",1,"e","x","s","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g"
"7610",1,"e","x","f","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"4115",1,"p","x","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"2097",1,"e","f","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"953",1,"e","f","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","g"
"5940",1,"e","f","y","n","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5395",1,"p","b","y","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"4313",1,"p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"1092",1,"e","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g"
"3414",1,"e","x","f","e","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","d"
"6926",1,"p","f","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"5341",1,"e","x","s","p","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"6630",1,"p","x","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"3703",1,"e","f","y","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d"
"340",1,"e","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g"
"6935",1,"p","f","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"246",1,"e","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g"
"1319",1,"e","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"2563",1,"e","x","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","v","d"
"4561",1,"p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4840",1,"p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"500",1,"e","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m"
"5248",1,"p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"5630",1,"p","f","s","b","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","g"
"294",1,"e","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"642",1,"e","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g"
"5134",1,"p","x","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"3055",1,"e","f","y","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","d"
"2358",1,"e","x","y","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","d"
"4163",1,"p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"1824",1,"e","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","d"
"4938",1,"p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"467",1,"e","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","m"
"3578",1,"e","f","y","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","d"
"3825",1,"e","f","y","e","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d"
"2505",1,"e","x","y","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","d"
"6728",1,"p","f","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"3569",1,"e","f","y","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","d"
"7014",1,"p","f","s","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7558",1,"p","k","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"2986",1,"e","f","y","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","d"
"399",1,"e","x","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","u"
"229",1,"p","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u"
"485",1,"e","f","s","w","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"5515",1,"e","x","y","p","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"7726",1,"e","x","f","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"1830",1,"e","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d"
"5138",1,"p","f","s","b","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m"
"4876",1,"p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"5269",1,"p","x","s","w","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","u"
"7739",1,"p","k","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"4266",1,"p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","g"
"5133",1,"p","x","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"7523",1,"e","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","l"
"5166",1,"p","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5695",1,"p","x","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"4948",1,"p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"3435",1,"e","f","f","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","d"
"654",1,"p","x","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","g"
"6055",1,"p","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"1307",1,"e","f","f","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"964",1,"e","x","f","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","d"
"7657",1,"p","f","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6239",1,"p","x","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"4864",1,"p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4452",1,"e","f","y","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d"
"1818",1,"e","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g"
"705",1,"e","f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","p"
"409",1,"e","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g"
"7632",1,"e","b","f","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g"
"3455",1,"p","x","f","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","s","d"
"3038",1,"p","x","f","g","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","s","d"
"6135",1,"p","x","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"3003",1,"e","f","y","n","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d"
"2954",1,"e","f","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","d"
"3291",1,"e","f","y","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","d"
"7604",1,"p","k","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"107",1,"e","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","g"
"5430",1,"p","x","s","g","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","s","u"
"2689",1,"e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d"
"1049",1,"e","x","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","d"
"7498",1,"p","k","y","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"1713",1,"e","x","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","v","d"
"3649",1,"p","x","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","d"
"1885",1,"e","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","d"
"887",1,"e","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","g"
"2780",1,"e","x","f","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d"
"7366",1,"p","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"5433",1,"p","x","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"1382",1,"e","f","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"3200",1,"p","x","f","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4066",1,"p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4758",1,"p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d"
"2795",1,"e","x","f","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d"
"220",1,"e","s","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u"
"6219",1,"p","x","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7411",1,"p","k","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"3916",1,"e","f","y","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","d"
"6468",1,"p","f","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"2147",1,"e","x","y","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d"
"4756",1,"p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"2507",1,"e","x","y","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","d"
"8120",1,"e","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","b","c","l"
"689",1,"e","x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m"
"6883",1,"p","f","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"889",1,"e","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","p"
"5769",1,"p","x","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"3064",1,"e","f","y","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d"
"6812",1,"p","f","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7214",1,"p","k","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"5335",1,"p","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","u"
"3179",1,"e","f","y","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d"
"5359",1,"p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4327",1,"e","x","y","r","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","v","d"
"600",1,"p","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","u"
"1764",1,"e","x","f","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","d"
"4904",1,"p","x","y","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"2179",1,"p","x","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","d"
"3399",1,"e","x","y","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d"
"379",1,"e","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g"
"5719",1,"p","f","s","g","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","s","g"
"5521",1,"p","x","s","g","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","u"
"4809",1,"p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5812",1,"p","f","s","w","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","g"
"6295",1,"p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"3612",1,"e","f","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1627",1,"e","x","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g"
"336",1,"e","x","f","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d"
"508",1,"e","f","s","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1314",1,"e","x","f","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","g"
"3598",1,"p","x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g"
"6020",1,"p","k","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7600",1,"p","k","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"2941",1,"e","x","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d"
"7402",1,"p","c","y","y","f","n","f","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","l"
"1769",1,"e","x","f","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","v","d"
"5671",1,"p","x","s","b","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","g"
"1048",1,"p","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","u"
"1427",1,"e","f","s","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","g"
"2100",1,"e","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"19",1,"p","x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","u"
"5581",1,"p","x","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","u"
"618",1,"e","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g"
"4253",1,"p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"5150",1,"p","x","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"1408",1,"e","x","s","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","g"
"5541",1,"e","x","y","b","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"6937",1,"p","k","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"7589",1,"p","k","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"3639",1,"e","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","d"
"3044",1,"e","f","y","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","v","d"
"3337",1,"e","x","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","d"
"1239",1,"e","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","g"
"2890",1,"e","x","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d"
"7829",1,"e","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","l"
"4402",1,"p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","g"
"2160",1,"e","x","f","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"2253",1,"e","f","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"4614",1,"p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"5642",1,"p","f","y","y","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"7738",1,"e","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","v","l"
"536",1,"e","x","f","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","g"
"3831",1,"e","f","y","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d"
"963",1,"e","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","d"
"4464",1,"p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4922",1,"p","x","s","w","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d"
"2580",1,"e","x","y","e","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","d"
"5325",1,"p","x","y","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6497",1,"p","f","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"3853",1,"p","x","s","p","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d"
"5764",1,"p","f","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","u"
"6021",1,"p","x","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"2048",1,"e","x","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g"
"6734",1,"p","x","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"1955",1,"e","x","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","d"
"5340",1,"p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"6019",1,"p","x","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6249",1,"p","x","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"7048",1,"p","f","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"7583",1,"p","k","y","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"571",1,"e","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m"
"1127",1,"e","f","s","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","g"
"2730",1,"e","x","y","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d"
"1839",1,"e","x","y","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d"
"4339",1,"p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"3451",1,"e","f","y","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d"
"6596",1,"p","x","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"7105",1,"p","k","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
