"","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"7937",0.677013423,44,2,0.477268254,15242,19,0,4,0,1,0
"7939",0.740906512,44,0,1123,1,13,0,2,0,2,0
"7940",0.554412023,70,1,0.35550287,8013,9,0,1,0,0,0
"7941",0.55435102,48,0,0.373683271,5600,5,0,1,0,0,0
"7949",0.06369828,26,0,0.416706444,6284,6,0,2,0,1,0
"7950",0.03382955,58,0,0.177037996,8500,10,0,2,0,0,0
"7969",0.399778583,67,0,0.512441581,7916,12,0,2,0,1,0
"7972",0.004042728,67,0,0.193440875,7500,7,0,1,0,1,0
"7974",0.022199939,50,0,0.506823431,4762,7,0,2,0,3,0
"7978",0.029109998,38,0,0.457919782,7354,6,0,1,0,0,0
"7983",0,32,2,6.471502591,192,25,0,0,0,0,0
"7988",0.971748921,42,1,0.419802805,7200,7,0,1,0,1,0
"7994",0.258501374,63,0,0.260674157,5339,7,0,1,0,0,0
"8000",0.035761785,77,0,0.484848485,1154,8,0,0,0,0,0
"8012",0.150699873,24,0,0.013904077,6400,6,0,0,0,0,0
"8018",0.295387448,40,1,0.24272058,9100,12,0,1,0,2,0
"8021",0.432783608,30,1,0.289127037,4478,8,0,0,0,2,0
"8024",0.075559596,34,0,0.539892022,3333,5,0,1,0,0,0
"8031",0.061261589,28,0,0.079912558,4116,5,0,0,0,0,0
"8040",0.854276382,53,2,0.150964957,7875,4,0,0,1,3,0
"8043",0.325412935,64,0,0.408435341,8250,11,0,2,0,0,0
"8045",0.94867351,55,3,0.493354493,5040,4,0,2,0,2,0
"8048",0.107315585,47,3,0.358554489,7083,14,1,3,0,0,0
"8049",0.126056354,30,0,0.904743238,2550,13,0,2,0,0,0
"8052",0.0651489,57,0,0.061403509,5813,5,0,0,0,3,0
"8053",0,28,0,0.098367887,6800,4,0,1,0,2,0
"8058",0.007985295,65,0,0.001731435,10395,8,0,0,0,0,0
"8061",0.030669039,36,1,0.201496705,8952,13,0,0,0,0,0
"8064",0.118587608,22,0,0.005376344,929,2,0,0,0,0,0
"8073",0.128492243,33,1,0.202051481,5166,6,0,0,0,0,0
"8075",0.016630862,67,0,0.168292977,8300,14,0,1,0,1,0
"8080",0.015649452,69,0,0.206936958,4266,15,0,2,0,0,0
"8090",0.003396098,41,0,0.35777692,5181,6,0,2,0,1,0
"8093",0.060513318,60,0,0.158841348,5281,7,0,1,0,0,0
"8094",0.467177317,41,0,0.350964904,10000,11,0,2,0,3,0
"8101",0.290873058,78,0,0.132376867,6760,16,0,1,0,1,0
"8103",0.03088474,71,0,0.166116248,9083,13,0,1,0,0,0
"8106",0.971675566,34,6,0.692307692,1000,14,0,0,0,1,0
"8110",0.509506035,64,1,0.235905939,6633,12,0,0,0,2,0
"8112",0.733122896,60,0,0.438956104,10000,9,0,2,0,0,0
"8115",0.032198927,56,0,0.124082466,15666,5,0,1,0,2,0
"8119",0,62,0,0.34487002,6500,9,0,1,0,0,0
"8121",0.215070592,40,1,0.475530316,5986,11,0,2,0,2,0
"8124",0.142619127,35,0,0.196934355,3000,3,0,0,0,4,0
"8127",0.759966805,52,0,0.564763386,4500,10,0,1,0,1,0
"8133",0.054592308,41,0,0.228554289,3333,5,0,0,0,0,0
"8137",0.536006378,41,0,0.617502238,4467,11,0,1,0,1,0
"8144",0.123553741,48,0,0.278937698,5986,9,0,1,0,3,0
"8149",0.004813859,88,0,0.073352954,4416,13,0,0,0,1,0
"8157",0.023652341,54,1,0.00919816,5000,9,0,0,0,2,0
"8159",0.041371559,44,0,0.507174953,6898,12,0,2,0,2,0
"8169",0.623858226,36,0,0.223106495,14826,8,0,1,0,0,0
"8170",0.000358843,54,0,0.720069983,4000,11,0,0,0,0,0
"8173",0.147368662,78,0,0.068977008,3000,11,0,0,0,0,0
"8177",0.16546651,54,0,0.339787292,11000,24,0,1,0,0,0
"8178",0.9999999,27,0,0.254545455,1044,3,0,0,0,0,0
"8190",0.669055869,51,0,0.792974299,7742,12,0,4,0,1,0
"8199",0.9999999,58,0,0.387050702,4200,4,0,1,0,0,0
"8201",0.9999999,69,0,0.122741691,7250,4,0,1,0,2,0
"8208",0.9999999,48,2,0.615340254,5201,3,3,1,0,2,0
"8212",0.700614198,52,0,0.865961199,1700,4,0,1,0,1,0
"8214",0.019013828,64,0,0.199114412,7000,22,0,3,0,0,0
"8215",0.006382015,41,3,0.46656435,4560,11,1,1,3,2,0
"8227",0.247593075,33,0,0.540745229,3300,7,0,2,0,0,0
"8228",0.015415765,60,0,0.001817851,5500,4,0,0,0,0,0
"8229",1.011238825,33,1,0.620985011,1400,8,0,0,1,3,0
"8240",0.037554512,55,0,0.157210697,4000,6,0,0,0,1,0
"8250",0.046501546,74,0,0.0057946,8110,5,0,0,0,0,0
"8257",0.063785323,43,1,0.358580825,5016,18,0,1,0,1,0
"8261",0.252897847,55,1,0.898911798,3491,13,0,2,0,0,0
"8265",0.296267341,63,1,0.363233824,7000,6,0,1,0,0,0
"8270",0.009656099,53,1,0.24770455,4900,13,0,1,1,3,0
"8272",0.129336241,58,0,0.616026032,4916,9,0,2,0,1,0
"8279",0.07146001,54,1,0.393697606,9900,14,0,4,0,1,0
"8281",0.879824035,25,1,0.690193629,1600,5,0,0,0,1,0
"8282",0.271702572,31,0,0.369742348,4540,6,0,1,0,3,0
"8291",0.025209378,33,0,0.347125798,3600,11,0,1,0,2,0
"8295",0.156862745,40,0,0.633032214,5866,7,0,2,0,2,0
"8296",0.9999999,24,0,0.100029078,3438,1,0,0,0,0,0
"8298",0.117637647,38,0,0.126430397,9000,7,0,0,0,3,0
"8305",0,76,0,0,3141,4,0,0,0,0,0
"8319",0.527009721,51,0,0.720697724,4700,15,0,2,0,0,0
"8320",0.044119086,51,0,0.356069218,7916,13,0,1,0,0,0
"8322",0.9999999,32,0,0.160946351,3000,0,0,0,0,1,0
"8323",0.946508915,31,0,0.379767828,2411,11,0,0,0,1,0
"8340",0.199933356,88,0,0.002571061,7000,4,0,0,0,0,0
"8354",0.712952079,58,1,0.472414646,8083,14,0,1,0,2,0
"8355",0.35619271,47,0,0.247071793,7256,8,0,1,0,3,0
"8368",0.786485406,44,0,0.291709578,3883,7,2,0,2,1,1
"8371",0.973339258,61,1,0.209961825,5500,11,0,0,1,1,1
"8372",1.048210842,58,7,0.151956584,3500,12,0,0,0,0,1
"8374",0.03719769,47,0,0.03975841,25000,11,0,1,0,3,1
"8378",0.733885463,49,2,0.369223765,8785,20,0,2,0,2,1
"8388",0.517045364,61,0,0.572590321,7500,20,0,2,0,0,1
"8391",0.314685703,51,3,0.160317928,16984,13,0,2,1,4,1
"8395",2066,58,0,0.27112148,6000,8,1,1,0,1,1
"8396",0.987668722,39,5,0.691279186,5010,14,0,2,0,2,1
"8406",0.017558727,47,0,0.53540175,2513,10,1,1,0,0,1
"8416",0.887080965,45,0,0.482275525,4710,4,0,1,1,2,1
"8417",0.767840152,74,3,0.2964495,2900,4,1,0,1,0,1
"8418",0.041191762,31,0,0.261369315,2000,3,0,0,0,0,1
"8420",1.0085156,59,1,2.219737309,5633,23,0,4,0,0,1
"8433",0.9999999,35,1,0.900911497,3400,6,0,2,0,0,1
"8434",0.983338887,27,0,0.106808245,1600,9,0,0,0,0,1
"8440",0.978808477,47,1,0.428419088,3750,5,4,0,0,1,1
"8445",0.9999999,55,0,0.025398541,3700,1,2,0,1,0,1
"8446",1.000782541,49,1,0.642629905,6600,9,0,1,1,0,1
"8448",0.9999999,30,0,0,2900,3,0,0,0,1,1
"8452",0.909494725,23,0,0.149140344,2500,8,0,0,0,0,1
"8456",0.9999999,48,1,0.26296065,1600,1,0,0,0,0,1
"8459",0.627858098,54,0,0.164475316,4030,6,0,0,0,1,1
"8463",0.9999999,35,3,0.353441093,6000,5,2,0,1,1,1
"8464",0.877076412,51,4,0.81300813,4550,15,0,1,0,2,1
"8469",0,26,0,0.219129193,1400,4,0,0,0,1,1
"8477",0.9999999,40,0,0.024168236,3185,1,3,0,0,2,1
"8485",0.493802479,28,1,0.55064194,700,9,0,0,0,0,1
"8487",0.9999999,24,0,0.098901099,1000,3,1,0,0,0,1
"8490",0.995002776,30,1,0.176955761,4000,3,10,0,0,0,1
"8491",0.071554892,30,0,0.234654633,19500,11,0,3,0,0,1
"8492",1.062215309,45,3,2.030193961,5000,14,0,4,1,1,1
"8496",0.242524917,28,0,0.19089626,2833,9,5,0,0,0,1
"8511",0.036387859,53,0,0.706280788,3247,22,0,1,1,2,1
"8512",1.019350677,45,5,0.504165014,10083,10,0,1,0,2,1
"8524",0.745738933,63,3,0.72425829,4583,11,0,1,0,0,1
"8528",0.974792261,32,3,1.383846356,3800,11,0,3,0,4,1
"8531",0.573024314,56,7,0.394758228,4921,14,0,1,0,0,1
"8533",0.99142402,40,6,0.892328398,5200,9,0,2,1,0,1
"8534",0.29814801,61,0,0.299518226,11000,21,0,3,0,0,1
"8541",0.788844622,49,3,0.164432285,3654,4,1,0,0,0,1
"8544",0.873510188,50,0,0.196677051,4814,6,0,0,0,6,1
"8551",0.694050992,40,0,0.588560286,3076,10,0,2,0,0,1
"8555",1.022995401,30,0,0.612690504,6823,14,7,2,1,0,1
"8556",0.976047904,50,2,0.130284609,7237,3,3,1,1,1,1
"8557",0.92094682,30,0,0.61770428,3083,10,0,0,0,0,1
"8559",0.435295387,38,0,0.124606554,5400,18,0,0,0,2,1
"8564",0.218611666,34,0,0.488677581,10200,16,0,3,0,1,1
"8566",1.017928974,63,1,0.466042155,5550,7,0,1,0,0,1
"8575",0.039337271,64,0,0.444589735,6117,15,0,3,2,0,1
"8583",0.798359185,45,0,185,0,5,0,0,1,3,1
"8586",0.207487113,35,0,0.941112323,2750,11,0,2,0,1,1
"8587",0.078366845,52,1,0.06885759,5750,18,0,0,0,0,1
"8595",0,31,2,0.331795463,2600,3,3,0,0,0,1
"8596",1.159468439,33,0,0.133708216,3200,3,0,0,0,2,1
"8598",0.491589318,75,1,0.939973902,4597,16,0,1,0,0,1
"8605",0.75128109,38,3,0.701099633,3000,7,1,1,1,2,1
"8607",0,60,3,0.292697378,6750,5,1,1,2,0,1
"8612",0.291306359,42,0,0.518296341,1666,9,0,1,0,0,1
"8614",0.99380124,29,2,0.296685955,1900,7,0,0,0,0,1
"8620",0.698161883,53,0,0.295252474,5960,3,1,1,2,3,1
"8621",0.840035548,44,1,0.661267746,5000,6,0,2,0,1,1
"8628",0.9999999,37,2,0.373195113,2700,3,1,0,0,3,1
"8650",0.941670555,32,3,0.187953012,4000,10,0,0,1,0,1
"8651",0.9999999,67,1,0.250423012,6500,3,1,1,2,1,1
"8655",0.064903509,33,2,0.339605961,7917,11,0,2,0,1,1
"8659",0.648226066,34,0,0.27063879,12100,12,0,2,0,0,1
"8660",0.822052353,52,0,0.478036606,6009,9,0,1,0,2,1
"8664",0.637436156,34,0,893,1,11,0,2,0,2,1
"8666",0.9999999,36,1,0.299729223,4800,5,2,1,0,3,1
"8673",0.97064133,50,1,0.363528815,5916,10,1,0,2,2,1
"8679",0,52,1,0.344895189,6630,9,0,2,0,0,1
"8683",0.9999999,55,1,0.062473969,2400,0,0,0,0,1,1
"8684",0.9999999,62,0,0.370758123,2769,4,0,0,0,0,1
"8690",0.9999999,27,0,0.115830116,1553,1,0,0,0,1,1
"8697",0.508330905,53,1,0.505494505,10100,13,0,2,0,0,1
"8701",0.024099584,55,0,0.398746456,6700,13,1,1,1,0,1
"8702",0.999613153,54,2,0.27112148,6000,4,1,1,0,0,1
"8705",1.302325581,54,2,0.173036607,6200,3,1,0,1,1,1
"8706",0.955684483,44,1,0.660842979,4578,7,6,1,0,0,1
"8711",0.998003992,41,0,0.020523498,3361,2,4,0,0,4,1
"8714",0.29121458,31,0,0.617319787,6200,14,0,2,0,0,1
"8721",0.577600659,47,0,1.035519639,5320,14,0,3,0,1,1
"8736",1.222438912,40,0,0.786134324,3230,16,0,2,0,1,1
"8739",0.071184949,41,0,1.943873179,2333,18,0,2,0,0,1
"8743",0.907706171,45,1,0.360045912,19166,15,0,2,0,2,1
"8746",0.9999999,59,1,0.966726619,1111,0,4,0,1,2,1
"8747",0.863787375,32,0,0.160384924,2493,2,0,0,0,0,1
"8748",0.178820724,51,0,0.185401217,12000,18,0,1,0,1,1
"8750",0.887953709,45,1,0.103920078,9208,8,1,0,0,2,1
"8761",0.9999999,53,1,0.034510563,6200,1,3,0,0,0,1
"8767",0.970428295,50,0,0.632122626,3000,13,1,2,0,2,1
"8771",0.9750025,57,1,0.309327196,7386,3,0,1,0,0,1
"8779",0.9999999,42,0,0,3323,0,0,0,1,2,1
"8799",0.9999999,24,0,0,1700,0,0,0,0,0,1
"8803",0.456954305,48,0,0.58022184,6400,7,0,2,0,1,1
"8804",0.837784961,63,0,0.653739184,6471,10,0,1,0,0,1
"8813",0.150407085,45,0,0.13027179,3200,3,0,0,0,0,1
"8822",0.887113227,73,1,0.142055268,2315,10,0,0,0,0,1
"8831",0.31991021,56,1,1.229923359,3000,4,0,2,0,2,1
"8834",0.954292244,51,0,0.494876533,5952,9,1,2,0,1,1
"8837",0.9999999,31,0,0.102179564,5000,1,0,0,0,0,1
"8844",0.9999999,49,2,0.636675236,3500,2,1,2,1,0,1
"8845",0.927036482,41,0,0.057307863,2250,5,0,0,0,2,1
"8848",0.59703925,42,0,0.463107379,5000,11,0,1,0,0,1
"8850",0.538991525,41,5,1.279906698,3000,10,1,2,0,3,1
"8856",0.13893399,52,1,0.214771364,7500,9,0,1,0,1,1
"8867",0.9999999,63,2,1031,0,7,2,2,0,0,1
"8868",0.269461078,34,0,0.230915728,6300,5,0,0,3,4,1
"8869",0,26,0,0.000639898,6250,3,0,0,0,0,1
"8871",0.711193568,32,1,0.03334423,3058,4,0,0,1,1,1
"8872",1.063597083,39,1,0.443986036,3150,5,0,0,1,0,1
"8877",1.15942029,36,0,0.013664389,6000,1,2,0,0,1,1
"8881",0.9999999,31,0,0.017414766,4076,1,0,0,0,0,1
"8887",0.052528199,36,1,0.261836202,14932,11,0,1,0,2,1
"8889",0.9999999,28,98,0,1700,0,98,0,98,0,1
"8894",0.754439125,40,2,0.191532573,6400,10,4,0,1,1,1
"8902",0.523555641,44,0,0.237584161,15000,6,0,1,0,2,1
"8903",1.059646784,52,5,0.529310582,14533,21,2,2,2,2,1
"8904",0.9999999,41,0,0.507263219,1720,2,1,0,2,2,1
"8908",1.013703069,46,6,0.621415417,3800,11,1,1,3,3,1
"8924",0.058415888,38,0,0.636022775,7200,13,0,1,0,2,1
"8927",0.9999999,28,0,0.341569767,1375,1,0,0,0,0,1
"8936",0.507071903,54,1,0.268913115,3026,8,0,0,1,1,1
"8938",0.289963755,48,3,0.493597614,5700,6,0,2,2,2,1
"8949",0,46,0,0.008660893,1500,4,1,0,0,0,1
"8960",0.816593654,56,2,1.634355361,5250,17,0,1,0,0,1
"8965",0.712306747,60,2,0.738910595,4350,16,5,1,0,0,1
"8969",0.9999999,28,0,0,2925,0,0,0,0,0,1
"8976",0.784053156,34,0,0.077909828,5300,3,3,0,0,0,1
"8989",1.088904445,40,1,0.389317338,3500,5,1,0,2,4,1
"9001",0.957004777,34,0,0.645544307,8000,11,0,1,0,2,1
"9002",0.990351482,24,0,0.048206937,1700,6,0,0,0,0,1
"9013",0.450459749,43,0,0.578342166,10000,13,0,2,0,1,1
"9025",0.986114968,58,4,0.286602977,4500,9,1,1,2,1,1
"9033",1.080851989,35,3,0.771898883,1700,6,3,0,0,1,1
"9037",0.9999999,47,2,0.135659675,5100,2,4,1,0,2,1
"9048",0.9999999,46,0,0,0,0,2,0,0,3,1
"9065",0.9999999,37,1,0.903628792,1680,5,0,1,1,2,1
"9069",0.92062027,44,1,0.532435508,5271,9,0,1,0,2,1
"9070",0.9999999,49,0,0.241928447,4583,2,2,1,2,0,1
"9071",1.001998002,27,0,0.15315604,3120,4,0,0,0,0,1
"9072",0.836027329,54,0,0.339688445,4300,5,3,1,1,0,1
"9080",1.016997167,37,2,0.126845992,7583,5,2,1,2,3,1
"9086",0,49,4,0.386366527,7862,7,0,1,0,2,1
"9087",0.916167665,28,1,0.094839078,5250,4,0,0,0,0,1
"9091",0.386377607,39,0,1.289177706,4000,13,0,2,0,2,1
"9094",0.9999999,38,0,0,1000,0,0,0,0,1,1
"9104",1.143237841,40,1,0.310949788,4958,7,0,1,0,1,1
"9115",0.108876976,26,0,1.923920052,1550,15,0,1,0,0,1
"9116",1.051028617,61,3,0.410196601,3000,4,0,0,0,1,1
"9130",0.200940071,56,2,0.113734835,4615,4,0,0,0,0,1
"9135",0.246941495,50,0,0.059129391,15000,11,0,0,1,0,1
"9138",0.874022007,33,0,0.269940013,4500,6,0,0,0,3,1
"9144",1.401197605,39,1,0.103507481,4076,5,1,0,0,2,1
"9146",1.00159968,42,1,0.083563748,3254,3,1,0,0,4,1
"9158",0.055560386,43,2,0.495834722,3000,4,0,1,0,1,1
"9159",0.427512008,54,2,0.715883669,4916,12,0,1,0,0,1
"9161",1.003123048,38,0,0.284777452,7166,6,1,1,0,0,1
"9163",0.03606245,70,0,0.788105947,2000,18,1,1,0,0,1
"9170",0.992015968,50,1,0.190188411,2812,8,0,0,0,1,1
"9175",0.690727374,25,0,0.458823529,764,2,0,0,1,0,1
"9176",0.9999999,59,0,0.453566622,5200,2,1,1,0,0,1
"9179",0.938993391,56,1,0.246286896,5318,6,0,1,0,3,1
"9181",1.446327684,45,1,0.423547664,5800,12,2,2,2,0,1
"9183",0.9999999,46,0,0.632728619,2700,3,1,1,1,0,1
"9190",1.015936255,31,0,0.016351119,2323,4,0,0,0,3,1
"9198",1.314307141,37,0,0.496190858,4987,9,0,1,0,1,1
"9202",0.007246721,74,0,1.591754651,1988,9,0,2,0,0,1
"9203",0.070384351,56,1,0.879529638,4166,19,0,2,1,2,1
"9204",1.221889055,44,0,0.691012418,4750,7,1,3,1,0,1
"9205",0.849270665,62,1,0.056441327,3135,9,2,0,1,0,1
"9209",0,36,5,0.573654226,8600,5,5,3,1,0,1
"9214",0.9999999,39,5,1.430356737,4400,9,0,5,0,0,1
"9216",0.144848609,40,0,2.688124306,900,22,0,2,0,3,1
"9234",0.353858457,50,0,0.938530735,2000,5,0,1,0,1,1
"9237",0.824705823,29,0,0.586914576,5700,14,0,1,0,2,1
"9248",0.320639979,48,0,0.20305399,5500,5,1,0,0,2,1
"9253",0.211395151,50,3,0.191404298,2000,7,0,0,0,3,1
"9255",1.059603852,49,4,1.208472156,2100,10,0,1,0,0,1
"9260",0.254685133,47,0,0.291454012,9208,7,0,2,0,0,1
"9266",0.968274663,31,0,0.145906228,2857,2,0,0,0,0,1
"9271",0.399057692,48,0,0.600465616,5583,11,0,2,0,3,1
"9284",0.300917135,60,0,0.148305085,5427,11,0,0,0,1,1
"9285",2.049833887,63,1,0.10607169,5467,2,2,0,0,0,1
"9296",1.016347978,58,1,0.134957826,3200,3,0,0,0,0,1
"9297",0.458887314,47,4,0.579349209,5500,17,0,1,0,0,1
"9306",0.194392606,41,0,0.471550802,9349,9,0,3,0,1,1
"9311",0.562773128,53,2,0.254517222,7083,5,1,0,1,0,1
"9312",0.06782785,52,0,0.269722814,1875,5,0,2,0,0,1
"9313",0.552468614,68,1,0.342754299,7500,13,0,1,0,0,1
"9314",2.494657697,47,2,14.57801222,1800,10,0,0,0,0,1
"9321",0.9999999,36,0,0,5500,0,0,0,0,2,1
"9327",0.003510061,49,0,0.000174171,11482,2,0,0,0,0,1
"9349",0.679516024,85,0,0.141182555,5800,6,0,0,0,0,1
"9367",0.385790482,52,0,0.749711649,2600,11,0,1,0,1,1
"9372",0.854291417,80,0,0.331557923,750,3,0,0,0,0,1
"9376",0.926592402,37,0,1.200587803,1360,5,0,0,0,2,1
"9382",0.9999999,27,0,0.000571265,3500,0,0,0,0,0,1
"9383",0.9999999,61,0,0.050619278,3713,2,0,0,0,0,1
"9391",0.610635901,47,1,0.634480788,7000,19,0,2,1,3,1
"9393",0.580161476,23,1,0.074324324,1923,3,0,0,0,0,1
"9402",1.35775452,48,3,0.148155228,5230,8,2,0,0,1,1
"9410",1.00419958,56,0,0.766327396,2357,6,1,1,0,0,1
"9413",0.885051987,70,0,0.836776258,3436,17,0,1,0,0,1
"9415",1.025346872,37,2,0.490710239,7588,12,0,1,0,1,1
"9416",0.9999999,24,1,0.317673378,1787,2,2,0,0,0,1
"9427",0.365612688,62,0,0.260352213,2100,3,0,0,0,0,1
"9436",0.003382562,43,0,0.196780322,10000,9,0,1,0,0,1
"9449",0.50509898,50,2,0.695345557,2835,5,1,2,1,0,1
"9456",0.010654864,27,0,0.061651988,4200,3,0,0,0,0,1
"9459",0.594257179,37,2,0.159007883,5200,3,0,0,0,2,1
"9460",0,57,0,0.473480559,10595,13,0,5,0,1,1
"9465",0.484536819,38,3,0.438926846,6000,5,0,1,0,2,1
"9472",0.995006242,47,0,0.00956106,2300,3,0,0,1,0,1
"9474",0.948238339,54,1,0.604056563,7000,7,0,3,0,0,1
"9475",1.112956811,33,4,0.142009829,5900,3,2,0,0,0,1
"9477",0.9999999,38,1,0.096028689,7528,2,1,1,0,4,1
"9478",0.006825282,41,0,1.45989179,4250,16,0,3,0,3,1
"9480",0.470405565,40,1,1.51665433,1350,13,0,1,0,3,1
"9483",0.9999999,42,0,1.766860949,1200,2,0,1,0,2,1
"9487",0.586565225,45,0,0.540204983,12000,11,0,2,0,0,1
"9489",0.267667999,61,1,0.577568714,5420,29,0,5,0,0,1
"9493",0.9999999,27,0,0.133223296,4240,1,1,0,0,1,1
"9496",0.968031968,42,1,0.622810765,2340,5,2,0,0,1,1
"9499",0.886037827,42,4,0.952783789,5082,7,0,1,1,3,1
"9508",0.996254682,44,0,0.368407898,4000,10,2,1,0,0,1
"9512",0.9999999,34,1,0.241610738,4916,1,3,0,1,0,1
"9513",0.069682744,47,0,0.414296134,5483,13,3,2,0,2,1
"9518",0.003132016,53,0,0.056776557,15833,6,0,0,0,2,1
"9521",0.9999999,71,4,1.042454122,3650,3,2,1,0,0,1
"9528",1.035464302,57,5,0.71487029,12951,5,7,3,1,2,1
"9529",0.9999999,39,0,0.200724419,3312,3,1,0,0,1,1
"9540",0.9999999,63,0,0.123377332,9166,4,1,1,0,0,1
"9542",0.012720086,42,0,0.299847077,8500,14,0,1,0,2,1
"9546",0.778693722,44,0,0.96753705,1416,10,0,0,2,2,1
"9547",0.169128488,70,4,0.240875912,10000,23,1,2,1,0,1
"9552",0.9999999,42,0,0.016558675,8333,1,1,0,0,4,1
"9554",0.179828735,45,1,0.169731685,3316,6,1,0,1,1,1
"9555",0.339299525,41,0,0.419373112,5295,5,0,1,0,3,1
"9556",1.056839475,23,0,0.111269615,700,2,2,0,0,3,1
"9557",0.091958002,88,3,0.328722093,7300,10,2,1,1,0,1
"9559",1.003322259,46,0,0.003213138,2800,1,0,0,0,0,1
"9562",0.797666788,28,0,0.287599602,4015,6,0,0,0,0,1
"9569",0.940012369,56,2,0.239510975,3598,5,0,0,2,0,1
"9572",0.91160442,59,3,0.775678338,11166,7,5,1,2,0,1
"9580",0.034633215,52,1,0.001389415,7916,6,0,0,1,0,1
"9581",0.936288089,34,3,1.099345628,1680,9,0,1,0,4,1
"9587",0.863462085,66,0,1.206235012,1250,9,0,1,0,0,1
"9603",0.9999999,52,1,0.131982402,7500,5,0,0,0,0,1
"9606",0.16957826,52,0,0.695910647,5550,15,0,3,0,3,1
"9607",0.201208056,65,0,0.112735908,8000,19,0,0,0,1,1
"9612",0.68756082,43,0,0.3522678,11530,9,0,2,0,0,1
"9621",0.589234189,52,0,0.329283489,3209,8,1,0,0,2,1
"9636",0.952268258,39,0,0.8948022,5636,8,0,2,0,2,1
"9637",0.9999999,25,0,0.320987654,1700,2,0,0,1,0,1
"9639",0,64,0,0.325945676,6000,7,0,2,0,0,1
"9646",0.9999999,55,0,0.002458513,1626,0,0,0,0,0,1
"9650",0.9999999,30,0,0.005640303,7800,0,0,0,1,1,1
"9655",0.9999999,44,0,0.466583385,1600,2,3,1,0,1,1
"9661",0.9999999,28,2,0.207650273,1280,1,2,0,2,0,1
"9664",0,72,0,0.002377456,14300,11,0,0,2,1,1
"9667",0.084895683,59,0,0.596420717,13186,18,0,4,0,1,1
"9671",0.966274386,52,4,0.923659497,3300,6,1,1,1,2,1
"9672",0.115603315,64,0,0.234473812,12333,20,0,1,0,2,1
"9675",0.428761873,54,1,0.437797417,1470,3,2,0,0,0,1
"9677",0.921483936,47,1,0.218956209,3333,5,1,0,0,2,1
"9690",0.864135864,26,1,0.130623126,3000,6,0,0,2,2,1
"9691",0.9999999,56,0,0.08003108,5147,2,1,0,1,0,1
"9699",0.9999999,59,98,0,2180,0,98,0,98,0,1
"9700",0.23554247,47,1,0.848860456,2500,11,0,2,0,3,1
"9701",0,51,0,0.093255772,5500,6,0,0,0,0,1
"9704",0.943755408,47,0,0.441277936,6666,9,6,1,1,2,1
"9716",0.686108292,31,0,0.420351033,4500,7,0,2,0,0,1
"9721",0.044146459,43,0,0.792348955,7083,9,0,3,0,0,1
"9730",0.923949783,50,1,0.544208256,6491,6,0,2,2,0,1
"9734",0.500566629,49,1,0.348109811,4443,6,1,0,2,2,1
"9738",0.9999999,61,0,0.128990648,3100,2,1,0,1,0,1
"9741",0.973164634,61,1,0.78550149,6041,12,0,1,0,0,1
"9748",1.07189029,53,3,1.408892063,11200,17,0,8,1,1,1
"9750",0.956087824,49,2,0.38548483,3361,5,0,2,0,1,1
"9763",0.9999999,46,0,0,2300,0,0,0,0,0,1
"9765",0.9999999,67,3,4.979695431,590,4,7,1,1,0,1
"9766",0.246245353,38,0,0.251991876,6400,9,0,2,0,4,1
"9767",0.810698217,54,0,0.045063928,4770,1,0,0,0,3,1
"9774",1.114863364,26,0,0.353942984,2700,5,1,0,1,1,1
"9775",0.979673442,43,2,0.543132173,2700,4,1,2,3,0,1
"9779",0.76325604,49,1,1.102435978,1600,7,0,2,0,3,1
"9789",0.26056397,50,3,0.538659478,8160,13,0,1,2,0,1
"9795",0.767448806,79,3,0.657151152,20667,33,0,3,0,0,1
"9799",0.913391073,52,0,0.243231987,2400,6,0,0,0,0,1
"9800",0.03685028,32,0,0.506070561,7000,7,0,2,0,0,1
"9805",0.389782263,66,0,0.294020754,6070,16,0,2,0,4,1
"9808",0.268794363,57,0,0.968189428,4180,11,0,3,0,0,1
"9815",1.010781671,33,1,0.37185708,2266,5,0,0,0,0,1
"9817",0.9999999,63,0,0.883822611,1600,4,0,1,0,0,1
"9827",0.9999999,33,0,0.331261101,1125,1,0,0,0,1,1
"9828",1.065754866,53,2,0.197240443,8841,13,0,1,0,2,1
"9835",0.40919885,32,3,0.280241935,2479,7,1,0,1,1,1
"9844",0.604060914,39,0,0.147104367,3228,6,1,0,0,3,1
"9870",1,59,1,0.085412668,2083,1,0,0,0,0,1
"9875",0.965194698,49,0,0.790030211,3309,14,0,0,0,2,1
"9877",0.95286669,35,0,1.040843042,7638,16,0,3,0,1,1
"9887",0.798134577,28,1,0.533506831,1536,3,0,0,1,0,1
"9888",0.942249667,37,6,0.074714023,12500,7,1,0,0,1,1
"9890",0.9999999,32,0,0.003745318,3203,1,2,0,0,1,1
"9894",0.723410145,49,0,1.424131627,1640,13,0,3,1,2,1
"9901",0.144257395,31,0,0.337832255,7260,13,0,2,0,2,1
"9904",1.10442124,31,1,0.609365559,3309,7,0,1,0,0,1
"9905",0.533710245,66,0,0.560355605,7198,16,1,1,0,0,1
"9908",1.667613935,42,0,0.295540892,5000,7,0,0,0,3,1
