"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"1360",34,"blue-collar","single","secondary","no",341,"yes","no","unknown",8,"may",195,1,-1,0,"unknown",1
"1374",48,"blue-collar","married","primary","no",448,"yes","no","unknown",8,"may",189,1,-1,0,"unknown",1
"1380",60,"retired","married","primary","no",414,"no","no","unknown",8,"may",395,1,-1,0,"unknown",1
"1382",36,"admin.","divorced","secondary","no",496,"no","no","unknown",8,"may",269,3,-1,0,"unknown",1
"1396",44,"services","divorced","secondary","no",240,"yes","no","unknown",8,"may",155,2,-1,0,"unknown",1
"1402",26,"student","single","unknown","no",-41,"yes","no","unknown",8,"may",229,2,-1,0,"unknown",1
"1414",30,"technician","single","tertiary","no",178,"yes","no","unknown",8,"may",234,1,-1,0,"unknown",1
"1422",34,"management","married","tertiary","no",1601,"yes","no","unknown",8,"may",650,2,-1,0,"unknown",1
"1425",39,"management","single","tertiary","no",375,"yes","no","unknown",8,"may",66,2,-1,0,"unknown",1
"1429",40,"management","single","tertiary","no",-275,"yes","no","unknown",8,"may",219,2,-1,0,"unknown",1
"1435",34,"blue-collar","married","secondary","no",199,"yes","no","unknown",8,"may",627,3,-1,0,"unknown",1
"1439",39,"unemployed","divorced","secondary","no",6322,"no","no","unknown",8,"may",184,1,-1,0,"unknown",1
"1443",26,"blue-collar","single","secondary","no",-132,"no","no","unknown",8,"may",12,1,-1,0,"unknown",1
"1444",48,"admin.","divorced","secondary","no",267,"no","no","unknown",8,"may",266,1,-1,0,"unknown",1
"1447",57,"entrepreneur","married","unknown","no",618,"yes","no","unknown",8,"may",10,7,-1,0,"unknown",1
"1454",43,"blue-collar","married","primary","no",34,"yes","no","unknown",8,"may",543,3,-1,0,"unknown",1
"1457",35,"blue-collar","married","secondary","no",25,"yes","no","unknown",8,"may",23,5,-1,0,"unknown",1
"1460",49,"blue-collar","single","primary","no",1164,"yes","no","unknown",8,"may",72,1,-1,0,"unknown",1
"1467",31,"blue-collar","married","primary","no",68,"yes","no","unknown",8,"may",226,1,-1,0,"unknown",1
"1476",42,"blue-collar","married","secondary","no",376,"yes","no","unknown",8,"may",15,1,-1,0,"unknown",1
"1481",43,"technician","married","secondary","no",1824,"yes","no","unknown",8,"may",296,1,-1,0,"unknown",1
"1482",30,"blue-collar","married","secondary","no",2850,"no","no","unknown",8,"may",181,2,-1,0,"unknown",1
"1491",38,"services","divorced","secondary","no",5873,"no","no","unknown",8,"may",191,2,-1,0,"unknown",1
"1503",35,"self-employed","single","tertiary","no",538,"yes","yes","unknown",8,"may",21,9,-1,0,"unknown",1
"1507",41,"management","married","tertiary","no",393,"yes","no","unknown",8,"may",110,2,-1,0,"unknown",1
"1510",32,"blue-collar","married","secondary","no",491,"yes","no","unknown",8,"may",223,2,-1,0,"unknown",1
"1519",42,"management","single","tertiary","no",1768,"yes","no","unknown",8,"may",193,2,-1,0,"unknown",1
"1521",37,"unemployed","single","secondary","no",381,"yes","no","unknown",8,"may",985,2,-1,0,"unknown",2
"1532",41,"management","single","tertiary","no",572,"yes","no","unknown",8,"may",8,2,-1,0,"unknown",1
"1533",35,"blue-collar","married","primary","no",105,"yes","no","unknown",8,"may",369,2,-1,0,"unknown",1
"1541",32,"management","divorced","tertiary","no",1,"yes","no","unknown",8,"may",399,4,-1,0,"unknown",1
"1545",33,"unemployed","single","secondary","no",177,"no","no","unknown",8,"may",75,4,-1,0,"unknown",1
"1546",52,"blue-collar","married","secondary","no",557,"no","no","unknown",8,"may",111,3,-1,0,"unknown",1
"1549",37,"blue-collar","married","primary","no",496,"yes","no","unknown",8,"may",137,2,-1,0,"unknown",1
"1561",44,"management","divorced","tertiary","no",3932,"yes","no","unknown",8,"may",40,2,-1,0,"unknown",1
"1563",53,"self-employed","married","secondary","no",468,"yes","no","unknown",8,"may",89,5,-1,0,"unknown",1
"1571",30,"management","single","tertiary","no",528,"yes","no","unknown",8,"may",145,4,-1,0,"unknown",1
"1577",34,"admin.","married","tertiary","no",221,"yes","no","unknown",8,"may",185,4,-1,0,"unknown",1
"1578",40,"admin.","married","secondary","no",523,"yes","yes","unknown",8,"may",598,3,-1,0,"unknown",1
"1585",33,"admin.","married","secondary","no",4012,"no","yes","unknown",8,"may",337,4,-1,0,"unknown",1
"1588",54,"unemployed","married","secondary","no",23,"yes","no","unknown",8,"may",27,3,-1,0,"unknown",1
"1592",53,"blue-collar","divorced","secondary","no",145,"yes","no","unknown",8,"may",193,1,-1,0,"unknown",1
"1598",39,"blue-collar","married","secondary","no",507,"yes","no","unknown",8,"may",136,2,-1,0,"unknown",1
"1599",58,"management","married","secondary","no",771,"no","no","unknown",8,"may",126,3,-1,0,"unknown",1
"1606",40,"services","married","primary","no",332,"yes","no","unknown",8,"may",149,1,-1,0,"unknown",1
"1608",32,"admin.","divorced","secondary","no",281,"yes","no","unknown",8,"may",231,4,-1,0,"unknown",1
"1613",31,"blue-collar","married","secondary","no",-13,"yes","no","unknown",9,"may",260,3,-1,0,"unknown",1
"1617",32,"admin.","single","tertiary","no",490,"yes","no","unknown",9,"may",94,2,-1,0,"unknown",1
"1620",35,"technician","single","secondary","no",317,"yes","no","unknown",9,"may",292,2,-1,0,"unknown",1
"1637",30,"blue-collar","married","primary","no",265,"yes","yes","unknown",9,"may",380,1,-1,0,"unknown",1
"1640",28,"admin.","married","secondary","no",252,"yes","no","unknown",9,"may",448,1,-1,0,"unknown",1
"1649",36,"technician","single","secondary","no",-333,"yes","yes","unknown",9,"may",847,1,-1,0,"unknown",1
"1660",51,"blue-collar","married","secondary","no",-286,"yes","no","unknown",9,"may",70,1,-1,0,"unknown",1
"1661",38,"blue-collar","single","secondary","no",57,"yes","no","unknown",9,"may",21,1,-1,0,"unknown",1
"1662",51,"unemployed","divorced","secondary","no",370,"no","no","unknown",9,"may",167,1,-1,0,"unknown",1
"1664",31,"housemaid","married","secondary","no",0,"yes","no","unknown",9,"may",327,2,-1,0,"unknown",1
"1670",33,"blue-collar","married","primary","no",120,"yes","no","unknown",9,"may",250,1,-1,0,"unknown",1
"1672",46,"technician","married","secondary","no",332,"yes","no","unknown",9,"may",772,1,-1,0,"unknown",2
"1674",32,"blue-collar","married","primary","no",274,"yes","no","unknown",9,"may",21,3,-1,0,"unknown",1
"1675",43,"blue-collar","single","secondary","no",3,"yes","no","unknown",9,"may",929,3,-1,0,"unknown",2
"1676",28,"blue-collar","married","secondary","no",6,"yes","no","unknown",9,"may",254,1,-1,0,"unknown",1
"1677",46,"technician","divorced","tertiary","no",288,"yes","no","unknown",9,"may",166,1,-1,0,"unknown",1
"1689",31,"admin.","married","secondary","no",307,"yes","no","unknown",9,"may",538,1,-1,0,"unknown",2
"1693",27,"services","single","secondary","no",777,"yes","no","unknown",9,"may",131,3,-1,0,"unknown",1
"1697",31,"admin.","married","secondary","no",355,"yes","no","unknown",9,"may",239,1,-1,0,"unknown",1
"1703",40,"retired","married","tertiary","no",794,"no","no","unknown",9,"may",138,1,-1,0,"unknown",1
"1707",26,"blue-collar","single","secondary","no",-116,"yes","yes","unknown",9,"may",208,1,-1,0,"unknown",1
"1713",37,"services","single","secondary","no",253,"yes","yes","unknown",9,"may",280,1,-1,0,"unknown",1
"1720",31,"blue-collar","married","primary","no",11,"yes","no","unknown",9,"may",399,3,-1,0,"unknown",1
"1721",36,"services","married","secondary","no",211,"yes","no","unknown",9,"may",93,2,-1,0,"unknown",1
"1725",42,"blue-collar","married","primary","no",-67,"yes","no","unknown",9,"may",128,1,-1,0,"unknown",1
"1727",29,"admin.","married","secondary","no",0,"yes","no","unknown",9,"may",121,1,-1,0,"unknown",1
"1729",46,"blue-collar","married","secondary","no",-3,"yes","no","unknown",9,"may",92,2,-1,0,"unknown",1
"1733",31,"admin.","married","secondary","no",535,"no","no","unknown",9,"may",249,3,-1,0,"unknown",1
"1738",35,"technician","married","secondary","no",55,"yes","no","unknown",9,"may",79,4,-1,0,"unknown",1
"1743",39,"blue-collar","single","secondary","no",217,"yes","no","unknown",9,"may",107,1,-1,0,"unknown",1
"1754",37,"blue-collar","married","secondary","no",934,"no","no","unknown",9,"may",258,2,-1,0,"unknown",1
"1757",30,"technician","single","secondary","no",23,"yes","no","unknown",9,"may",137,1,-1,0,"unknown",1
"1760",43,"admin.","married","secondary","no",616,"yes","no","unknown",9,"may",168,2,-1,0,"unknown",1
"1784",48,"blue-collar","married","secondary","no",149,"yes","no","unknown",9,"may",71,1,-1,0,"unknown",1
"1786",36,"blue-collar","married","secondary","no",-9,"yes","no","unknown",9,"may",137,3,-1,0,"unknown",1
"1787",33,"blue-collar","married","primary","no",134,"yes","no","unknown",9,"may",91,2,-1,0,"unknown",1
"1788",32,"management","married","tertiary","no",0,"no","no","unknown",9,"may",280,1,-1,0,"unknown",1
"1789",32,"entrepreneur","single","tertiary","no",6259,"yes","no","unknown",9,"may",230,2,-1,0,"unknown",1
"1798",29,"admin.","single","secondary","no",-53,"yes","no","unknown",9,"may",108,2,-1,0,"unknown",1
"1799",33,"unemployed","married","secondary","no",-131,"yes","yes","unknown",9,"may",145,2,-1,0,"unknown",1
"1804",55,"services","married","secondary","no",186,"yes","yes","unknown",9,"may",241,1,-1,0,"unknown",1
"1805",39,"retired","single","primary","no",-79,"no","no","unknown",9,"may",180,1,-1,0,"unknown",1
"1806",37,"admin.","single","secondary","no",1113,"yes","no","unknown",9,"may",237,1,-1,0,"unknown",1
"1811",55,"blue-collar","married","primary","no",1373,"no","no","unknown",9,"may",1087,2,-1,0,"unknown",1
"1812",39,"services","married","secondary","no",304,"yes","yes","unknown",9,"may",323,1,-1,0,"unknown",1
"1816",33,"blue-collar","single","secondary","no",33,"yes","no","unknown",9,"may",557,1,-1,0,"unknown",1
"1823",34,"blue-collar","married","secondary","yes",-331,"yes","yes","unknown",9,"may",342,1,-1,0,"unknown",1
"1840",26,"technician","single","secondary","no",57,"yes","no","unknown",9,"may",404,2,-1,0,"unknown",1
"1843",31,"blue-collar","married","secondary","no",1329,"yes","yes","unknown",9,"may",134,1,-1,0,"unknown",1
"1844",27,"unemployed","married","primary","no",7459,"yes","no","unknown",9,"may",407,2,-1,0,"unknown",1
"1847",30,"services","married","secondary","no",0,"yes","no","unknown",9,"may",20,1,-1,0,"unknown",1
"1852",41,"blue-collar","single","secondary","no",184,"yes","no","unknown",9,"may",1054,2,-1,0,"unknown",1
"1855",37,"technician","married","secondary","no",277,"yes","no","unknown",9,"may",251,2,-1,0,"unknown",1
"1856",46,"blue-collar","divorced","primary","no",452,"yes","no","unknown",9,"may",113,4,-1,0,"unknown",1
"1859",41,"admin.","married","secondary","no",442,"yes","yes","unknown",9,"may",344,2,-1,0,"unknown",1
"1863",32,"technician","married","secondary","no",1118,"yes","yes","unknown",9,"may",128,2,-1,0,"unknown",1
"1866",52,"blue-collar","divorced","primary","no",-97,"yes","yes","unknown",9,"may",167,4,-1,0,"unknown",1
"1869",27,"technician","single","secondary","no",527,"yes","no","unknown",9,"may",118,1,-1,0,"unknown",1
"1873",46,"blue-collar","married","primary","no",1726,"yes","yes","unknown",9,"may",195,1,-1,0,"unknown",1
"1883",34,"admin.","married","secondary","no",-312,"yes","no","unknown",9,"may",232,1,-1,0,"unknown",1
"1886",27,"admin.","married","secondary","no",1033,"yes","no","unknown",9,"may",1713,1,-1,0,"unknown",1
"1888",54,"blue-collar","married","primary","no",781,"yes","no","unknown",9,"may",103,2,-1,0,"unknown",1
"1889",29,"technician","single","tertiary","no",542,"yes","no","unknown",9,"may",338,3,-1,0,"unknown",1
"1894",55,"technician","married","secondary","no",2313,"yes","no","unknown",9,"may",551,2,-1,0,"unknown",1
"1901",35,"management","single","tertiary","no",-202,"yes","no","unknown",9,"may",1461,2,-1,0,"unknown",1
"1903",39,"entrepreneur","married","secondary","no",1261,"yes","no","unknown",9,"may",129,2,-1,0,"unknown",1
"1906",57,"management","married","secondary","no",0,"yes","no","unknown",9,"may",147,7,-1,0,"unknown",1
"1909",46,"entrepreneur","married","unknown","no",242,"yes","no","unknown",9,"may",332,2,-1,0,"unknown",1
"1913",37,"admin.","married","secondary","no",-356,"no","yes","unknown",9,"may",49,1,-1,0,"unknown",1
"1916",34,"blue-collar","single","primary","no",359,"yes","no","unknown",9,"may",154,3,-1,0,"unknown",1
"1917",39,"blue-collar","married","primary","no",105,"yes","no","unknown",9,"may",294,2,-1,0,"unknown",1
"1919",32,"services","married","secondary","no",59,"yes","yes","unknown",9,"may",202,2,-1,0,"unknown",1
"1920",31,"services","married","secondary","no",0,"no","yes","unknown",9,"may",81,6,-1,0,"unknown",1
"1922",31,"blue-collar","single","secondary","no",216,"yes","no","unknown",9,"may",128,1,-1,0,"unknown",1
"1923",30,"technician","single","tertiary","no",2530,"yes","no","unknown",9,"may",70,1,-1,0,"unknown",1
"1927",41,"services","married","secondary","no",510,"yes","no","unknown",9,"may",231,2,-1,0,"unknown",1
"1932",33,"blue-collar","single","secondary","no",328,"yes","no","unknown",9,"may",142,2,-1,0,"unknown",1
"1941",46,"blue-collar","married","primary","no",881,"yes","no","unknown",9,"may",126,2,-1,0,"unknown",1
"1947",48,"admin.","divorced","unknown","no",244,"yes","no","unknown",9,"may",280,1,-1,0,"unknown",1
"1958",29,"blue-collar","single","secondary","no",348,"yes","no","unknown",9,"may",185,2,-1,0,"unknown",1
"1964",39,"services","single","secondary","no",126,"yes","no","unknown",9,"may",211,2,-1,0,"unknown",1
"1977",32,"blue-collar","single","secondary","no",-83,"yes","no","unknown",9,"may",116,3,-1,0,"unknown",1
"1978",38,"self-employed","married","secondary","no",138,"no","no","unknown",9,"may",182,3,-1,0,"unknown",1
"1979",57,"blue-collar","married","secondary","no",221,"yes","no","unknown",9,"may",122,2,-1,0,"unknown",1
"1985",28,"admin.","single","secondary","no",244,"yes","no","unknown",9,"may",31,3,-1,0,"unknown",1
"1987",41,"management","single","tertiary","no",1696,"yes","no","unknown",9,"may",878,3,-1,0,"unknown",1
"1995",27,"technician","single","secondary","no",769,"yes","no","unknown",9,"may",317,2,-1,0,"unknown",1
"1999",35,"self-employed","married","secondary","no",351,"yes","no","unknown",9,"may",298,2,-1,0,"unknown",1
"2000",28,"admin.","married","secondary","no",2,"yes","no","unknown",9,"may",167,1,-1,0,"unknown",1
"2003",35,"management","single","tertiary","no",123,"yes","no","unknown",9,"may",83,3,-1,0,"unknown",1
"2013",47,"blue-collar","married","secondary","no",8,"no","no","unknown",9,"may",64,4,-1,0,"unknown",1
"2016",31,"blue-collar","married","secondary","no",42,"yes","no","unknown",9,"may",210,3,-1,0,"unknown",1
"2031",48,"blue-collar","married","primary","no",418,"yes","no","unknown",9,"may",102,3,-1,0,"unknown",1
"2032",41,"admin.","single","secondary","no",-256,"no","yes","unknown",9,"may",35,3,-1,0,"unknown",1
"2036",40,"services","married","secondary","no",69,"yes","no","unknown",9,"may",143,3,-1,0,"unknown",1
"2037",31,"management","married","tertiary","no",713,"yes","no","unknown",9,"may",1534,2,-1,0,"unknown",1
"2038",42,"blue-collar","married","primary","no",-10,"yes","no","unknown",9,"may",291,4,-1,0,"unknown",1
"2047",57,"unknown","married","unknown","no",106,"no","no","unknown",12,"may",836,4,-1,0,"unknown",1
"2052",50,"management","married","tertiary","no",107,"yes","no","unknown",12,"may",1002,5,-1,0,"unknown",1
"2055",44,"unemployed","married","secondary","no",304,"yes","no","unknown",12,"may",129,2,-1,0,"unknown",1
"2062",34,"admin.","divorced","secondary","no",-220,"yes","yes","unknown",12,"may",115,4,-1,0,"unknown",1
"2064",33,"blue-collar","married","secondary","no",-257,"yes","no","unknown",12,"may",92,4,-1,0,"unknown",1
"2065",44,"services","divorced","secondary","no",210,"no","yes","unknown",12,"may",111,2,-1,0,"unknown",1
"2066",55,"retired","married","secondary","no",18722,"yes","no","unknown",12,"may",128,2,-1,0,"unknown",1
"2067",54,"admin.","married","secondary","no",42,"yes","no","unknown",12,"may",192,2,-1,0,"unknown",1
"2073",31,"blue-collar","married","primary","no",0,"yes","yes","unknown",12,"may",59,4,-1,0,"unknown",1
"2082",43,"technician","single","tertiary","no",16,"yes","no","unknown",12,"may",282,4,-1,0,"unknown",1
"2084",28,"admin.","single","secondary","no",-103,"yes","no","unknown",12,"may",252,4,-1,0,"unknown",1
"2089",55,"services","single","secondary","no",-40,"yes","no","unknown",12,"may",178,2,-1,0,"unknown",1
"2092",36,"services","married","tertiary","no",2167,"yes","yes","unknown",12,"may",120,2,-1,0,"unknown",1
"2103",25,"services","married","secondary","no",-454,"yes","no","unknown",12,"may",24,1,-1,0,"unknown",1
"2108",33,"blue-collar","married","primary","no",211,"yes","no","unknown",12,"may",172,2,-1,0,"unknown",1
"2115",54,"admin.","married","unknown","no",-337,"yes","no","unknown",12,"may",288,2,-1,0,"unknown",1
"2118",56,"blue-collar","divorced","secondary","no",75,"yes","no","unknown",12,"may",136,2,-1,0,"unknown",1
"2121",43,"blue-collar","married","primary","no",1558,"yes","no","unknown",12,"may",110,3,-1,0,"unknown",1
"2124",43,"self-employed","single","secondary","no",798,"yes","no","unknown",12,"may",217,1,-1,0,"unknown",1
"2136",45,"admin.","married","secondary","no",171,"yes","no","unknown",12,"may",539,1,-1,0,"unknown",1
"2137",27,"technician","married","secondary","no",-302,"yes","no","unknown",12,"may",66,3,-1,0,"unknown",1
"2152",59,"retired","married","secondary","no",434,"yes","no","unknown",12,"may",63,3,-1,0,"unknown",1
