"","y","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"5855",1,481,"France","Female",34,5,0,2,1,1,125253.46,0
"3730",1,730,"Spain","Male",29,2,0,2,1,0,14174.09,0
"633",1,839,"Spain","Female",33,10,75592.43,1,1,0,62674.42,0
"3734",1,689,"Germany","Male",67,9,157094.78,1,1,1,99490.01,0
"6966",1,584,"Spain","Female",30,5,0,2,1,1,185201.58,0
"3729",1,675,"Spain","Male",66,5,115654.47,2,1,1,131970.86,0
"8830",1,683,"France","Female",40,1,0,2,0,0,75762,0
"786",1,792,"Spain","Male",36,5,92140.15,1,0,1,67468.67,0
"3586",1,757,"France","Male",28,7,120911.75,2,1,1,131249.46,0
"7243",1,664,"Spain","Male",44,7,77526.66,3,0,0,57338.56,1
"570",1,761,"France","Male",31,7,0,3,1,1,166698.18,0
"7866",1,691,"Spain","Male",30,9,0,2,0,1,10963.04,0
"2183",1,665,"Spain","Male",38,9,0,1,0,1,87412.74,0
"9631",1,716,"France","Male",31,8,109578.04,2,1,1,51503.51,0
"7540",1,755,"France","Male",42,2,119919.12,1,1,0,156868.21,0
"4299",1,602,"France","Male",38,7,111835.94,2,1,0,124389.61,0
"3232",1,646,"France","Male",36,6,124445.52,1,1,0,88481.32,0
"3406",1,694,"France","Male",60,9,0,1,1,1,57088.97,0
"790",1,704,"Spain","Male",48,8,167997.6,1,1,1,173498.45,0
"2272",1,665,"Germany","Male",25,5,153611.83,2,1,0,35321.65,0
"8398",1,630,"Germany","Male",29,6,131354.39,1,0,1,9324.31,1
"9408",1,419,"Spain","Female",27,2,121580.42,1,0,1,134720.51,0
"6007",1,529,"France","Female",31,5,0,2,1,0,26817.23,0
"9287",1,720,"Germany","Female",29,7,106230.92,1,1,1,69903.93,1
"7228",1,704,"Spain","Female",24,2,0,1,1,0,35600.25,1
"8478",1,556,"Germany","Male",42,0,115915.53,2,0,1,125435.47,1
"2851",1,764,"France","Female",39,5,81042.42,1,0,1,109805.17,0
"5263",1,628,"France","Male",30,8,89182.09,1,1,1,13126.9,0
"5110",1,710,"Spain","Female",28,6,0,1,1,0,48426.98,0
"8106",1,659,"Spain","Male",60,2,0,1,1,0,177480.45,1
"1811",1,651,"France","Female",65,0,0,2,1,1,190454.04,0
"2624",1,515,"France","Female",28,9,0,2,0,0,94141.75,0
"9694",1,617,"Germany","Female",51,10,167273.71,1,0,0,93439.75,1
"600",1,484,"Germany","Female",34,4,148249.54,1,0,1,33738.27,0
"625",1,477,"Spain","Female",48,2,129120.64,1,0,1,26475.79,0
"5800",1,625,"France","Female",45,3,0,1,1,1,184474.15,1
"4495",1,850,"Spain","Male",31,6,82613.56,2,1,0,149170.92,0
"2970",1,681,"France","Male",34,7,0,2,0,0,130686.59,0
"3472",1,632,"France","Female",27,3,107375.82,1,1,1,62703.38,0
"674",1,640,"Spain","Female",32,6,118879.35,2,1,1,19131.71,0
"6465",1,564,"Germany","Female",33,2,115761.51,1,0,1,112350.21,1
"7631",1,705,"Germany","Male",42,8,166685.92,2,1,1,55313.51,0
"9635",1,655,"France","Male",27,10,0,2,1,0,51620.94,0
"3687",1,706,"France","Male",18,2,176139.5,2,1,0,129654.22,0
"4478",1,679,"Germany","Male",52,9,135870.01,2,0,0,54038.62,0
"7663",1,809,"Germany","Male",50,10,118098.62,1,1,1,100720.02,1
"6515",1,563,"Spain","Male",26,7,0,2,0,0,6139.74,0
"4903",1,652,"France","Male",30,2,176166.56,2,1,1,152210.81,0
"6621",1,732,"France","Male",36,5,0,2,1,0,161428.25,0
"352",1,762,"Spain","Male",39,2,81273.13,1,1,1,18719.67,0
"6134",1,667,"Germany","Female",33,4,127076.68,2,1,0,69011.66,0
"3615",1,558,"Germany","Female",36,0,126606.63,2,1,1,172363.52,0
"801",1,605,"France","Male",52,7,0,2,1,1,173952.5,0
"6505",1,621,"France","Male",32,1,0,2,1,1,168779.47,0
"2695",1,628,"Germany","Male",29,3,113146.98,2,0,1,124749.08,0
"7911",1,561,"Spain","Male",28,6,123692,1,1,1,70548.96,0
"2859",1,607,"France","Male",25,3,0,2,0,0,187048.72,0
"3747",1,688,"Germany","Male",35,5,111578.18,1,0,0,166165.93,1
"1415",1,485,"Germany","Female",30,5,156771.68,1,1,1,141148.21,0
"6475",1,695,"France","Male",37,2,0,2,1,1,99692.65,0
"4300",1,615,"France","Male",30,8,0,2,0,0,3183.15,0
"6028",1,850,"Germany","Male",44,3,140393.65,2,0,1,186285.52,0
"57",1,656,"France","Male",45,5,127864.4,1,1,0,87107.57,0
"3449",1,560,"Spain","Female",31,5,125341.69,1,1,0,79547.39,0
"9271",1,499,"France","Female",21,3,176511.08,1,1,1,153920.22,0
"5614",1,604,"France","Female",32,7,127849.38,1,1,0,15798.7,0
"8919",1,641,"France","Female",52,4,0,1,1,0,90964.54,1
"7870",1,651,"Spain","Female",45,8,95922.9,1,1,0,84782.42,1
"7542",1,723,"France","Male",28,4,0,2,1,1,123885.88,0
"2180",1,745,"Spain","Male",40,3,88466.82,1,0,0,116331.42,0
"263",1,557,"France","Female",32,6,184686.41,2,1,0,14956.44,0
"5069",1,712,"Spain","Female",79,5,108078.56,1,1,1,174118.93,0
"2016",1,779,"Germany","Female",40,2,75470.23,1,1,1,52894.01,0
"7244",1,634,"France","Male",77,5,0,2,1,1,161579.85,0
"4799",1,593,"France","Male",41,6,0,2,1,1,99136.49,0
"3213",1,611,"France","Male",35,10,0,1,1,1,23598.23,1
"3310",1,523,"France","Female",28,2,121164.11,1,1,1,59938.81,0
"9033",1,781,"France","Female",27,5,0,2,0,0,72969.9,0
"6885",1,639,"France","Male",35,8,0,2,1,0,170483.9,0
"5707",1,682,"Spain","Female",48,9,101198.01,1,1,1,49732.9,0
"4726",1,658,"France","Female",43,7,140260.36,2,1,0,2748.72,0
"8121",1,523,"France","Male",45,5,0,2,1,1,121428.2,0
"704",1,574,"Spain","Male",36,1,0,2,0,1,71709.12,0
"4319",1,673,"Germany","Female",77,10,76510.52,2,0,1,59595.66,0
"5338",1,815,"Spain","Female",57,5,0,3,0,0,38941.44,1
"7355",1,733,"Germany","Female",30,1,102452.71,1,1,0,21556.95,0
"3705",1,604,"France","Female",34,7,0,2,1,0,193021.49,0
"23",1,510,"Spain","Female",38,4,0,1,1,0,118913.53,1
"2621",1,603,"France","Male",35,6,128993.76,2,1,0,130483.56,0
"7529",1,578,"France","Male",46,5,113226.47,1,1,0,56770.76,0
"1956",1,565,"Germany","Female",58,3,108888.24,3,0,1,135875.51,1
"2298",1,709,"France","Female",40,9,131569.63,1,1,1,103970.58,0
"1329",1,593,"Germany","Female",62,3,118233.81,1,0,1,24765.53,1
"953",1,571,"Germany","Female",66,9,111577.01,1,0,1,189271.9,0
"383",1,492,"Germany","Female",30,10,77168.87,2,0,1,146700.22,0
"4741",1,535,"France","Male",30,6,103804.97,1,1,1,125710.53,0
"7514",1,718,"France","Male",29,2,0,1,1,0,126336.72,0
"7206",1,683,"France","Female",29,9,0,2,1,1,48849.89,0
"7959",1,686,"France","Male",34,6,146178.13,2,1,1,88837.11,0
"946",1,697,"Spain","Female",25,5,82931.85,2,1,1,128373.88,0
"2340",1,651,"Germany","Male",26,5,147037.32,1,0,0,141763.26,0
"5685",1,735,"France","Female",25,3,91718.8,1,0,0,28411.23,0
"4565",1,650,"Germany","Male",23,4,93911.3,2,1,0,69055.45,0
"3997",1,604,"France","Male",30,5,0,2,1,0,75786.55,0
"8588",1,588,"Germany","Male",41,2,131341.46,2,0,1,7034.94,0
"8316",1,600,"France","Female",41,1,0,2,1,1,91193.65,0
"3428",1,465,"France","Male",41,9,117221.15,1,1,0,168280.95,0
"3622",1,711,"France","Male",36,9,137688.71,1,1,1,46884.1,0
"5217",1,637,"Spain","Male",43,3,172196.23,1,1,1,104769.96,0
"8097",1,671,"France","Female",38,6,132129.72,1,0,1,76068.95,0
"9040",1,545,"Spain","Female",44,1,0,2,1,1,82614.89,0
"9195",1,613,"France","Male",40,7,124339.9,1,0,0,193309.58,0
"2595",1,537,"Germany","Female",47,6,103163.35,1,1,0,16259.64,1
"1041",1,580,"Spain","Male",67,3,153946.14,1,1,1,7418.92,0
"9062",1,567,"France","Female",38,1,125877.65,2,1,1,107841.77,0
"3057",1,685,"France","Male",58,1,104796.54,1,1,1,154181.41,0
"3489",1,587,"Spain","Female",35,3,83286.56,1,1,0,125553.52,0
"7956",1,732,"Germany","Male",38,5,178787.54,1,1,1,195760.53,0
"1501",1,630,"France","Male",50,1,81947.76,1,0,1,63606.22,1
"3717",1,665,"Germany","Female",27,2,147435.96,1,0,0,187508.06,0
"8095",1,614,"Spain","Male",66,2,0,2,0,1,180082.7,0
"7083",1,733,"France","Male",36,5,0,2,1,1,109127.54,0
"9857",1,763,"Germany","Female",32,1,108465.65,2,1,0,60552.44,1
"4322",1,651,"France","Male",34,4,91562.99,1,1,1,123954.15,0
"2974",1,591,"France","Female",56,9,128882.49,1,1,1,196241.94,1
"3015",1,628,"Spain","Male",43,3,184926.61,1,1,0,122937.57,0
"6877",1,591,"France","Female",42,10,0,2,0,0,171099.22,0
"2504",1,476,"France","Female",32,6,111871.93,1,0,0,112132.86,0
"1371",1,769,"France","Female",26,7,0,2,1,0,176843.53,0
"7254",1,779,"Spain","Female",55,0,133295.98,1,1,0,22832.71,1
"1803",1,683,"Spain","Female",24,8,98567.1,1,1,0,187987.01,0
"1426",1,726,"France","Female",42,2,109471.79,1,0,1,175161.05,0
"2067",1,545,"Germany","Male",37,9,110483.86,1,1,1,127394.67,0
"3344",1,474,"France","Male",37,3,98431.37,1,0,0,75698.44,0
"1056",1,545,"Spain","Female",74,3,0,2,1,1,161326.73,0
"6643",1,589,"France","Female",37,6,138497.84,1,0,1,18988.58,0
"5636",1,568,"Spain","Female",27,1,116320.68,1,0,1,45563.94,0
"606",1,601,"France","Male",29,9,0,1,1,1,80393.27,0
"5089",1,543,"France","Male",42,4,89838.71,3,1,0,85983.54,1
"103",1,738,"France","Male",31,9,82674.15,1,1,0,41970.72,0
"2703",1,622,"France","Female",30,4,107879.04,1,0,1,196894.62,0
"4469",1,437,"France","Female",39,0,102721.49,1,0,0,22191.82,0
"2573",1,711,"France","Male",58,9,91285.13,2,1,1,26767.85,0
"6485",1,719,"Spain","Male",44,2,0,2,1,0,196582.19,0
"1017",1,541,"Germany","Male",40,7,95710.11,2,1,0,49063.42,0
"6909",1,733,"Spain","Female",38,5,0,2,1,1,1271.51,0
"8369",1,622,"Germany","Female",34,7,98675.74,1,1,0,138906.85,1
"5996",1,622,"France","Male",59,5,119380.37,1,1,1,60429.43,0
"5082",1,610,"France","Female",31,6,107784.65,1,1,1,141137.53,0
"8357",1,731,"Spain","Female",26,3,0,2,1,0,37697.29,0
"8715",1,703,"France","Female",41,6,109941.51,1,1,0,116267.28,0
"7827",1,648,"Germany","Female",51,2,116574.84,1,1,0,4121.04,1
"9279",1,443,"France","Male",35,6,161111.45,1,0,0,13946.66,0
"1728",1,676,"Spain","Female",36,4,0,2,1,1,3173.31,0
"6026",1,601,"France","Female",46,3,98202.76,1,0,0,137763.93,0
"399",1,701,"France","Female",39,9,0,2,0,1,145894.9,0
"1779",1,657,"France","Female",41,5,95858.37,1,1,1,68255.88,0
"3019",1,588,"France","Female",27,8,0,1,1,0,20066.38,0
"489",1,692,"France","Male",30,2,0,2,0,1,130486.57,0
"4607",1,797,"France","Female",55,10,0,4,1,1,49418.87,1
"7521",1,595,"Germany","Female",26,8,118547.72,1,1,1,151192.18,0
"5242",1,574,"France","Male",41,1,0,2,0,0,70550,0
"3120",1,680,"Germany","Female",51,5,143139.87,1,0,0,47795.43,1
"2736",1,551,"Germany","Female",30,2,143340.44,1,1,0,145796.49,0
"5971",1,470,"France","Male",35,1,96473.59,1,0,0,5962.3,0
"540",1,745,"Germany","Female",28,1,111071.36,1,1,0,73275.96,1
"486",1,730,"France","Female",35,0,155470.55,1,1,1,53718.28,0
"3379",1,529,"Germany","Male",72,5,94216.05,1,1,1,78695.68,0
"6398",1,550,"Spain","Female",33,9,72788.03,1,1,1,103608.06,0
"1710",1,850,"Spain","Male",30,2,0,2,0,1,27937.12,0
"6995",1,557,"France","Female",24,4,0,1,0,0,20515.72,0
"6693",1,662,"France","Female",39,5,138106.75,1,0,0,19596.73,0
"9633",1,760,"Germany","Female",34,6,58003.41,1,1,0,90346.1,0
"474",1,785,"France","Male",28,8,0,2,1,0,77231.27,0
"8859",1,747,"Spain","Male",37,1,0,2,0,1,180551.76,0
"5811",1,495,"Spain","Female",42,7,0,2,0,0,130404.53,0
"5477",1,828,"Spain","Male",47,1,109876.82,2,1,0,83611.45,1
"4123",1,577,"France","Male",60,10,125389.7,2,1,1,178616.73,0
"1150",1,655,"France","Male",38,4,0,2,0,0,110527.71,0
"7050",1,602,"France","Female",39,6,154121.32,2,1,0,176614.86,1
"2214",1,498,"Germany","Female",41,4,87541.06,2,1,1,12577.21,1
"2326",1,762,"Spain","Male",29,10,115545.33,2,1,0,148256.43,0
"8139",1,584,"Germany","Female",36,4,109646.83,1,1,1,70240.79,0
"7692",1,568,"France","Female",38,3,132951.92,1,0,1,124486.28,0
"3744",1,655,"Germany","Female",32,6,130935.56,1,1,0,9241.83,1
"4636",1,619,"France","Female",33,2,167733.51,2,1,1,65222.48,0
"6896",1,610,"Germany","Male",49,6,113882.33,1,1,0,195813.81,1
"3011",1,666,"France","Male",47,2,0,1,1,0,35046.97,1
"7457",1,790,"Spain","Male",20,8,0,2,1,0,168152.76,0
"7977",1,849,"France","Male",35,4,110837.73,1,0,0,126419.8,0
"8929",1,623,"France","Female",29,1,0,2,0,0,39382.06,0
"2840",1,558,"Germany","Female",32,1,108262.87,1,1,1,6935.31,0
"3001",1,532,"France","Female",40,5,0,2,0,1,177099.71,0
"4443",1,676,"France","Male",38,1,0,2,0,1,35644.79,0
"6050",1,592,"Spain","Male",41,0,0,2,1,0,65906.07,0
"5255",1,463,"Spain","Male",20,8,204223.03,1,1,0,128268.39,0
"208",1,618,"France","Male",34,5,134954.53,1,1,1,151954.39,0
"1294",1,641,"France","Male",30,2,87505.47,2,0,1,7278.57,0
"5557",1,606,"France","Male",40,6,119501.88,2,1,0,46774.94,0
"9822",1,652,"Spain","Male",28,8,156823.7,2,1,0,198251.52,0
"5020",1,823,"Germany","Female",53,4,124954.94,1,0,1,131259.6,1
"153",1,716,"Spain","Male",42,8,0,2,1,0,180800.42,0
"2585",1,748,"France","Male",40,0,0,1,0,0,60416.76,0
"8707",1,850,"Spain","Female",55,7,0,1,0,0,171762.87,1
"9546",1,721,"Spain","Male",57,1,0,1,1,1,195940.96,0
"6524",1,671,"Spain","Female",31,4,0,2,0,1,79270.02,0
"86",1,652,"Spain","Female",75,10,0,2,1,1,114675.75,0
"1143",1,793,"Spain","Male",41,9,0,2,1,0,152153.74,0
"4587",1,602,"France","Female",25,0,0,2,1,1,101274.17,0
"5744",1,635,"Spain","Male",38,0,103257.14,1,0,0,158344.63,0
"7232",1,555,"France","Male",40,10,139930.18,1,1,1,105720.09,0
"9477",1,650,"Germany","Female",48,7,138232.24,1,1,0,57594.78,0
"726",1,787,"France","Female",42,10,145988.65,2,1,1,79510.37,0
"9154",1,507,"Germany","Male",36,9,118214.32,3,1,0,119110.03,1
"7035",1,465,"Germany","Male",53,1,117438.17,1,0,0,74898.8,1
"7704",1,608,"Germany","Female",48,2,127924.25,2,1,0,32202.61,0
"4153",1,757,"Germany","Male",31,8,149085.9,2,1,1,197077.36,0
"4193",1,632,"France","Male",60,2,0,2,0,1,2085.32,0
"9078",1,730,"France","Female",36,8,148749.29,2,1,0,91830.75,0
"9257",1,765,"Germany","Male",37,7,102708.77,1,1,0,9087.81,0
"6947",1,418,"France","Male",36,7,90145.04,1,1,1,69157.93,0
"8158",1,719,"Spain","Female",32,7,0,1,0,0,76264.27,0
"6580",1,496,"France","Female",36,7,0,2,0,0,108098.28,0
"7063",1,597,"France","Female",41,4,145809.53,2,1,1,52319.26,0
"8101",1,663,"France","Male",40,6,156218.19,1,0,1,33607.72,0
"2130",1,702,"France","Male",34,4,100054.77,1,1,0,109496.45,0
"225",1,671,"Germany","Male",45,6,99564.22,1,1,1,108872.45,1
"9908",1,481,"France","Female",28,10,0,2,1,0,145215.96,0
"3638",1,845,"Spain","Female",52,0,0,1,1,0,31726.76,1
"9400",1,694,"France","Male",39,5,77652.4,1,1,1,25407.59,0
"861",1,667,"France","Male",43,8,190227.46,1,1,0,97508.04,1
"35",1,722,"Spain","Female",29,9,0,2,1,1,142033.07,0
"3264",1,447,"France","Male",43,2,0,2,1,0,33879.26,1
"2522",1,638,"Germany","Male",25,4,148045.45,2,1,1,114722.42,0
"8592",1,678,"Spain","Female",39,6,0,1,0,1,185366.56,0
"7492",1,622,"France","Male",40,4,99799.76,2,1,0,197372.13,0
"1308",1,645,"Spain","Male",49,2,0,2,0,0,10023.15,0
"5897",1,744,"Spain","Male",30,1,128065.12,1,1,0,121525.48,0
"9504",1,671,"France","Female",48,6,119769.77,1,0,1,66032.65,0
"2674",1,601,"France","Male",50,2,115625.07,1,1,0,185855.21,0
"5168",1,726,"France","Male",29,7,0,2,1,1,91844.14,1
"2745",1,694,"Spain","Male",38,7,121527.4,1,1,0,113481.02,0
"824",1,732,"Spain","Female",69,9,137453.43,1,0,1,110932.24,1
"9323",1,767,"France","Female",35,9,0,2,1,0,39511.61,0
"9330",1,663,"Spain","Male",35,5,0,2,1,1,62634.94,0
"3520",1,661,"Spain","Female",41,5,28082.95,1,1,0,69586.27,1
"2521",1,498,"Germany","Male",61,7,102453.26,1,1,0,187247.56,1
"7624",1,719,"France","Male",61,5,0,2,0,1,29132.43,0
"8679",1,518,"France","Female",28,9,85146.36,1,0,0,2803.89,0
"9243",1,612,"Germany","Male",32,9,106520.73,2,1,0,177092.16,0
"5933",1,556,"France","Female",47,2,139914.27,1,1,1,50390.98,0
"5448",1,726,"Germany","Male",50,9,94504.35,1,0,1,5078.9,0
"8845",1,695,"Spain","Male",35,7,0,2,1,0,160387.98,0
"5918",1,674,"France","Female",31,1,0,1,1,0,128954.05,0
"9977",1,637,"France","Female",33,7,103377.81,1,1,0,84419.78,0
"4731",1,619,"Spain","Female",38,1,0,1,1,0,112442.63,1
"1241",1,579,"France","Male",36,9,129829.59,1,1,1,60906.12,0
"2302",1,676,"France","Female",61,8,0,2,1,1,118522.73,0
"8510",1,586,"Spain","Female",42,2,0,1,1,0,102889.34,0
"7593",1,674,"Germany","Male",44,3,88902.21,1,1,0,73731.32,0
"2113",1,472,"Spain","Female",28,4,0,2,1,0,1801.77,0
"2530",1,716,"France","Female",29,10,87946.39,1,1,1,182531.74,0
"5080",1,427,"France","Male",37,5,0,2,1,1,121485.1,0
"2527",1,671,"Spain","Female",29,6,0,2,0,0,12048.67,0
"5392",1,639,"Spain","Female",27,8,133806.54,2,1,0,6251.3,0
"8475",1,721,"Spain","Female",33,4,72535.45,1,1,1,103931.49,0
"2004",1,632,"France","Male",41,0,106134.46,1,0,1,105570.39,0
"8317",1,651,"France","Male",53,7,0,2,1,1,130132.41,0
"7029",1,718,"Germany","Male",26,7,147527.03,1,0,0,51099.56,0
"1073",1,624,"Spain","Female",23,6,0,2,0,1,196668.51,0
"4429",1,602,"France","Female",35,5,0,2,1,0,31050.02,0
"5651",1,616,"Germany","Female",36,10,78249.53,1,1,0,136934.91,0
"137",1,461,"Germany","Female",34,5,63663.93,1,0,1,167784.28,0
"5238",1,554,"Spain","Male",26,8,149134.46,1,1,1,177966.24,0
"9695",1,581,"France","Male",25,5,77886.53,2,1,0,150319.49,0
"9101",1,659,"France","Male",35,6,0,2,1,1,58879.11,0
"9273",1,739,"France","Male",42,2,141642.92,2,1,0,172149.76,0
"4748",1,663,"Spain","Male",64,6,0,2,0,1,15876.52,0
"8657",1,660,"Spain","Male",31,1,84560.04,1,1,1,137784.25,0
"2821",1,622,"France","Female",31,1,89688.94,1,1,1,152305.47,0
"6611",1,422,"France","Male",54,3,140014.42,1,0,1,86350.97,0
"998",1,587,"Spain","Male",62,7,121286.27,1,0,1,6776.92,0
"7271",1,697,"Germany","Male",51,1,147910.3,1,1,1,53581.14,0
"7496",1,557,"France","Female",27,2,0,2,0,1,4497.55,0
"4182",1,656,"Spain","Male",26,4,139584.57,1,1,0,36308.93,0
"7441",1,622,"Spain","Female",47,6,142319.03,1,0,0,100183.05,0
"2507",1,695,"Spain","Male",44,8,0,2,1,1,70974.13,0
"6855",1,738,"Spain","Male",36,5,0,2,1,1,96881.32,0
"7413",1,697,"France","Male",36,7,0,2,1,1,74760.32,0
"702",1,669,"France","Male",30,7,95128.86,1,0,0,19799.26,0
"228",1,547,"Germany","Female",39,6,74596.15,3,1,1,85746.52,1
"1651",1,625,"France","Male",34,6,0,2,0,0,197283.2,0
"5203",1,597,"Germany","Female",22,6,101528.61,1,1,0,70529,1
"1003",1,725,"Germany","Male",39,1,50880.98,2,1,1,184023.54,0
"5586",1,432,"Germany","Male",38,2,135559.8,2,1,1,71856.3,0
"816",1,745,"France","Male",25,5,157993.15,2,1,0,146041.45,0
"8408",1,726,"France","Male",28,2,0,1,0,0,98060.51,0
"811",1,618,"France","Female",35,10,0,2,1,0,180439.75,0
"9011",1,645,"Germany","Female",59,8,121669.93,2,0,0,91.75,1
"5173",1,553,"France","Male",37,2,0,2,1,0,33877.29,0
"1544",1,656,"Spain","Male",69,6,163975.09,1,1,1,36108.5,0
"546",1,842,"Spain","Female",44,2,112652.08,2,1,0,126644.98,0
"1411",1,523,"France","Female",73,7,0,2,0,0,130883.9,1
"8247",1,663,"France","Male",24,7,0,2,1,1,166310.82,0
"7047",1,589,"Germany","Female",20,2,121093.29,2,1,0,3529.72,0
"8166",1,606,"Spain","Male",37,8,154712.58,2,1,0,89099.18,0
"4102",1,673,"Spain","Female",57,4,0,2,1,1,49684.09,0
"3819",1,725,"France","Female",44,10,0,1,0,1,93777.61,0
"1845",1,667,"France","Female",48,2,0,2,1,1,148608.39,0
"3621",1,773,"France","Male",41,4,0,2,1,1,24924.92,0
"4792",1,709,"Spain","Male",35,2,0,2,1,0,104982.39,0
"7372",1,850,"France","Male",30,10,153972.89,2,1,0,62811.03,0
"1206",1,780,"France","Male",76,10,121313.88,1,0,1,64872.33,0
"6326",1,743,"Germany","Male",59,5,108585.35,1,1,1,192127.22,1
"3738",1,663,"Spain","Male",27,8,0,1,1,1,188007.99,0
"8646",1,636,"France","Female",20,10,124266.86,1,0,0,100566.81,0
"6095",1,589,"France","Female",31,10,110635.32,1,1,0,148218.86,0
"2931",1,663,"Germany","Male",42,7,115930.87,1,1,0,19862.78,0
"3296",1,754,"Spain","Female",19,9,0,1,1,0,189641.11,0
"520",1,707,"France","Male",58,6,89685.92,1,0,1,126471.13,0
"1475",1,755,"Germany","Female",30,6,154221.37,2,0,1,62688.55,0
"8064",1,549,"Germany","Male",34,6,204017.4,2,1,0,109538.35,0
"5956",1,748,"France","Female",39,9,132865.56,1,1,1,59636.43,1
"2977",1,729,"France","Male",39,4,121404.64,1,1,1,159618.17,0
"2208",1,456,"France","Female",33,1,188285.68,1,0,0,58363.94,0
"7114",1,733,"France","Female",24,3,161884.99,1,1,1,9617.24,0
"312",1,729,"Germany","Male",30,6,63669.42,1,1,0,145111.37,0
"7592",1,794,"Spain","Female",30,1,154970.54,1,0,1,156768.45,0
"5572",1,684,"Spain","Female",38,3,134168.5,3,1,0,3966.5,1
"9899",1,589,"France","Male",38,4,0,1,1,0,95483.48,1
"1563",1,694,"Germany","Male",31,6,109052.59,2,1,1,19448.93,1
"6171",1,709,"France","Female",32,2,87814.89,1,1,0,138578.37,0
"896",1,728,"Germany","Male",32,5,61825.5,1,1,1,156124.93,0
"3451",1,513,"France","Male",40,3,141004.46,1,1,0,105028.46,0
"9820",1,637,"Germany","Male",51,1,104682.83,1,1,0,55266.96,1
"4549",1,635,"France","Female",58,1,0,1,1,1,58907.08,1
"9801",1,762,"Spain","Female",35,3,119349.69,3,1,1,47114.18,1
"1211",1,711,"France","Male",51,7,0,3,1,0,38409.79,1
"4703",1,660,"France","Male",33,0,72783.42,1,0,0,181051.99,0
"3689",1,679,"Germany","Male",35,1,110245.13,1,1,1,178291.09,0
"4036",1,769,"France","Female",38,2,0,2,0,0,75578.67,0
"4496",1,789,"France","Female",32,7,69423.52,1,1,0,107499.39,0
"9580",1,821,"Germany","Male",45,0,135827.33,2,1,1,131778.58,0
"1462",1,611,"Spain","Male",34,4,0,2,1,0,170950.58,0
"389",1,709,"Spain","Female",45,2,0,2,0,1,162922.65,0
"7806",1,635,"France","Male",34,3,134692.4,2,1,1,83773.02,0
"6873",1,850,"France","Female",27,7,43658.33,2,1,1,3025.49,0
"3367",1,640,"Germany","Female",74,2,116800.25,1,1,1,34130.43,0
"8871",1,668,"France","Male",42,8,187534.79,1,1,1,32900.41,1
"7834",1,624,"Spain","Male",33,6,66220.17,1,0,1,170819.01,0
"9298",1,737,"France","Male",30,8,174356.13,1,0,0,31928.5,0
"164",1,721,"Spain","Female",36,2,0,2,1,1,106977.8,0
"5532",1,705,"France","Female",31,3,119794.67,1,0,0,182528.44,0
"9382",1,765,"Spain","Male",45,2,91549.78,1,1,1,47139.44,0
"4576",1,833,"Germany","Male",29,1,96462.25,2,0,1,48986.18,0
"6685",1,562,"France","Female",57,3,0,3,1,0,6554.97,1
"5925",1,738,"France","Female",39,1,94435.45,2,0,1,189430.86,0
"4789",1,757,"Spain","Female",44,9,0,2,1,0,177528.92,0
"6658",1,660,"Spain","Male",33,4,0,1,1,0,29664.45,0
"8328",1,707,"France","Female",35,9,0,2,1,1,70403.65,0
"3183",1,669,"France","Female",43,1,160474.59,1,1,1,95963.14,0
"8702",1,673,"France","Male",37,2,0,1,1,1,13624.02,0
"5107",1,600,"France","Female",32,1,78535.25,1,1,0,64349.6,0
"5108",1,847,"Spain","Female",37,9,112712.17,1,1,0,116097.26,0
"4686",1,537,"Spain","Male",42,1,190569.23,1,0,1,127154.8,0
"7983",1,545,"Germany","Male",33,1,132527.9,2,0,1,107429.71,0
"1840",1,706,"France","Male",54,9,117444.51,1,1,1,186238.85,0
"8041",1,624,"Spain","Female",36,10,0,2,0,1,186180.42,0
"1482",1,592,"Spain","Male",38,8,0,2,1,0,180426.2,0
"5854",1,596,"Germany","Male",40,5,62389.03,3,1,0,148623.43,1
"7603",1,691,"France","Female",29,9,116536.43,1,1,0,51987.99,0
"8668",1,557,"France","Female",46,4,96173.17,2,1,1,116378.31,0
