"","y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"3767",1,0.821894146,36,0,0.604191194,4246,6,0,0,1,1,0
"10627",1,0.0160809,59,0,0.103226728,7003,21,0,0,3,0,1
"3130",1,0.051615892,49,2,0.848384476,16000,23,0,9,0,4,0
"2347",1,0.123973114,63,0,0.057232458,5101,9,0,0,0,0,0
"13909",1,0.0731158,57,0,0.254553246,14000,12,0,3,0,0,1
"12181",1,0.360215424,47,0,0.420969931,14000,14,0,3,0,2,1
"5216",1,0.021691891,94,0,0.854389722,1400,7,0,1,0,0,0
"16299",1,0.950166113,49,0,0.098757952,3300,2,0,0,1,3,1
"10884",1,0.872142014,40,0,0.180117126,7000,7,1,0,0,3,1
"14451",1,0,47,0,0.076824584,7028,9,1,1,0,0,1
"5196",1,0.9999999,56,0,0.154897797,7533,3,0,1,0,1,0
"8530",1,0.7509038,30,1,0.120606155,6400,6,1,0,0,0,1
"2339",1,0.642059657,41,0,0.429857014,10000,6,0,3,0,2,0
"7752",1,0.683158421,68,0,0.028551035,1400,3,0,0,0,0,0
"16350",1,0.960939236,49,0,0.492620732,11450,13,0,5,0,1,1
"12740",1,0.629914664,66,1,0.587872892,3083,14,0,1,0,0,1
"13820",1,0.046511628,37,1,1.075619296,2300,12,0,1,0,2,1
"10500",1,0.9999999,46,1,0.350857401,4431,3,1,1,1,2,1
"15229",1,0.666637038,46,0,0.713805884,8633,11,0,4,0,1,1
"12460",1,0.624961542,34,0,0.28320994,11750,11,0,2,0,2,1
"291",1,0,63,0,0,7600,3,0,0,0,0,0
"7031",1,0.9999999,55,0,0.008883953,1800,0,1,0,0,0,0
"13264",1,0.009750346,49,0,0.0055666,2514,4,1,0,0,0,1
"473",1,0.289939075,60,1,0.765489674,1500,16,0,0,0,0,0
"3942",1,0.821921722,33,0,0.715953307,2569,5,0,1,0,4,0
"3884",1,0,61,0,0,2900,2,0,0,0,0,0
"7678",1,0.017931733,35,0,0.42159383,3500,6,0,1,0,3,0
"5790",1,0.018249848,76,0,0.007110321,9000,8,0,0,0,0,0
"893",1,0.647923774,26,0,0.039934054,5458,3,0,0,0,1,0
"10224",1,0.654636313,46,1,0.005637887,6207,2,1,0,0,2,1
"3596",1,0.016942814,74,0,0.701738194,6500,8,0,1,0,0,0
"8467",1,1.388611389,27,0,0.036021023,7800,3,0,0,1,0,1
"4765",1,0.683826253,47,0,0.25606914,10297,6,0,2,0,4,0
"10369",1,0.725025271,54,1,0.742984205,6520,10,0,2,0,1,1
"2441",1,0.020340471,35,0,0.430172675,3300,13,0,2,0,0,0
"12333",1,0.9999999,34,1,0.225963207,2880,14,9,0,0,0,1
"3819",1,0.612113157,35,0,5.874251497,500,5,0,1,0,3,0
"16346",1,0.767854417,32,2,0.456411156,5700,8,3,0,0,2,1
"15744",1,0.987004332,57,3,0.363998861,3510,6,0,0,0,1,1
"6741",1,0.125449984,50,0,0.306241965,7000,6,0,2,0,2,0
"3923",1,0.305642766,56,0,0.318981236,17000,15,0,2,0,0,0
"14853",1,0.790578825,51,0,0.183704074,4000,4,0,0,1,1,1
"2004",1,0,55,0,0.346724184,3708,9,0,1,0,0,0
"13087",1,1.040636605,51,3,0.618155198,3414,9,1,2,2,0,1
"2645",1,0.35831464,39,1,0.136975296,4978,3,0,0,0,0,0
"13238",1,1.005499083,60,1,0.418300654,2600,9,0,0,3,0,1
"11331",1,0.955938877,42,0,0.295037266,5500,8,0,0,0,0,1
"5020",1,0.185283947,33,2,0.027908858,7416,6,0,0,0,0,0
"3608",1,0.9999999,64,4,3.323779193,941,12,0,2,0,4,0
"14231",1,0.9999999,58,2,0.725818545,4000,8,2,1,0,2,1
"12426",1,0.861961274,42,0,0.106588197,6116,4,0,0,0,2,1
"13112",1,0.9999999,27,4,0.831445703,1500,4,3,1,0,0,1
"1084",1,0.018130289,52,0,0.333944343,6000,11,0,1,0,3,0
"5481",1,0.311072707,54,0,0.074721781,2515,6,0,0,0,1,0
"1036",1,0.20870647,59,0,0.378455592,11900,13,0,2,1,0,0
"5573",1,0.11045178,63,0,0.311815713,11416,20,0,1,1,1,0
"10643",1,0.980772189,43,3,0.69259767,5835,9,1,2,1,0,1
"5580",1,0.660917424,74,0,0.659168371,5867,10,0,1,0,0,0
"2269",1,0.9999999,68,0,0.129622937,8300,3,0,1,1,0,0
"1381",1,0.243517099,50,0,0.515374621,6926,7,0,3,0,0,0
"1054",1,0,43,0,0.387806097,2000,7,0,1,0,0,0
"13712",1,1.026486581,36,3,0.548890222,5000,9,0,2,0,0,1
"3747",1,0,53,1,0.928340359,10200,22,0,6,1,0,0
"11269",1,1.090834021,58,0,0.522462562,600,3,1,0,0,1,1
"9841",1,0.550426345,79,0,0.005168436,10834,2,1,0,0,0,1
"3021",1,0.353180922,75,0,0.302708262,5833,21,0,2,0,0,0
"10620",1,0.939146231,35,3,0.072782741,4588,16,0,0,1,0,1
"16492",1,0.940179638,66,0,0.306489729,5500,9,0,0,0,0,1
"746",1,0.28720089,62,1,0.152080754,10500,13,0,0,0,0,0
"13730",1,0.231758938,67,3,0.249461704,6501,10,0,2,0,0,1
"3738",1,0.753306902,49,0,0.365384615,10711,18,0,2,0,0,0
"13174",1,0.995629103,47,0,0.975337444,6000,7,0,3,0,1,1
"12819",1,1.159908624,30,2,0.108519752,2100,7,0,0,0,0,1
"15301",1,0.159980306,51,0,0.178535718,9000,8,0,0,1,0,1
"14356",1,0.329156584,38,3,1.811491801,7500,27,0,10,0,2,1
"13554",1,0.774976935,46,1,1.015328224,3000,10,0,0,5,1,1
"9500",1,0,70,0,0.958402662,600,4,0,0,1,0,1
"5408",1,0.008534215,77,0,0.122469383,4000,17,0,1,0,0,0
"5058",1,0.972342552,55,1,0.291200647,7420,7,0,2,0,0,0
"9759",1,1.01779822,44,2,0.465957985,3950,4,0,1,0,0,1
"1262",1,0.123425366,64,0,0.021298935,6666,3,0,0,0,0,0
"9660",1,0.376782077,31,0,0.15208854,2800,5,0,1,0,2,1
"6561",1,0.090303061,45,0,0.077486163,5600,5,0,0,0,0,0
"12960",1,0.843263129,54,0,0.181587894,15000,4,0,0,0,1,1
"13397",1,0,51,4,0.448131955,5031,5,0,1,1,0,1
"3267",1,0.144570096,61,0,0.486299394,10400,22,0,2,0,0,0
"13322",1,0.99594711,39,0,0.514291289,10250,9,0,2,0,1,1
"6980",1,0.29971902,66,0,0.193913043,11499,12,0,1,0,1,0
"14053",1,0.9999999,55,2,0.012121212,2639,0,1,0,0,1,1
"5512",1,0.101210671,40,0,0.465762004,4789,7,0,1,0,1,0
"85",1,0.055342454,54,0,0.442364611,12500,9,0,2,0,1,0
"15285",1,0.009229349,41,1,0.27184769,6407,6,5,1,3,2,1
"7624",1,0.000819186,87,0,0,8078,3,0,0,0,0,0
"3711",1,0.097306418,39,0,0.392063681,8416,5,0,1,0,3,0
"13109",1,0.760609678,58,0,0.479721622,12500,12,0,1,0,0,1
"13036",1,1.140465004,51,5,0.042715534,15333,7,0,0,0,1,1
"4197",1,0.029219227,50,0,0.405585251,9166,9,0,1,0,1,0
"1241",1,0.719618958,78,0,0.851276915,3993,19,0,2,0,0,0
"12624",1,0.592657876,43,0,0.313668633,10000,6,0,1,0,5,1
"11741",1,0.089750282,41,0,2.219414894,751,7,0,1,0,1,1
"3165",1,0.041988022,62,0,0.413062409,3444,11,0,2,0,1,0
"8975",1,0.078756335,33,0,0.286417323,5079,5,1,1,0,0,1
"3798",1,0.053065998,57,0,0.33607259,5840,7,0,1,0,2,0
"14891",1,0.9999999,47,1,0.606901,3100,3,0,1,0,0,1
"12990",1,0.13977573,38,1,0.265213665,8166,4,0,1,0,0,1
"5005",1,0.849592915,56,1,0.298569451,6500,7,1,0,0,0,0
"14306",1,0.9999999,51,0,0.095268542,6255,1,3,0,0,2,1
"9706",1,0.906685863,49,5,0.943097576,4990,16,1,1,1,3,1
"14052",1,1.064895598,50,2,0.501596517,3444,7,0,1,2,3,1
"14921",1,0.997667444,50,0,0.266369994,6291,9,5,0,2,2,1
"2479",1,0.019252081,66,0,0.433925811,5175,13,0,1,0,0,0
"15348",1,0.576304339,63,0,0.471161241,3900,5,0,1,1,0,1
"16187",1,0.006364022,77,0,0.304231923,3000,22,0,1,0,0,1
"8363",1,0.13306279,49,1,0.182881653,10257,9,0,2,0,3,1
"11691",1,0.994738227,37,1,0.235432806,5937,11,0,0,0,2,1
"2903",1,0,53,0,0.323081702,9656,8,0,2,0,1,0
"11878",1,1.128368727,31,1,0.192992112,5450,4,0,0,1,1,1
"2299",1,0.003844761,43,0,0.279171503,11200,8,0,3,0,5,0
"8561",1,0.075351938,67,0,0.333730429,5875,7,0,1,0,0,1
"129",1,0.11280545,48,0,0.463984582,4150,6,0,1,0,0,0
"13086",1,0.252696236,36,1,0.431142214,4000,11,0,0,2,3,1
"16337",1,0.244962211,51,0,0.98218166,2300,18,0,1,0,0,1
"10690",1,0.994005994,49,2,0.061508368,4600,5,1,0,0,0,1
"7727",1,0.046718131,59,0,0.007998118,4250,3,0,0,0,0,0
"8636",1,0.756698193,47,4,0.650514374,10400,14,0,3,0,3,1
"6428",1,0.207303196,68,0,0.155560675,17362,9,0,1,0,1,0
"3303",1,0.009203618,70,0,0.144938577,10500,11,0,1,0,0,0
"12020",1,0.361638362,33,0,0.002553105,9791,1,0,0,0,3,1
"15162",1,0.727565449,47,0,0.469740027,9500,9,0,2,1,0,1
"8268",1,0.105255675,68,0,0.009427225,7000,3,0,0,0,0,0
"13914",1,0.191577578,29,0,0.521976909,4936,9,0,2,0,2,1
"16067",1,0.927041946,58,1,0.444324454,8333,12,0,3,0,2,1
"2235",1,0.657696162,61,1,0.5256917,4300,10,0,2,0,1,0
"12149",1,0.908081523,26,3,1.444854638,6500,22,1,4,8,0,1
"13420",1,0.224289651,54,1,0.086762519,4033,6,0,0,1,1,1
"9346",1,0.987432162,40,0,0.14978602,1401,3,0,0,0,3,1
"12349",1,0.1151684,54,2,0.536848895,6200,11,0,2,1,2,1
"15653",1,0.9999999,59,2,0.055234087,1900,2,3,0,1,0,1
"13163",1,0.105526599,82,0,0.673932788,1100,12,0,0,0,0,1
"3237",1,0,56,0,0.308218294,7750,5,0,2,0,3,0
"8929",1,0.889868355,42,1,0.835989568,3450,9,2,1,0,0,1
"1527",1,0,50,0,0.566685531,5300,13,0,2,0,3,0
"5278",1,0.226333043,80,0,0.290170983,10000,8,0,2,0,0,0
"3908",1,0.172774733,54,0,0.259069191,5650,8,0,2,0,0,0
"8113",1,0.090537495,42,0,0.42581314,7716,19,0,3,0,2,0
"11335",1,0.723697431,45,1,0.43895554,2833,11,0,0,0,1,1
"12507",1,0.9999999,39,0,0,3431,0,2,0,1,1,1
"5296",1,0.456877355,44,1,0.38223111,7000,15,0,1,0,1,0
"9859",1,0.74245151,63,0,0.539054364,4800,9,0,1,0,0,1
"11960",1,0.667004678,39,0,0.597834205,5355,10,0,2,0,3,1
"1354",1,0.190847328,53,0,0.357634369,5376,10,0,1,0,3,0
"5060",1,0.887721435,60,4,1.313895216,4389,12,0,2,0,1,0
"13839",1,0.941071872,34,0,1.082804046,4250,12,0,2,0,1,1
"15067",1,0.773704938,40,0,0.120652355,6008,5,2,0,0,2,1
"13317",1,0.307416803,50,0,0.272986865,1750,10,0,0,0,1,1
"1465",1,0.069946503,52,0,0.411379987,4586,5,0,1,0,0,0
"11913",1,0.873127734,34,0,1.96310241,2655,11,0,0,0,2,1
"3264",1,0.567767146,39,2,0.344203761,4200,7,0,0,1,3,0
"8304",1,0.009257766,64,0,0.000933598,8568,2,0,0,0,0,0
"12898",1,0.533733406,42,2,0.23401151,12336,11,0,2,0,3,1
"16230",1,0.9999999,39,2,0.276391938,5010,2,1,1,0,1,1
"992",1,0.004935132,71,0,0.615539452,2483,9,0,1,0,0,0
"4133",1,0.13711324,50,1,0.366814227,6550,6,0,2,0,1,0
"2582",1,0.727708533,40,0,0.175196382,4200,3,0,0,0,3,0
"116",1,0.025747811,52,0,0.223320659,3944,10,0,1,0,0,0
"15533",1,0.27921854,43,0,0.455823793,8035,20,0,2,0,2,1
"11722",1,1.000234067,46,1,0.901263713,7200,12,0,2,0,1,1
"1123",1,0.054648634,60,0,0.273938085,8333,4,0,1,0,2,0
"11360",1,0.718655264,46,1,0.412247813,5600,7,0,2,1,1,1
"2103",1,0.805380755,47,0,0.459220111,7000,7,0,2,0,2,0
"7890",1,0.11694686,80,2,0.22397365,8500,15,0,1,0,0,0
"6532",1,0.059679264,45,0,0.473859613,4800,13,0,2,0,0,0
"6804",1,0.077958915,57,0,0.053530226,6500,19,0,0,0,0,0
"11972",1,1.007090265,66,6,0.41943662,3549,8,2,0,1,0,1
"15112",1,0.715405135,55,0,0.168732507,2500,20,1,0,1,1,1
"4083",1,0.258853044,71,0,0.591093117,5433,12,0,2,0,0,0
"14211",1,0.929754426,63,0,0.015996632,4750,6,0,0,0,0,1
"7305",1,0.61878713,46,0,0.392737162,6250,5,0,2,0,1,0
"12029",1,0.740432612,46,0,0.176342072,6407,6,1,0,0,3,1
"5011",1,0.350462342,43,0,0.351382225,8753,6,0,1,0,4,0
"13765",1,0.916983743,47,1,0.668048435,9166,14,0,3,0,0,1
"10453",1,0.135728543,39,0,0.19026991,3000,3,2,0,2,2,1
"3388",1,0.024176643,56,0,0.417194269,3000,5,0,1,0,0,0
"6523",1,0.063217032,57,0,0.187431394,7287,6,0,1,0,1,0
"5739",1,0.184008326,53,0,0.335786212,18073,7,0,2,0,2,0
"3435",1,0.049982173,49,0,0.068150047,8583,10,0,0,0,2,0
"6602",1,0.001796192,28,0,0.061713902,5962,6,0,0,0,2,0
"14546",1,0.9999999,63,2,0.600337268,3557,10,0,2,0,0,1
"4071",1,0.022759631,57,0,0.021995112,4500,11,0,0,0,0,0
"7538",1,0.09660391,43,0,0.393814158,7500,14,0,1,0,3,0
"12534",1,0.944384756,34,4,0.413171081,6984,6,1,1,1,2,1
"16695",1,0.918163673,34,0,0.216522318,1500,3,0,0,0,0,1
"6709",1,0.25341879,63,1,0.31376673,10459,14,0,1,0,0,0
"9107",1,0.002450003,40,3,0.36506159,6250,16,1,2,1,0,1
"11511",1,1.784035994,30,1,0.195601466,3000,9,0,0,1,0,1
"2601",1,0.15190276,48,0,0.238402987,6962,6,0,1,0,0,0
"72",1,0.017271942,55,0,0.305538892,5000,10,0,1,0,1,0
"538",1,0,50,0,0,2900,1,0,0,0,2,0
"6749",1,0.045029737,65,0,0.174434702,2166,6,0,1,0,0,0
"4755",1,0.14545154,65,0,0.238210399,4134,6,0,0,0,0,0
"1157",1,0.239842403,57,0,0.181818182,2529,2,0,0,0,2,0
"15037",1,0.960506582,39,0,0.76124775,5000,6,2,1,0,2,1
"12663",1,0.962054675,45,5,0.344803534,4300,8,0,0,0,2,1
"8918",1,0.229605311,53,1,0.809772214,5750,25,0,1,0,3,1
"849",1,0.904003802,43,0,0.606605866,8113,10,0,2,0,0,0
"6606",1,0.013553159,31,0,0.214493961,2400,7,0,0,0,0,0
"9824",1,0.863626738,45,3,1.400574928,8000,15,0,10,0,2,1
"8222",1,0,65,0,0,2000,3,0,0,0,0,0
"3080",1,0,52,0,0.325250076,3298,8,0,1,0,1,0
"11197",1,0.883536649,36,0,0.315244556,2800,11,0,0,0,3,1
"9872",1,0,53,2,0.377145372,6816,9,0,1,3,2,1
"12118",1,0.5401505,30,0,0.143818496,5200,8,0,0,2,5,1
"9230",1,0.48930214,60,0,0.386519945,2907,9,0,1,0,0,1
"11571",1,0.686832417,46,0,0.413457873,10491,9,0,2,0,2,1
"7661",1,0,68,1,0.06285767,10833,9,1,0,0,0,0
"10677",1,0.193486915,54,2,0.678680721,2940,10,0,2,0,0,1
"10819",1,0.029985007,48,0,0.203399717,12000,4,0,1,1,0,1
"280",1,0.034269035,62,0,0.186349128,8145,9,0,1,0,0,0
"10838",1,0.461634435,39,1,0.216198126,5975,10,0,0,0,1,1
"1171",1,0.009855735,67,0,0.18061291,4600,7,0,0,0,0,0
"12548",1,0.071448979,46,1,1.402515723,635,7,0,0,0,0,1
"12936",1,0.331394741,34,2,0.396095974,7376,6,0,2,1,1,1
"6300",1,0,45,0,0.362776025,5388,4,0,1,0,1,0
"14810",1,0.994637875,46,0,1.126213592,8960,9,0,4,0,0,1
"15896",1,0.9999999,22,0,0.004497751,2000,3,0,0,0,0,1
"13550",1,0.691918598,60,0,0.427929951,2226,8,0,0,0,0,1
"5647",1,0,66,0,0.198400133,12000,5,0,1,0,3,0
"14372",1,0.905937509,60,0,1.30145612,2540,15,3,2,2,0,1
"9132",1,0.875303528,35,1,0.426428679,6666,11,0,1,0,2,1
"5149",1,0.12889666,57,0,0.347917765,7587,13,0,1,0,0,0
"9947",1,0.9999999,45,1,0.416738075,3500,2,0,1,2,1,1
"10161",1,0.097349018,34,0,0.443991853,2945,13,0,1,0,0,1
"6376",1,0.128227696,58,0,0.28056872,4219,9,0,1,0,1,0
"856",1,0.496157253,44,0,0.156379149,7500,4,0,0,0,0,0
"12623",1,0.152836788,36,1,2.516038717,12500,28,0,15,0,0,1
"12441",1,0.563463772,27,2,0.447809468,3400,11,0,0,0,2,1
"3980",1,0.00626814,58,0,0.283155117,7200,8,0,2,0,0,0
"10413",1,0.557177122,42,0,0.48321131,7921,11,0,6,0,2,1
"16357",1,0.157824342,29,0,0.353558926,1713,15,0,0,0,0,1
"6538",1,0.119606913,62,0,0.210503434,11500,11,0,2,0,0,0
"7525",1,0.335851572,40,0,0.35035956,9455,4,0,3,0,1,0
"4364",1,0.009749756,47,0,0.008207071,3167,9,0,0,1,2,0
"2593",1,0.0669775,76,0,0.224702991,4881,11,0,1,0,0,0
"8760",1,0.010072423,42,0,0.004248002,9886,11,0,0,0,2,1
"4604",1,0.399033876,32,0,0.433893685,2200,7,0,0,0,0,0
"16009",1,0.590288807,46,3,0.806771849,5640,13,0,2,2,2,1
"3096",1,0.286892429,30,0,0.387543253,2600,10,0,0,0,0,0
"13952",1,0.531490869,44,0,0.373803742,7000,10,0,2,0,5,1
"9927",1,0.28915456,53,0,1.49190162,3333,14,0,2,0,2,1
"7612",1,0.65487267,50,1,0.991345397,5083,13,0,1,0,0,0
"14840",1,0.973421927,32,0,0.058577406,1672,2,1,0,0,0,1
"12352",1,0.916726182,32,0,0.387227936,4180,9,3,0,0,1,1
"4790",1,0.596707342,60,1,0.458074026,6105,11,0,1,0,1,0
"4628",1,0.079760576,71,0,0.36389603,3500,14,0,1,0,1,0
"1033",1,0.062375005,37,0,0.045661593,9000,4,0,0,0,1,0
"1251",1,0.136637267,37,0,102,1,11,0,0,0,4,0
"3572",1,0.323220238,34,0,0.304616849,2100,6,0,0,0,0,0
"14977",1,1.15827707,50,1,0.718715393,4514,9,11,1,1,1,1
"2307",1,0.681551614,54,0,0.644510276,5400,15,0,1,0,2,0
"519",1,0.52937284,30,0,0.537881385,2916,7,0,1,0,0,0
"8769",1,0.286054919,40,1,0.482839054,3000,12,0,1,0,2,1
"6493",1,0.313694296,48,0,0.165412831,21400,23,0,1,0,3,0
"12519",1,0.848191968,51,0,0.147221709,10833,6,1,1,1,1,1
"8353",1,0.007131829,63,0,0.141557525,12750,3,0,1,0,0,0
"1330",1,0,53,0,0,6400,6,3,0,0,4,0
"1838",1,0,58,0,0.294682127,2500,11,0,1,0,2,0
"6590",1,0.891452875,30,0,0.419616077,3333,8,0,0,0,0,0
"14222",1,1.698433855,43,1,0.479265092,1904,6,0,1,0,0,1
"7059",1,0.017579227,46,0,0.25176417,4392,9,0,1,0,1,0
"11747",1,0.410443155,52,0,0.19177892,7200,4,9,0,1,0,1
"10516",1,1.027720973,42,2,0.260497001,3500,5,2,0,1,2,1
"8961",1,0.915080014,61,0,0.913833848,5500,11,1,0,0,0,1
"5699",1,0.008434416,46,0,0.388048956,4166,5,0,1,0,3,0
"8911",1,0.563621139,68,0,0.373260738,9917,6,0,1,0,0,1
"6876",1,0.055133858,69,0,0.131847532,4800,2,0,1,0,0,0
"14468",1,0.958472187,43,0,0.534756929,2200,6,0,0,0,1,1
"4620",1,0.000364365,58,0,0.032305704,5416,6,0,0,0,0,0
"8966",1,0.603218624,47,2,0.453640578,7333,11,1,2,4,0,1
"6703",1,0,32,0,0.523158947,3000,6,0,1,0,1,0
"8068",1,0.135528836,57,0,0.538520141,10500,20,0,2,0,0,0
"4500",1,0.150352152,52,0,0.312691501,6200,14,0,1,0,0,0
"11603",1,0.317253368,56,1,1.24915318,2656,8,0,2,0,0,1
"10873",1,0.9999999,43,3,0.146170766,5000,4,0,0,0,1,1
"311",1,0.478347295,64,0,0.547095998,3322,5,0,1,0,0,0
"1697",1,0.049084534,53,2,0.304678129,2500,10,0,0,0,1,0
"16649",1,0.965473384,41,6,0.845593487,7000,17,0,4,1,2,1
"6520",1,0.784627424,23,1,0.455684455,2154,5,0,0,0,0,0
"4161",1,0.430440471,68,0,0.376014991,1600,20,0,0,0,0,0
"13779",1,0.496942483,42,3,0.212347246,6300,18,0,0,0,3,1
"5126",1,0.169110422,26,0,0.157168566,5000,11,0,0,0,0,0
"11304",1,0.564102564,26,0,0.003331113,1500,1,2,0,0,0,1
"11408",1,0.414402174,63,1,0.003598561,2500,1,0,0,0,2,1
"1292",1,0.185626399,48,0,0.133311115,6000,7,0,0,0,2,0
"6692",1,0.010215404,62,0,0.16616018,10200,16,0,1,0,0,0
"3950",1,0,62,0,0.235718384,12200,20,0,1,0,0,0
"11365",1,1.295540892,74,0,1.163560054,8100,11,0,6,0,0,1
"14558",1,1.00208316,60,0,0.319447751,4200,10,2,1,0,0,1
"16148",1,0.495929751,43,2,1.136114733,3834,17,0,2,0,2,1
"2506",1,0.026924844,68,0,0.485634198,1426,9,0,0,0,0,0
"16518",1,0.453943231,45,5,0.747024282,6300,16,0,2,2,3,1
"351",1,0.313358244,49,1,0.364815997,4700,13,0,0,0,0,0
"9079",1,0.46525312,49,1,0.594604792,5300,10,1,1,0,3,1
"14919",1,0.585888314,49,2,0.441556081,5500,15,1,1,1,3,1
"11388",1,0.855067888,75,0,0.086496948,6716,3,1,0,0,1,1
"9595",1,0.9999999,35,98,0,2250,0,98,0,98,2,1
"2034",1,0.793480828,34,0,0.259721727,2802,17,0,0,0,2,0
"480",1,0.088312691,42,0,0.53337633,6201,11,0,2,0,1,0
"14059",1,0.031819682,88,1,0.011159107,8333,10,0,0,0,0,1
"9355",1,0.9999999,46,2,0.119628135,5700,2,1,0,0,0,1
"9743",1,0.753144286,35,0,0.464697739,6500,4,1,1,0,2,1
"14912",1,0.954914167,38,1,0.483375959,2736,4,2,1,2,0,1
"16668",1,0.802028282,45,1,0.35915493,5395,4,1,1,3,3,1
"2511",1,0.535323778,46,0,0.367279106,10830,9,1,1,1,1,0
"10711",1,0.142732024,48,0,0.390227082,20300,22,0,5,0,3,1
"16545",1,3.278989029,59,0,0.347268488,12007,15,1,2,0,0,1
"7906",1,0.645794276,33,0,0.397734843,1500,4,0,0,0,0,0
"2088",1,0.171628129,39,0,0.161229846,8000,5,0,0,0,2,0
"15747",1,0.187146271,36,3,2.552086868,2946,7,0,3,0,1,1
"2300",1,0.216943356,53,0,0.308461264,2800,5,0,1,0,2,0
"1459",1,0.366263374,67,0,0.028337062,4022,6,0,0,0,0,0
"2586",1,0,62,0,1.382261087,1600,3,0,1,0,0,0
"2002",1,0.335552005,42,0,0.386165346,40000,8,0,2,0,5,0
"9218",1,0.017319231,50,0,0.771871355,6000,14,0,4,0,1,1
"6948",1,0.422176209,40,1,0.843457068,5333,9,0,3,0,1,0
"3119",1,0.322570566,31,1,0.164353137,1800,7,0,0,0,1,0
"12276",1,0.977010987,52,4,0.713027353,6470,17,1,3,0,2,1
"6160",1,0.718728036,41,0,0.976726727,3995,8,0,1,0,1,0
"11311",1,29.78488372,35,2,0.535538993,5500,10,2,0,4,0,1
"6119",1,0.120582445,89,1,0.402832743,4800,8,0,1,1,0,0
"11758",1,0.520806328,51,0,0.285656375,14800,11,0,2,0,2,1
"4490",1,0,47,0,0.367835625,12945,11,0,4,0,2,0
"13318",1,0.9999999,34,0,0.299435028,2300,7,3,0,0,0,1
"8161",1,0.035840333,55,0,0.301616397,6000,12,0,1,0,2,0
"6962",1,0.616853406,57,0,0.798550455,5380,14,0,2,0,0,0
"2907",1,0.192722211,77,0,0.457930642,7035,21,0,1,0,1,0
"9503",1,0.860166904,46,1,0.537121362,5050,9,0,1,2,0,1
"5462",1,0.768313458,52,0,0.575212394,2000,4,0,0,0,2,0
"16577",1,0.023255814,60,0,0,2675,1,0,0,0,2,1
"4245",1,0.991126109,45,0,0.311652704,6564,12,0,0,0,2,0
"14689",1,6190,27,0,0.478532397,1280,6,0,0,1,1,1
"12236",1,0.278944984,39,0,0.066312326,3950,3,0,0,0,3,1
"2109",1,0.157943445,59,1,0.480923222,4245,17,0,2,0,1,0
"9958",1,0.06715899,48,0,0.782013239,4380,18,0,1,0,0,1
"11312",1,0,49,3,0.289413307,3050,5,0,0,0,1,1
"12872",1,0.808173929,37,0,0.814481148,2996,8,0,1,0,1,1
"11418",1,0.9999999,36,2,0.332426812,6250,10,2,1,1,0,1
"2681",1,0.04570923,74,1,0.018897638,2539,10,0,0,0,0,0
"7350",1,0.320837507,70,2,1.529825737,2983,11,0,1,0,0,0
"4109",1,0.462075021,53,1,0.382558338,5870,16,0,2,0,1,0
"8314",1,0.66941891,54,0,0.333422217,18750,10,0,2,0,0,0
"3958",1,0,44,0,0.234234234,4550,5,0,1,0,0,0
"14636",1,0.671307429,69,6,0.212590952,3160,11,2,0,0,1,1
"7163",1,0.027238298,60,0,0.304596437,4546,13,0,2,0,0,0
"11059",1,0.9999999,50,1,0,1588,0,1,0,0,0,1
"4202",1,0.49990002,47,0,0.435554627,4786,5,0,3,0,1,0
"5769",1,0,40,0,0.238765929,2981,4,0,0,0,0,0
"2215",1,0.000699983,53,0,0,4100,5,0,0,0,2,0
"6851",1,0.200483293,33,0,0.301087364,8000,6,0,1,0,2,0
"172",1,0.035528199,82,0,0.337527352,3655,17,0,2,0,0,0
"6609",1,0.006133445,63,0,696,0,11,0,1,0,0,0
"5808",1,0,56,0,0.013525305,2291,4,0,0,0,0,0
"9601",1,0.9999999,32,0,0.013546202,2066,4,0,0,0,0,1
"3675",1,0.022570702,65,0,0.008543901,5500,6,0,0,0,1,0
"841",1,0.013993476,58,0,1.335731415,1667,9,0,1,0,1,0
"2152",1,0.241892378,39,0,0.266799232,14583,13,0,2,0,0,0
"1830",1,0.98624357,33,0,0.465121136,4787,16,0,2,0,0,0
"5499",1,0,71,0,0.057596456,5416,3,0,0,0,0,0
"7381",1,0.189767183,45,0,0.527169949,10967,22,0,3,0,0,0
"13191",1,0.800796813,41,0,104,0,3,0,0,0,3,1
"7722",1,0.035928144,60,1,0.120852641,5394,2,0,0,0,0,0
"13670",1,0.361518667,55,3,0.648226097,3325,12,0,1,0,0,1
"14585",1,0.985563388,50,0,0.431558935,4207,6,1,0,0,2,1
"5831",1,0.130925773,24,0,0.722875817,764,5,0,0,0,0,0
"8070",1,0.9999999,40,0,2283,0,6,0,1,0,3,0
"8970",1,0.601914012,56,0,0.05291601,4440,2,1,0,1,2,1
"7327",1,0.053739506,75,0,0.326034713,3744,13,0,2,0,0,0
"7189",1,0.022334361,32,0,0.410066617,1350,9,0,0,0,0,0
"11033",1,1.26450116,64,1,14.39989192,3700,6,4,0,1,0,1
"9656",1,0.9999999,36,0,0,1600,0,1,0,0,1,1
