"","y","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"3573",1,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6
"416",1,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
"98",1,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
"2100",1,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
"2223",1,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
"2285",1,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7
"2746",1,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6
"3421",1,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,5
"3635",1,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5
"2550",1,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5
"2580",1,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6
"1832",1,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
"2906",1,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5
"3532",1,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6
"753",1,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5
"1852",1,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
"2981",1,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5
"55",1,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
"32",1,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6
"1893",1,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7
"4562",1,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,5
"557",1,6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7
"86",1,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6
"96",1,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6
"3523",1,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,5
"503",1,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"2595",1,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
"44",1,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
"3527",1,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7
"3395",1,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,7
"2590",1,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5
"1116",1,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
"1986",1,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7
"3425",1,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
"4285",1,7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5
"2697",1,7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6
"3875",1,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5
"3690",1,9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5
"1954",1,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6
"2450",1,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
"1774",1,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6
"2862",1,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6
"2683",1,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
"3531",1,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
"3333",1,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6
"474",1,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6
"2210",1,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
"3477",1,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
"643",1,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
"2898",1,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
"3829",1,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
"1752",1,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5
"3412",1,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6
"1953",1,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
"2118",1,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6
"1406",1,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
"2136",1,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7
"2916",1,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5
"3873",1,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7
"4201",1,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5
"3442",1,6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6
"3913",1,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5
"432",1,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8
"2374",1,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6
"817",1,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
"1157",1,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4
"122",1,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6
"3893",1,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
"3322",1,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
"1768",1,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
"1440",1,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
"3423",1,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7
"699",1,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
"2829",1,6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6
"1339",1,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
"3310",1,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
"418",1,5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8
"3805",1,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6
"3660",1,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
"2529",1,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6
"3837",1,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6
"584",1,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
"2992",1,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
"3818",1,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
"949",1,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
"4075",1,6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6
"1331",1,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6
"4129",1,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6
"3856",1,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
"501",1,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5
"806",1,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5
"1487",1,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6
"1716",1,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5
"4787",1,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
"2154",1,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
"1477",1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"720",1,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6
"2948",1,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
"4405",1,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6
"2624",1,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5
"642",1,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5
"2192",1,8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6
"3753",1,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6
"3409",1,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5
"3640",1,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7
"110",1,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7
"1458",1,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
"4392",1,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6
"3087",1,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6
"1033",1,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
"3383",1,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6
"1647",1,5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7
"4234",1,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
"3700",1,6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
"4358",1,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
"4211",1,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7
"3005",1,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
"3928",1,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7
"1766",1,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5
"4106",1,7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6
"2230",1,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5
"324",1,6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7
"4707",1,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
"2612",1,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5
"4258",1,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6
"2715",1,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5
"2246",1,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
"1322",1,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5
"493",1,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
"3065",1,7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6
"1789",1,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5
"1181",1,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
"1764",1,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
"3384",1,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5
"2783",1,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6
"979",1,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5
"1087",1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
"1305",1,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
"2775",1,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
"3946",1,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6
"4289",1,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
"4149",1,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
"4542",1,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
"3617",1,9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,5
"133",1,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5
"4283",1,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
"3229",1,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
"2073",1,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4
"2984",1,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6
"4125",1,7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6
"3307",1,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
"3290",1,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6
"1544",1,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
"2203",1,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
"350",1,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5
"4509",1,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5
"1167",1,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,6
"2881",1,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
"2779",1,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
"2019",1,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
"36",1,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"2352",1,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6
"4685",1,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7
"2891",1,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
"2583",1,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
"3759",1,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
"294",1,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6
"1808",1,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
"2146",1,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6
"2744",1,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7
"119",1,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7
"4389",1,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
"2731",1,8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6
"610",1,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
"4187",1,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6
"2067",1,8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4
"2745",1,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6
"1242",1,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5
"919",1,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5
"3885",1,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
"1352",1,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
"558",1,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5
"3489",1,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
"434",1,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5
"3326",1,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
"748",1,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
"1518",1,8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4
"1222",1,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7
"4136",1,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6
"4400",1,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5
"77",1,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
"4810",1,8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6
"2306",1,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
"912",1,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8
"929",1,8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5
"2488",1,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
"3037",1,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
"676",1,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7
"4558",1,6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,5
"41",1,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6
"2953",1,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
"4696",1,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
"1585",1,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7
"1210",1,7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6
"4742",1,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6
"1715",1,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5
"1659",1,8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8
"235",1,7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5
"3987",1,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6
"2667",1,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6
"2940",1,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7
"211",1,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5
"2850",1,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5
"1288",1,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
"924",1,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5
"4761",1,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
"492",1,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4
"995",1,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
"2008",1,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
"352",1,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6
"150",1,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5
"1104",1,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7
"2582",1,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6
"4175",1,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,6
"145",1,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6
"3493",1,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
"3545",1,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6
"1638",1,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
"3040",1,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
"1717",1,6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6
"3167",1,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
"4550",1,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6
"593",1,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
"505",1,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
"1073",1,6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7
"4299",1,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
"128",1,7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5
"4473",1,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6
"4866",1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
"124",1,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6
"4781",1,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6
"490",1,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5
"4378",1,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5
"3159",1,6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6
"48",1,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5
"82",1,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6
"3021",1,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
"749",1,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6
"2218",1,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5
"1497",1,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6
"4377",1,8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5
"895",1,7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7
"1409",1,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6
"4488",1,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
"440",1,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
"892",1,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
"1466",1,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
"4097",1,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
"4112",1,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7
"602",1,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5
"4056",1,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
"2308",1,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
"2381",1,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
"3870",1,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
"2576",1,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
"671",1,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
"1261",1,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7
"575",1,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
"1635",1,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6
"3052",1,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6
"3404",1,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6
"4817",1,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6
"1369",1,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
"1300",1,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6
"3394",1,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7
"2498",1,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6
"4156",1,6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6
"218",1,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
"2170",1,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,7
"3007",1,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7
"727",1,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5
"990",1,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
"4051",1,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6
"2871",1,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
"2197",1,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7
"3396",1,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
"264",1,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6
"3218",1,7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5
"1319",1,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
"1123",1,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
