age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
46, Self-emp-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, <=50K
43, Local-gov,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
54, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc,10, Divorced, Exec-managerial, Other-relative, White, Male,0,1564,70, Iran, >50K
19, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, ?,9, Divorced, ?, Unmarried, Black, Female,0,0,32, United-States, <=50K
24, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
48, Private,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, State-gov,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
46, Private,7, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,43, Germany, <=50K
39, Private,5, Married-civ-spouse, Other-service, Wife, Black, Female,3411,0,34, United-States, <=50K
35, State-gov,10, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Federal-gov,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
50, Self-emp-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,60, United-States, <=50K
56, Self-emp-not-inc,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,60, United-States, >50K
44, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,66, United-States, <=50K
25, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
49, Private,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,75, United-States, <=50K
47, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
26, Private,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
53, Self-emp-inc,9, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
53, State-gov,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,35, United-States, >50K
37, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
60, ?,14, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
58, State-gov,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,10, Married-spouse-absent, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,2339,55, United-States, <=50K
20, Private,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,15, United-States, <=50K
69, ?,3, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov,9, Separated, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
20, ?,10, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K
44, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States, >50K
24, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
24, State-gov,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,13, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, State-gov,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private,9, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private,10, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
45, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, England, >50K
26, Private,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
44, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
71, Self-emp-inc,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
59, Private,6, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
26, ?,9, Separated, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
18, Private,10, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
62, Private,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cuba, <=50K
44, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
44, Private,12, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
47, Private,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Italy, >50K
64, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, ?, >50K
24, Private,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,45, United-States, <=50K
25, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, ?,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Private,9, Widowed, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
31, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
40, Local-gov,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
30, Private,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
27, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
60, Private,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,13, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
42, Private,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
41, Private,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov,9, Widowed, Farming-fishing, Unmarried, White, Male,0,2339,40, United-States, <=50K
17, ?,6, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private,5, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, >50K
37, Local-gov,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
21, State-gov,10, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
52, Private,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,10, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
38, Private,13, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
24, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, ?,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47, Local-gov,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
32, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, ?,13, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
68, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
68, Private,10, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
44, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
44, Private,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States, >50K
27, Private,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
38, Local-gov,13, Separated, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Local-gov,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov,9, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States, >50K
18, Local-gov,7, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
37, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,60, United-States, >50K
77, Local-gov,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,6, United-States, <=50K
68, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Private,9, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Private,13, Never-married, Transport-moving, Unmarried, White, Male,0,0,20, United-States, <=50K
54, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
28, ?,12, Married-AF-spouse, ?, Wife, White, Female,0,0,3, United-States, <=50K
44, Private,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
28, Private,10, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
72, Private,5, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
27, Private,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, United-States, <=50K
31, Private,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, ?, <=50K
36, Private,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
35, Private,12, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, ?,13, Never-married, ?, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, State-gov,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,13, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,16, United-States, <=50K
53, Private,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
24, Private,13, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, State-gov,11, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,40, United-States, >50K
20, Private,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
22, Private,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
66, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
25, Federal-gov,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private,9, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
47, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
