"","y","buying","maint","doors","persons","lug_boot","safety","class"
"8491",0,"low","med","2","2","big","low","acc"
"8501",0,"vhigh","low","2","2","med","high","unacc"
"851",0,"vhigh","vhigh","4","2","small","med","acc"
"8521",0,"med","vhigh","3","2","small","med","unacc"
"8531",0,"vhigh","vhigh","3","4","big","med","unacc"
"8541",0,"low","low","4","2","big","high","unacc"
"8551",0,"vhigh","low","5more","4","big","med","acc"
"8561",0,"vhigh","vhigh","3","more","med","low","acc"
"8571",0,"low","med","5more","more","small","high","unacc"
"8581",0,"low","low","3","2","small","high","unacc"
"8591",0,"high","low","2","4","med","low","unacc"
"8601",0,"vhigh","low","4","2","med","low","acc"
"8611",0,"high","high","5more","more","small","low","unacc"
"8621",0,"med","vhigh","3","more","big","med","unacc"
"8631",0,"med","low","5more","4","big","med","unacc"
"8641",0,"med","high","4","4","small","high","unacc"
"8651",0,"low","vhigh","4","more","med","high","unacc"
"8661",0,"vhigh","med","3","4","big","high","unacc"
"8671",0,"vhigh","high","3","more","small","low","acc"
"8681",0,"high","vhigh","2","2","med","med","unacc"
"8691",0,"vhigh","high","5more","2","med","med","acc"
"8701",0,"vhigh","med","3","4","med","high","unacc"
"8711",0,"vhigh","med","5more","4","small","med","unacc"
"8721",0,"high","med","3","4","med","high","unacc"
"8731",0,"high","med","4","2","big","med","vgood"
"8741",0,"vhigh","high","4","4","small","med","unacc"
"8751",0,"med","high","4","4","med","med","acc"
"8761",0,"med","vhigh","5more","4","big","high","acc"
"877",0,"vhigh","low","3","2","med","low","acc"
"8781",0,"low","med","5more","2","med","med","unacc"
"879",0,"high","high","5more","2","small","high","acc"
"8801",0,"med","high","2","2","big","high","good"
"8811",0,"high","med","2","4","big","low","unacc"
"882",0,"low","vhigh","3","2","small","low","unacc"
"8831",0,"vhigh","vhigh","3","more","big","high","unacc"
"8841",0,"low","vhigh","4","4","small","low","unacc"
"885",0,"low","high","2","more","small","high","unacc"
"8861",0,"low","low","2","2","small","high","unacc"
"8871",0,"low","med","5more","2","med","high","unacc"
"888",0,"vhigh","med","3","4","small","high","acc"
"8891",0,"low","vhigh","5more","2","big","high","unacc"
"8901",0,"low","vhigh","5more","4","big","med","unacc"
"8911",0,"med","med","3","2","big","low","unacc"
"892",0,"high","med","3","more","big","high","unacc"
"8931",0,"vhigh","high","3","2","big","high","unacc"
"8941",0,"vhigh","med","4","2","big","low","acc"
"8951",0,"med","high","3","2","small","low","unacc"
"8961",0,"med","low","4","more","big","low","unacc"
"897",0,"med","low","4","more","big","low","unacc"
"8981",0,"high","high","3","more","big","low","unacc"
"8991",0,"low","vhigh","5more","more","small","high","unacc"
"9001",0,"med","high","4","4","big","high","unacc"
"9011",0,"high","med","2","4","small","low","acc"
"9021",0,"med","high","4","2","med","med","unacc"
"9031",0,"low","high","2","4","small","high","unacc"
"904",0,"high","high","3","more","small","high","unacc"
"9051",0,"low","vhigh","4","4","med","low","unacc"
"9061",0,"high","low","3","2","small","med","unacc"
"9071",0,"high","low","3","more","small","med","acc"
"9081",0,"med","high","5more","2","small","high","acc"
"9091",0,"low","low","2","4","med","med","unacc"
"910",0,"med","low","3","2","small","high","good"
"9111",0,"med","low","2","more","med","high","unacc"
"9121",0,"med","low","5more","4","small","med","unacc"
"9131",0,"low","med","5more","2","med","med","acc"
"914",0,"med","vhigh","4","2","med","high","unacc"
"9151",0,"low","vhigh","4","4","small","low","unacc"
"9161",0,"vhigh","high","3","2","small","low","acc"
"9171",0,"med","vhigh","2","2","big","low","unacc"
"9181",0,"high","low","5more","2","big","high","unacc"
"919",0,"vhigh","med","3","more","small","low","unacc"
"9201",0,"vhigh","high","4","4","big","low","unacc"
"921",0,"low","med","4","4","med","low","unacc"
"9221",0,"low","vhigh","4","4","small","med","unacc"
"9231",0,"low","vhigh","3","more","med","low","unacc"
"9241",0,"low","low","3","2","small","high","unacc"
"9251",0,"med","vhigh","3","more","small","high","acc"
"9261",0,"vhigh","high","4","2","small","med","unacc"
"9271",0,"vhigh","low","4","4","small","low","acc"
"9281",0,"low","vhigh","5more","more","big","high","acc"
"9291",0,"vhigh","vhigh","4","more","small","high","unacc"
"930",0,"med","high","4","more","med","high","unacc"
"9311",0,"vhigh","high","3","more","small","med","unacc"
"9321",0,"low","med","5more","2","med","med","unacc"
"9331",0,"high","high","4","2","med","high","acc"
"9341",0,"med","low","2","more","big","high","acc"
"9351",0,"low","high","2","2","big","low","unacc"
"9361",0,"low","low","2","more","big","high","acc"
"9371",0,"vhigh","vhigh","4","4","med","high","unacc"
"9381",0,"vhigh","high","3","4","med","med","unacc"
"9391",0,"med","high","2","more","med","low","unacc"
"940",0,"vhigh","low","5more","2","small","high","unacc"
"9411",0,"low","high","3","2","big","high","unacc"
"9421",0,"low","low","3","2","small","low","unacc"
"9431",0,"med","vhigh","3","4","med","med","unacc"
"9441",0,"high","low","4","more","small","high","unacc"
"9451",0,"med","high","2","2","big","med","unacc"
"9461",0,"med","high","5more","more","small","low","unacc"
"9471",0,"high","low","3","2","med","low","acc"
"948",0,"vhigh","high","5more","2","big","low","unacc"
"9491",0,"vhigh","vhigh","3","2","small","high","unacc"
"950",0,"med","high","3","more","big","high","unacc"
"9511",0,"low","med","5more","more","small","med","unacc"
"9521",0,"high","vhigh","4","more","med","high","unacc"
"9531",0,"high","vhigh","3","2","small","low","good"
"9541",0,"med","vhigh","3","2","big","high","unacc"
"9551",0,"med","med","5more","more","small","high","unacc"
"9561",0,"vhigh","med","5more","2","small","high","acc"
"9571",0,"high","low","3","4","small","high","acc"
"9581",0,"low","high","4","4","med","high","acc"
"9591",0,"low","high","3","more","small","low","unacc"
"9601",0,"low","med","2","2","med","high","acc"
"961",0,"vhigh","high","5more","2","med","low","unacc"
"9621",0,"med","med","3","4","med","low","acc"
"9631",0,"med","high","2","4","med","low","acc"
"9641",0,"med","low","4","more","med","low","unacc"
"9651",0,"vhigh","low","5more","4","big","low","acc"
"9661",0,"med","high","5more","4","med","high","unacc"
"9671",0,"vhigh","low","4","4","med","low","good"
"9681",0,"low","med","2","4","med","low","acc"
"9691",0,"vhigh","vhigh","5more","2","small","med","unacc"
"9701",0,"vhigh","vhigh","4","more","big","low","acc"
"9711",0,"vhigh","high","2","2","big","med","unacc"
"9721",0,"low","med","3","more","big","high","unacc"
"973",0,"vhigh","low","2","4","big","low","unacc"
"9741",0,"vhigh","low","3","4","med","high","unacc"
"9751",0,"med","low","5more","4","small","low","unacc"
"9761",0,"med","high","4","more","small","high","unacc"
"9771",0,"high","med","5more","2","med","low","unacc"
"9781",0,"med","vhigh","2","2","med","low","unacc"
"9791",0,"low","med","5more","2","med","low","unacc"
"9801",0,"low","med","2","2","small","high","unacc"
"981",0,"low","med","5more","2","big","high","acc"
"9821",0,"med","vhigh","3","more","med","low","acc"
"9831",0,"vhigh","med","5more","more","small","high","acc"
"9841",0,"high","low","5more","more","small","med","acc"
"9851",0,"med","vhigh","2","2","small","high","unacc"
"9861",0,"high","vhigh","2","4","med","med","good"
"9871",0,"vhigh","low","2","more","med","low","unacc"
"9881",0,"med","high","3","4","med","high","unacc"
"9891",0,"med","vhigh","5more","more","med","low","vgood"
"990",0,"vhigh","vhigh","5more","4","big","high","vgood"
"9911",0,"high","vhigh","2","more","med","high","unacc"
"9921",0,"vhigh","high","2","4","small","high","vgood"
"9931",0,"vhigh","med","4","4","small","high","good"
"994",0,"high","high","4","4","small","low","unacc"
"9951",0,"high","med","2","2","med","med","good"
"9961",0,"low","low","5more","more","med","high","unacc"
"9971",0,"low","vhigh","3","2","small","high","acc"
"9981",0,"low","high","5more","2","small","med","good"
"999",0,"vhigh","med","2","2","med","med","unacc"
"10001",0,"low","high","4","2","big","med","acc"
"10011",0,"med","low","5more","more","small","med","acc"
"10021",0,"low","vhigh","2","4","big","high","good"
"10031",0,"med","vhigh","3","4","med","med","unacc"
"1004",0,"vhigh","high","2","more","med","low","good"
"10051",0,"low","med","4","2","big","high","acc"
"10061",0,"vhigh","high","3","4","small","low","unacc"
"10071",0,"low","med","3","2","big","med","acc"
"1008",0,"med","med","2","more","med","high","acc"
"10091",0,"med","low","5more","more","big","med","unacc"
"10101",0,"low","low","4","2","med","med","acc"
"10111",0,"high","high","2","2","big","low","unacc"
"10121",0,"med","high","2","2","med","high","unacc"
"10131",0,"high","low","3","more","small","low","unacc"
"10141",0,"high","low","3","2","big","high","acc"
"1015",0,"low","vhigh","3","more","small","med","unacc"
"10161",0,"med","med","3","4","med","low","unacc"
"10171",0,"vhigh","vhigh","2","more","big","high","unacc"
"10181",0,"med","vhigh","4","4","big","med","unacc"
"10191",0,"high","vhigh","5more","4","med","med","unacc"
"10201",0,"med","vhigh","2","4","small","med","unacc"
"10211",0,"low","high","2","2","big","low","unacc"
"10221",0,"med","med","2","more","small","med","unacc"
"10231",0,"vhigh","high","2","4","small","low","unacc"
"10241",0,"med","vhigh","5more","more","big","low","unacc"
"10251",0,"low","low","3","more","med","med","unacc"
"10261",0,"med","high","3","more","med","high","unacc"
"1027",0,"vhigh","med","3","more","big","med","unacc"
"10281",0,"vhigh","vhigh","3","more","big","low","acc"
"10291",0,"vhigh","low","5more","4","med","med","acc"
"10301",0,"med","med","4","2","big","low","unacc"
"10311",0,"vhigh","vhigh","3","more","big","low","unacc"
"10321",0,"vhigh","med","2","more","big","low","unacc"
"10331",0,"vhigh","med","2","4","med","med","unacc"
"10341",0,"high","low","3","4","med","high","vgood"
"10351",0,"high","high","5more","more","med","med","unacc"
"1036",0,"vhigh","low","2","more","big","med","unacc"
"10371",0,"high","low","2","2","small","high","unacc"
"1038",0,"high","med","5more","more","small","low","unacc"
"10391",0,"high","med","4","2","med","low","acc"
"10401",0,"high","med","2","4","small","high","unacc"
"10411",0,"low","med","5more","more","big","high","unacc"
"10421",0,"med","high","4","4","med","high","acc"
"10431",0,"vhigh","low","5more","4","big","med","acc"
"10441",0,"vhigh","vhigh","4","2","small","high","unacc"
"10451",0,"high","vhigh","2","4","small","med","vgood"
"10461",0,"med","high","4","4","big","high","unacc"
"10471",0,"low","low","4","4","big","low","unacc"
"1048",0,"med","vhigh","2","4","big","med","unacc"
"10491",0,"high","low","3","more","big","high","unacc"
"10501",0,"high","med","2","more","big","high","unacc"
"10511",0,"med","low","3","more","small","low","unacc"
"10521",0,"vhigh","low","2","more","small","high","unacc"
"10531",0,"med","med","4","2","small","low","unacc"
"10541",0,"high","high","2","4","big","high","acc"
"1055",0,"low","vhigh","2","4","med","low","unacc"
"1056",0,"high","med","5more","2","small","high","unacc"
"10571",0,"low","low","4","more","med","low","unacc"
"10581",0,"high","med","5more","2","med","med","unacc"
"10591",0,"med","vhigh","5more","2","med","high","acc"
"10601",0,"high","high","3","2","med","med","unacc"
"1061",0,"high","med","2","4","med","med","acc"
"10621",0,"med","vhigh","4","2","med","low","acc"
"10631",0,"low","low","5more","4","small","med","unacc"
"10641",0,"low","vhigh","3","2","big","low","unacc"
"10651",0,"med","low","4","2","big","med","unacc"
"1066",0,"vhigh","high","5more","more","big","high","unacc"
"1067",0,"low","low","5more","4","med","low","unacc"
"10681",0,"low","low","4","4","med","low","acc"
"1069",0,"vhigh","high","4","4","big","high","unacc"
"1070",0,"vhigh","high","4","more","med","low","unacc"
"10711",0,"vhigh","high","2","4","big","high","good"
"1072",0,"med","med","2","more","big","high","unacc"
"1073",0,"vhigh","low","4","more","med","high","unacc"
"10741",0,"vhigh","high","5more","4","small","med","unacc"
"10751",0,"low","low","2","2","big","med","acc"
"10761",0,"vhigh","vhigh","5more","2","small","med","unacc"
"10771",0,"med","high","4","more","small","low","unacc"
"10781",0,"med","high","2","4","med","high","unacc"
"10791",0,"med","vhigh","3","2","med","med","unacc"
"10801",0,"med","low","5more","more","small","low","unacc"
"10811",0,"med","vhigh","5more","more","small","med","unacc"
"10821",0,"med","low","5more","4","big","med","good"
"10831",0,"med","low","4","more","big","high","unacc"
"10841",0,"vhigh","high","3","2","med","high","unacc"
"1085",0,"med","vhigh","2","more","med","low","unacc"
"10861",0,"med","med","4","more","big","med","unacc"
"1087",0,"med","med","5more","4","big","low","unacc"
"1088",0,"vhigh","high","2","4","big","med","acc"
"10891",0,"low","high","3","more","small","high","unacc"
"10901",0,"med","med","5more","2","med","high","unacc"
"1091",0,"high","high","3","2","small","med","acc"
"10921",0,"vhigh","low","3","2","small","low","unacc"
"10931",0,"vhigh","high","5more","4","med","high","good"
"1094",0,"low","low","3","more","small","low","unacc"
"10951",0,"low","high","2","2","big","low","unacc"
"10961",0,"high","low","2","more","big","high","unacc"
"10971",0,"high","vhigh","5more","2","small","high","unacc"
"10981",0,"vhigh","high","3","4","small","high","vgood"
"10991",0,"low","vhigh","5more","4","med","med","unacc"
"11001",0,"high","vhigh","3","more","small","high","unacc"
"11011",0,"vhigh","high","4","more","big","med","good"
"1102",0,"med","med","5more","more","small","high","vgood"
"11031",0,"high","low","5more","4","small","med","unacc"
"11041",0,"vhigh","high","4","4","big","low","unacc"
"11051",0,"high","high","3","4","small","med","unacc"
"11061",0,"med","low","3","more","med","high","good"
"11071",0,"high","low","5more","4","big","med","acc"
"1108",0,"med","high","5more","more","med","high","unacc"
"11091",0,"vhigh","low","5more","2","small","high","unacc"
"11101",0,"vhigh","low","2","4","small","high","acc"
"11111",0,"med","med","4","4","big","high","acc"
"11121",0,"vhigh","low","3","more","med","low","unacc"
"11131",0,"vhigh","low","4","4","med","high","unacc"
"11141",0,"low","med","2","more","big","high","acc"
"11151",0,"low","low","4","2","med","low","unacc"
"11161",0,"low","vhigh","5more","more","small","med","acc"
"11171",0,"high","low","3","more","med","med","unacc"
"11181",0,"med","med","4","more","med","med","unacc"
"11191",0,"vhigh","high","3","more","big","low","unacc"
"1120",0,"vhigh","vhigh","3","more","small","low","unacc"
"1121",0,"med","low","3","more","big","low","unacc"
"11221",0,"high","low","4","more","big","high","unacc"
"11231",0,"low","vhigh","2","4","small","med","unacc"
"11241",0,"med","low","4","2","small","med","unacc"
"11251",0,"high","low","4","more","big","high","unacc"
"11261",0,"vhigh","low","5more","2","med","med","unacc"
"1127",0,"med","high","3","4","big","med","unacc"
"11281",0,"med","low","3","4","big","low","good"
"1129",0,"low","low","2","more","med","low","unacc"
"11301",0,"low","med","5more","2","small","high","acc"
"11311",0,"med","med","3","2","small","med","acc"
"11321",0,"med","vhigh","5more","4","big","high","acc"
"11331",0,"vhigh","med","5more","2","small","high","unacc"
"11341",0,"vhigh","med","2","more","med","med","unacc"
"11351",0,"low","med","3","more","small","med","acc"
"11361",0,"low","vhigh","2","2","med","med","acc"
"11371",0,"vhigh","med","5more","4","small","high","unacc"
"1138",0,"low","vhigh","3","more","small","low","acc"
"11391",0,"low","high","3","more","big","med","unacc"
"11401",0,"vhigh","vhigh","2","2","med","med","unacc"
"11411",0,"high","vhigh","4","4","med","high","unacc"
"11421",0,"med","vhigh","4","4","med","med","unacc"
"11431",0,"med","low","4","4","small","med","unacc"
"11441",0,"high","high","4","4","med","low","unacc"
"11451",0,"vhigh","low","3","4","big","high","unacc"
"11461",0,"vhigh","high","2","more","med","high","unacc"
"11471",0,"high","med","2","more","small","med","unacc"
"11481",0,"vhigh","high","4","4","big","low","acc"
"11491",0,"low","low","5more","2","small","low","unacc"
"1150",0,"high","high","3","4","big","med","unacc"
"11511",0,"low","low","5more","2","med","med","unacc"
"11521",0,"med","med","5more","more","big","low","unacc"
"11531",0,"high","med","2","4","med","low","unacc"
"11541",0,"low","high","2","more","big","low","acc"
"1155",0,"low","high","3","4","small","high","unacc"
"11561",0,"high","high","4","4","med","med","acc"
"11571",0,"high","low","5more","more","big","low","unacc"
"1158",0,"med","low","2","2","med","low","unacc"
"1159",0,"vhigh","low","5more","more","med","med","unacc"
"1160",0,"low","med","5more","4","med","low","unacc"
"11611",0,"high","med","2","2","med","low","acc"
"1162",0,"high","low","4","2","small","high","unacc"
"11631",0,"med","vhigh","3","more","med","high","unacc"
"11641",0,"high","high","3","more","big","low","unacc"
"11651",0,"vhigh","med","2","4","small","med","unacc"
"11661",0,"vhigh","vhigh","5more","2","med","high","unacc"
"11671",0,"med","med","4","4","small","high","unacc"
"11681",0,"vhigh","low","2","more","big","high","unacc"
"11691",0,"low","vhigh","2","2","med","med","unacc"
"11701",0,"low","high","4","more","med","low","unacc"
"11711",0,"high","low","3","2","big","high","unacc"
"11721",0,"med","vhigh","3","2","big","med","acc"
"11731",0,"high","vhigh","2","more","small","med","acc"
"11741",0,"vhigh","high","5more","more","med","high","unacc"
"11751",0,"med","high","2","more","med","med","acc"
"11761",0,"med","med","3","2","med","med","good"
"11771",0,"low","high","3","more","med","high","acc"
"11781",0,"low","high","3","2","small","high","acc"
"11791",0,"high","high","4","4","small","low","unacc"
"11801",0,"vhigh","high","5more","more","small","high","good"
"11811",0,"med","med","5more","more","med","low","unacc"
"11821",0,"med","vhigh","5more","more","small","med","unacc"
"11831",0,"high","low","4","4","small","med","unacc"
"11841",0,"high","med","4","4","small","high","unacc"
"11851",0,"high","high","5more","4","small","med","vgood"
"11861",0,"high","med","2","4","small","low","unacc"
"11871",0,"low","high","2","4","small","med","unacc"
"11881",0,"vhigh","low","5more","2","big","low","unacc"
"11891",0,"vhigh","med","2","2","med","low","acc"
"11901",0,"med","med","3","2","small","low","acc"
"11911",0,"vhigh","low","4","4","med","med","vgood"
"11921",0,"med","med","2","more","med","low","good"
"11931",0,"vhigh","high","3","4","med","high","unacc"
"11941",0,"low","vhigh","4","2","med","med","unacc"
"1195",0,"high","med","2","4","med","high","unacc"
"11961",0,"vhigh","vhigh","3","4","med","low","unacc"
"11971",0,"high","vhigh","2","more","small","med","unacc"
"1198",0,"med","med","3","2","med","med","acc"
"11991",0,"low","med","5more","2","big","high","acc"
"12001",0,"low","high","3","more","big","low","unacc"
"12011",0,"high","vhigh","2","4","small","high","unacc"
"12021",0,"med","low","5more","more","big","med","acc"
"12031",0,"low","med","4","more","med","low","unacc"
"12041",0,"low","low","5more","2","small","high","unacc"
"12051",0,"high","low","4","more","med","low","unacc"
"12061",0,"low","med","5more","4","med","high","unacc"
"12071",0,"low","vhigh","3","more","small","high","acc"
"12081",0,"high","vhigh","5more","2","med","low","unacc"
"12091",0,"vhigh","vhigh","3","2","small","low","vgood"
"12101",0,"high","vhigh","4","4","med","med","unacc"
"12111",0,"low","low","4","more","small","high","unacc"
"12121",0,"vhigh","vhigh","4","4","small","med","unacc"
"12131",0,"low","low","4","4","small","low","acc"
"12141",0,"high","high","5more","more","big","low","unacc"
"12151",0,"high","high","3","more","big","high","unacc"
"12161",0,"med","high","2","4","big","low","unacc"
"12171",0,"med","low","4","4","small","med","unacc"
"12181",0,"high","vhigh","5more","2","small","med","acc"
"12191",0,"vhigh","high","5more","more","big","high","unacc"
"12201",0,"med","high","4","more","med","low","unacc"
"12211",0,"vhigh","med","3","2","med","high","unacc"
"1222",0,"med","low","3","2","big","low","acc"
"12231",0,"med","low","4","2","big","high","unacc"
"12241",0,"high","med","3","more","med","high","unacc"
"12251",0,"high","high","4","more","small","low","unacc"
"1226",0,"low","low","5more","4","big","high","unacc"
"12271",0,"high","low","3","2","small","high","acc"
"12281",0,"vhigh","low","2","2","big","low","acc"
"12291",0,"vhigh","low","5more","2","med","high","unacc"
"12301",0,"vhigh","vhigh","4","4","med","low","good"
"12311",0,"low","low","4","4","small","med","acc"
"12321",0,"low","med","4","4","big","low","unacc"
"12331",0,"med","vhigh","4","more","big","high","unacc"
"12341",0,"low","vhigh","2","2","small","low","acc"
"12351",0,"med","vhigh","4","2","big","med","unacc"
"12361",0,"low","vhigh","3","more","med","low","unacc"
"12371",0,"med","med","4","more","big","med","acc"
"12381",0,"med","med","3","2","small","high","unacc"
"12391",0,"vhigh","low","5more","4","small","high","acc"
"12401",0,"med","low","4","4","med","high","acc"
"12411",0,"low","med","5more","4","med","high","acc"
"12421",0,"low","high","3","4","med","med","acc"
"1243",0,"vhigh","med","2","4","small","med","unacc"
"12441",0,"vhigh","vhigh","5more","more","small","med","unacc"
"1245",0,"low","med","4","2","med","low","acc"
"1246",0,"vhigh","low","3","more","med","high","acc"
"12471",0,"med","med","2","more","big","med","unacc"
"12481",0,"low","low","5more","more","small","med","acc"
"1249",0,"med","med","2","4","big","med","unacc"
"12501",0,"med","vhigh","2","more","med","high","acc"
"12511",0,"vhigh","high","4","4","small","low","acc"
"12521",0,"low","high","2","4","small","low","acc"
"12531",0,"med","high","5more","2","big","med","unacc"
"1254",0,"med","vhigh","3","2","small","low","unacc"
"12551",0,"high","high","4","2","med","low","unacc"
"12561",0,"vhigh","vhigh","5more","more","big","low","unacc"
"1257",0,"vhigh","low","4","4","small","med","unacc"
"12581",0,"low","low","2","2","med","high","unacc"
"12591",0,"vhigh","vhigh","5more","2","med","med","unacc"
"12601",0,"high","med","2","4","big","low","unacc"
"12611",0,"high","low","3","4","big","low","unacc"
"1262",0,"vhigh","high","2","more","med","low","unacc"
"12631",0,"high","med","3","2","small","high","unacc"
"12641",0,"high","low","2","more","big","high","vgood"
"12651",0,"low","low","3","more","small","low","acc"
"12661",0,"vhigh","low","5more","2","small","low","unacc"
"1267",0,"vhigh","med","5more","4","small","high","unacc"
"1268",0,"med","low","3","4","med","med","unacc"
"12691",0,"high","high","3","more","big","low","unacc"
"12701",0,"med","low","4","more","big","low","acc"
"12711",0,"low","low","3","2","med","low","unacc"
"12721",0,"vhigh","low","3","more","small","low","unacc"
"12731",0,"vhigh","med","2","4","med","low","unacc"
"12741",0,"low","vhigh","4","2","med","med","unacc"
"1275",0,"low","high","4","more","small","low","acc"
"12761",0,"med","med","3","more","small","low","unacc"
"12771",0,"high","low","5more","4","small","high","unacc"
"12781",0,"med","low","2","4","small","med","unacc"
"1279",0,"high","low","5more","4","med","med","unacc"
"12801",0,"low","high","5more","more","big","med","unacc"
"12811",0,"high","low","4","more","big","med","unacc"
"12821",0,"med","low","5more","4","small","med","unacc"
"1283",0,"med","high","3","2","small","med","unacc"
"12841",0,"low","high","5more","2","small","low","unacc"
"12851",0,"vhigh","vhigh","2","more","big","high","unacc"
"12861",0,"vhigh","med","2","more","big","med","unacc"
"12871",0,"med","low","5more","4","small","high","acc"
"12881",0,"low","high","2","2","small","med","unacc"
"12891",0,"vhigh","low","5more","4","small","low","unacc"
"12901",0,"vhigh","med","5more","2","small","med","acc"
"12911",0,"med","low","3","4","big","low","unacc"
"1292",0,"med","high","5more","more","med","med","unacc"
"12931",0,"high","low","5more","more","med","low","unacc"
"1294",0,"vhigh","high","3","more","med","med","unacc"
"1295",0,"med","high","5more","4","big","low","unacc"
"12961",0,"low","med","2","more","small","low","good"
"1297",0,"vhigh","high","3","more","med","med","unacc"
"1298",0,"vhigh","med","4","2","big","low","unacc"
"12991",0,"high","high","4","more","med","med","unacc"
"13001",0,"vhigh","med","5more","more","big","low","unacc"
"1301",0,"med","vhigh","4","4","med","high","unacc"
"13021",0,"vhigh","low","4","2","med","med","unacc"
"13031",0,"vhigh","high","4","2","small","low","unacc"
"13041",0,"vhigh","high","2","more","big","high","unacc"
"13051",0,"vhigh","high","2","4","small","low","unacc"
"1306",0,"high","vhigh","4","2","big","high","unacc"
"13071",0,"vhigh","vhigh","5more","4","med","low","unacc"
"13081",0,"vhigh","vhigh","2","2","big","high","unacc"
"13091",0,"high","vhigh","4","2","big","med","unacc"
"1310",0,"vhigh","vhigh","5more","more","big","high","unacc"
"1311",0,"vhigh","low","2","2","big","high","good"
"1312",0,"high","med","5more","4","small","high","acc"
"1313",0,"vhigh","high","5more","more","med","med","vgood"
"13141",0,"high","vhigh","4","2","big","low","unacc"
"13151",0,"vhigh","vhigh","5more","2","small","high","unacc"
"13161",0,"vhigh","low","2","4","med","low","unacc"
"13171",0,"high","low","3","4","big","high","acc"
"13181",0,"vhigh","low","5more","2","small","low","unacc"
"13191",0,"low","low","2","2","small","med","unacc"
"1320",0,"low","vhigh","2","more","med","med","good"
"13211",0,"high","med","5more","more","med","high","vgood"
"13221",0,"high","med","4","2","small","med","acc"
"13231",0,"high","low","4","2","big","low","unacc"
"1324",0,"vhigh","vhigh","2","more","med","low","good"
"13251",0,"med","low","4","4","small","high","unacc"
"13261",0,"vhigh","high","5more","4","med","low","unacc"
"1327",0,"vhigh","low","5more","4","med","high","unacc"
"13281",0,"low","med","5more","2","med","high","unacc"
"13291",0,"high","high","3","more","big","low","unacc"
"13301",0,"vhigh","med","3","more","med","med","unacc"
"13311",0,"vhigh","high","5more","2","med","med","unacc"
"13321",0,"vhigh","vhigh","2","2","big","med","unacc"
"13331",0,"med","med","2","2","big","med","unacc"
"13341",0,"med","vhigh","5more","4","small","med","unacc"
"13351",0,"med","high","2","2","small","low","unacc"
"1336",0,"high","med","3","more","big","high","unacc"
"13371",0,"med","vhigh","3","4","small","med","acc"
"13381",0,"vhigh","low","3","more","med","high","acc"
"13391",0,"high","vhigh","4","more","med","high","unacc"
"13401",0,"vhigh","med","2","4","big","high","unacc"
"13411",0,"low","med","2","more","big","med","acc"
"1342",0,"low","high","4","4","small","high","unacc"
"13431",0,"high","high","5more","more","small","high","unacc"
"1344",0,"low","med","5more","more","small","med","unacc"
"13451",0,"low","med","4","4","big","med","unacc"
"13461",0,"high","low","3","2","small","med","unacc"
"13471",0,"low","high","4","2","big","low","unacc"
"13481",0,"high","med","2","more","big","high","vgood"
"13491",0,"med","high","3","2","big","high","unacc"
"13501",0,"med","vhigh","2","4","med","med","good"
"1351",0,"high","high","4","2","big","med","unacc"
"13521",0,"vhigh","vhigh","3","4","big","med","unacc"
"13531",0,"vhigh","vhigh","4","4","med","high","unacc"
"13541",0,"med","vhigh","5more","2","big","med","acc"
"1355",0,"med","high","3","more","med","med","unacc"
"13561",0,"vhigh","med","5more","2","med","low","acc"
"13571",0,"low","vhigh","5more","4","med","high","unacc"
"13581",0,"vhigh","med","4","4","small","med","unacc"
"1359",0,"low","med","2","2","big","med","unacc"
"1360",0,"high","low","2","2","small","high","acc"
"13611",0,"med","vhigh","2","more","big","low","unacc"
"13621",0,"high","vhigh","5more","2","med","med","unacc"
"13631",0,"low","high","3","more","big","low","acc"
"13641",0,"vhigh","low","2","4","small","high","unacc"
"1365",0,"med","med","5more","4","big","med","good"
"13661",0,"low","high","2","2","med","med","acc"
"1367",0,"med","low","2","more","big","high","good"
"13681",0,"vhigh","high","2","4","med","low","unacc"
"1369",0,"high","high","2","4","med","high","acc"
"13701",0,"high","med","4","2","small","high","unacc"
"13711",0,"vhigh","med","5more","2","small","high","vgood"
"13721",0,"low","low","4","more","med","med","unacc"
"13731",0,"high","med","5more","2","big","low","vgood"
"13741",0,"vhigh","low","5more","2","med","med","acc"
"13751",0,"med","high","5more","more","small","med","unacc"
"1376",0,"med","high","4","4","med","high","unacc"
"13771",0,"med","med","3","4","small","high","unacc"
"13781",0,"vhigh","low","5more","4","med","med","unacc"
"1379",0,"high","low","4","2","big","low","unacc"
"13801",0,"low","low","2","more","small","med","unacc"
"13811",0,"low","med","4","more","small","high","unacc"
"1382",0,"med","med","4","2","med","low","vgood"
