"","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"8001",747,"Germany","Male",36,8,102603.3,2,1,1,180693.61,0
"8003",590,"Spain","Male",37,1,0,2,0,0,133535.99,0
"8005",615,"France","Male",45,5,0,2,1,1,164886.64,0
"8009",591,"Germany","Female",44,10,113581.98,1,1,0,1985.41,0
"8012",701,"France","Female",35,2,0,2,1,1,65765.22,0
"8018",459,"Germany","Male",50,5,109387.9,1,1,0,155721.15,0
"8022",512,"France","Female",41,6,0,1,1,1,100507.81,0
"8023",616,"France","Female",31,3,136789.14,1,1,0,59346.4,1
"8024",664,"France","Male",36,1,0,2,1,1,95372.64,0
"8025",694,"France","Male",30,10,144684.03,1,1,1,31805.49,0
"8039",613,"Germany","Female",50,5,101242.98,2,1,0,12493.61,0
"8049",548,"Spain","Male",33,6,0,1,1,1,31728.35,0
"8052",605,"Germany","Female",56,1,74129.18,2,1,1,62199.78,1
"8055",525,"Germany","Female",47,1,118087.68,1,1,0,88120.78,1
"8058",816,"Germany","Female",34,2,108410.87,2,1,0,102908.91,0
"8066",430,"Germany","Male",49,3,137115.16,1,1,0,146516.86,1
"8076",850,"France","Male",58,8,156652.13,1,0,0,25899.21,1
"8077",732,"France","Female",36,9,0,1,0,0,3749,1
"8087",593,"France","Male",50,6,171740.69,1,0,0,20893.61,0
"8093",802,"France","Male",38,1,142557.11,1,1,1,172497.73,0
"8099",770,"France","Female",68,2,183555.24,1,0,0,159557.28,1
"8108",560,"France","Male",50,3,0,2,1,0,84531.79,0
"8109",437,"Germany","Male",35,6,126803.34,2,1,1,161133.4,0
"8115",492,"Germany","Female",49,2,151249.45,2,1,1,167237.94,0
"8120",704,"France","Male",31,5,132084.66,3,1,1,54474.48,1
"8122",793,"France","Male",35,2,0,2,1,1,79704.12,0
"8130",847,"Spain","Male",31,5,0,2,1,1,76326.67,0
"8137",716,"France","Female",38,1,0,2,1,1,99661.46,0
"8142",486,"Spain","Male",24,1,0,1,1,0,98802.76,0
"8151",760,"Germany","Male",29,5,103607.24,2,0,1,86334.64,0
"8157",434,"Germany","Male",71,9,119496.87,1,1,0,125848.88,0
"8169",597,"Spain","Female",33,2,0,2,1,1,4700.66,0
"8172",496,"Spain","Female",44,0,179356.28,2,1,0,2919.21,1
"8176",561,"France","Female",22,6,186788.96,2,1,0,73286.8,0
"8178",678,"Germany","Female",40,8,128644.46,1,0,0,167673.37,0
"8182",598,"France","Male",28,8,129991.76,2,0,1,46041.08,0
"8183",562,"Spain","Male",36,5,0,1,0,1,182843.24,0
"8184",621,"Spain","Female",59,2,0,2,1,1,171364.18,0
"8186",722,"Germany","Female",40,6,89175.06,2,0,1,152883.95,0
"8190",715,"France","Male",21,8,0,2,1,0,68666.63,0
"8199",668,"Spain","Female",36,3,133686.52,1,1,0,190958.48,1
"8206",477,"Germany","Female",39,4,182491.57,1,1,0,185830.72,0
"8208",566,"Spain","Male",63,2,120787.18,2,1,1,52198.84,0
"8215",836,"Germany","Female",32,4,109196.67,2,1,0,55218.02,0
"8217",704,"Germany","Male",41,4,109026.8,2,1,1,43117.1,0
"8228",850,"France","Female",30,3,0,2,1,0,116692.8,0
"8229",554,"France","Female",39,10,160132.75,1,1,0,32824.15,0
"8234",633,"Spain","Female",33,4,92855.02,1,1,1,159813.18,0
"8236",564,"Spain","Male",37,9,100252.18,1,1,1,146033.52,0
"8241",790,"Germany","Male",50,8,121438.58,1,1,1,176471.78,1
"8243",478,"France","Female",50,2,0,1,0,1,93332.64,1
"8252",629,"Germany","Female",37,1,35549.81,2,0,0,49676.33,0
"8256",575,"France","Female",40,1,139532.34,1,1,0,181294.39,0
"8258",571,"France","Male",40,5,0,2,0,0,72849.29,0
"8259",590,"France","Male",41,1,89086.31,1,1,0,24499.97,0
"8262",670,"France","Male",38,7,0,2,1,1,77864.41,0
"8269",787,"Germany","Female",42,2,74483.97,2,0,1,44273.91,0
"8275",748,"Germany","Female",31,1,99557.94,1,1,0,199255.32,0
"8280",605,"France","Female",34,2,0,1,0,0,35982.42,0
"8281",706,"Spain","Male",53,7,0,2,0,1,117939.17,0
"8283",747,"France","Female",21,4,81025.6,2,1,0,167682.57,0
"8287",632,"Spain","Male",28,7,155519.59,1,1,0,1843.24,0
"8291",797,"France","Male",37,4,75263.7,1,1,0,85801.77,0
"8294",766,"Germany","Female",28,4,90696.78,1,0,1,21597.2,0
"8315",643,"France","Male",33,4,0,2,1,1,152992.04,0
"8319",520,"France","Female",39,6,145644.05,1,0,0,104118.93,0
"8321",564,"Germany","Male",33,3,109341.87,1,1,0,75632.78,0
"8323",617,"France","Female",35,5,0,2,0,1,13066.3,0
"8329",638,"Spain","Male",34,5,146679.77,1,1,0,102179.86,0
"8334",683,"France","Male",30,4,66190.33,1,1,1,115186.97,0
"8343",655,"France","Female",34,3,0,2,1,0,159638.77,0
"8344",849,"Germany","Female",49,9,132934.89,1,1,0,171056.65,1
"8346",568,"Spain","Female",46,3,0,2,1,1,29372.62,0
"8347",695,"Spain","Male",32,9,0,3,0,1,38533.79,0
"8353",587,"Germany","Female",49,7,155393.98,2,1,0,13308.2,1
"8364",557,"Germany","Male",57,1,120043.13,1,1,0,132370.75,1
"8366",850,"France","Male",31,1,96399.31,2,1,0,106534.15,0
"8373",850,"Germany","Male",44,2,112755.34,2,0,0,158171.36,0
"8375",628,"Spain","Female",55,7,0,3,1,0,85890.75,1
"8393",739,"Germany","Male",32,3,102128.27,1,1,0,63981.37,1
"8403",549,"Germany","Male",36,6,139422.37,1,0,0,83983.39,1
"8404",844,"France","Female",28,4,0,2,0,1,123318.37,0
"8405",586,"Germany","Female",47,5,157099.47,2,1,1,65481.86,0
"8416",760,"Spain","Male",38,3,91241.85,1,0,1,80682.35,0
"8418",630,"France","Female",26,5,0,2,1,0,182612.38,0
"8419",683,"Germany","Female",39,2,100062.16,2,1,0,109201.43,0
"8422",693,"France","Male",43,6,128760.32,1,1,0,36342.79,0
"8427",514,"France","Male",26,1,0,2,0,0,121551.93,0
"8428",753,"France","Female",40,0,3768.69,2,1,0,177065.24,1
"8437",834,"Spain","Male",40,7,0,2,0,0,45038.74,0
"8440",670,"France","Male",22,2,114991.45,1,1,1,37392.56,0
"8446",683,"France","Female",26,7,0,2,1,0,86619.77,0
"8456",609,"France","Female",53,6,0,2,1,1,124218.27,0
"8457",715,"France","Male",37,9,165252.52,1,1,0,85286.3,0
"8460",595,"Spain","Male",23,7,0,2,1,1,168085.97,0
"8464",526,"Spain","Male",49,2,0,1,1,0,114539.67,1
"8469",678,"Spain","Female",27,5,87099.85,2,1,0,149550.95,0
"8476",633,"Germany","Male",58,2,128137.42,2,1,0,147635.33,1
"8477",701,"France","Male",51,9,0,2,0,0,61961.57,0
"8479",639,"France","Male",66,0,0,2,0,1,42240.54,0
"8492",651,"Spain","Male",42,2,143145.87,2,1,0,43612.06,0
"8511",550,"France","Female",40,8,150490.32,1,0,0,166468.21,1
"8523",644,"Spain","Male",18,8,0,2,1,0,59172.42,0
"8527",627,"France","Male",27,1,62092.9,1,1,1,105887.04,0
"8529",534,"Spain","Male",35,4,0,2,0,0,9541.15,0
"8543",688,"Germany","Female",40,8,150679.71,2,0,1,196226.38,0
"8547",553,"Germany","Male",35,2,158584.28,2,1,0,43640.16,0
"8558",729,"France","Female",32,7,38550.06,1,0,1,179230.23,0
"8559",574,"France","Female",39,5,119013.86,1,1,0,103421.91,0
"8560",677,"Germany","Female",39,0,111213.64,2,1,1,147578.26,0
"8562",788,"Spain","Male",36,10,109632.85,1,1,1,16149.13,0
"8567",679,"France","Female",39,4,0,1,0,0,172939.3,1
"8568",699,"France","Male",30,9,0,1,1,1,108162.13,0
"8574",633,"France","Female",26,8,124281.84,1,1,1,60116.57,0
"8581",529,"France","Female",31,6,152310.55,1,1,0,13054.25,0
"8596",758,"Germany","Female",23,5,122739.1,1,1,0,102460.84,1
"8598",634,"Germany","Female",53,3,113781.5,2,1,1,106345.05,1
"8602",640,"Germany","Male",45,8,120591.19,1,0,0,195123.94,0
"8612",596,"Spain","Female",30,1,0,2,1,0,8125.39,0
"8617",653,"Spain","Female",27,6,107751.68,2,1,1,33389.42,0
"8635",741,"France","Male",39,5,0,1,0,1,40207.06,0
"8636",651,"Germany","Male",29,3,121890.06,1,1,0,54530.51,1
"8638",520,"France","Male",34,3,0,2,1,1,104703.96,0
"8651",637,"France","Male",27,1,0,2,1,0,91291.2,0
"8653",774,"Spain","Female",43,1,110646.54,1,0,0,108804.28,0
"8663",510,"Germany","Female",44,4,123070.89,1,1,0,28461.29,1
"8665",690,"Spain","Female",48,2,0,2,1,1,3149.1,0
"8669",532,"Spain","Female",37,5,0,2,0,1,6761.84,0
"8691",762,"Spain","Female",43,5,134204.67,1,1,1,139971.01,0
"8696",775,"France","Male",31,9,0,2,1,0,169278.51,0
"8698",751,"Spain","Female",37,3,99773.85,2,1,0,54865.92,0
"8706",742,"France","Female",35,2,79126.17,1,1,1,126997.53,0
"8710",529,"France","Male",39,6,102025.08,2,1,0,12351.01,0
"8711",678,"Germany","Female",37,2,113383.07,1,1,1,135123.96,0
"8714",786,"Spain","Male",40,6,0,2,0,0,41248.8,0
"8716",579,"Germany","Male",41,0,141749.68,1,0,1,9201.53,0
"8719",589,"France","Male",37,7,85146.48,2,1,0,86490.09,1
"8725",668,"Spain","Female",30,8,0,2,1,0,138465.7,0
"8731",764,"France","Male",30,5,0,2,0,1,105155.66,0
"8733",724,"France","Female",29,6,0,2,0,1,64729.51,0
"8735",706,"Germany","Female",47,10,144090.42,1,1,0,140938.95,1
"8743",693,"Spain","Female",45,4,0,2,1,1,26589.56,0
"8746",663,"Spain","Female",28,8,61274.7,2,1,0,136054.45,0
"8749",655,"Germany","Female",44,6,146498.76,1,1,0,64853.51,1
"8751",655,"France","Female",32,2,0,1,1,1,71047.51,0
"8756",707,"Spain","Female",52,7,0,1,1,0,109688.82,1
"8767",649,"Spain","Female",36,6,86607.39,1,0,0,19825.09,0
"8769",761,"Germany","Male",62,5,98854.34,1,0,0,86920.97,1
"8778",603,"Spain","Male",24,1,165149.13,2,1,0,21858.28,0
"8784",782,"France","Male",34,9,0,1,1,0,183021.06,1
"8788",689,"Spain","Male",73,1,108555.07,1,0,1,167969.15,0
"8794",537,"Germany","Male",66,8,103291.25,2,1,1,130664.79,0
"8803",792,"Spain","Female",40,7,0,1,1,0,141652.2,0
"8812",610,"France","Female",35,7,81905.95,1,1,1,61623.19,0
"8813",652,"France","Male",26,3,137998.2,2,0,1,168989.77,0
"8814",850,"Germany","Female",26,8,123126.29,1,1,0,74425.41,0
"8819",677,"France","Female",37,3,0,2,1,1,38252.25,0
"8824",675,"Spain","Female",50,1,133204.91,1,0,1,8270.06,0
"8837",850,"France","Male",43,7,0,2,1,1,173851.11,0
"8853",708,"Spain","Male",38,8,99640.89,1,1,0,12429.22,0
"8856",697,"Spain","Male",43,10,128226.37,1,0,0,188486.94,0
"8865",832,"France","Female",29,5,0,2,1,0,178779.52,0
"8868",457,"France","Female",38,7,164496.99,1,1,1,163327.27,0
"8873",685,"France","Male",30,2,0,2,1,1,140889.32,0
"8877",556,"Spain","Male",46,3,131764.96,1,1,1,108500.66,1
"8882",744,"France","Male",29,1,43504.42,1,1,1,119327.75,0
"8884",471,"Spain","Female",28,5,0,2,1,1,22356.97,0
"8886",668,"Spain","Male",45,4,102486.21,2,1,1,158379.25,0
"8887",575,"France","Male",36,1,0,1,0,1,94570.56,0
"8890",580,"France","Female",39,9,128362.59,1,1,0,86044.98,0
"8902",586,"France","Male",51,2,138553.57,1,1,1,92406.22,0
"8905",683,"Spain","Male",40,4,95053.1,1,1,1,116816.54,1
"8906",557,"France","Male",36,3,0,1,0,1,144078.02,0
"8907",613,"Spain","Female",32,0,0,2,0,1,126675.62,0
"8911",657,"Germany","Female",48,5,143595.87,1,0,0,101314.65,1
"8916",606,"France","Male",36,1,155655.46,1,1,1,192387.51,1
"8924",625,"Germany","Female",55,8,118772.71,4,0,0,135853.62,1
"8930",569,"France","Female",35,4,93934.63,1,1,0,184748.23,0
"8931",724,"France","Female",69,5,117866.92,1,1,1,62280.91,0
"8940",772,"France","Male",34,9,0,2,1,0,170980.86,0
"8942",774,"Germany","Male",34,4,120875.23,2,0,1,113407.26,0
"8944",516,"France","Female",37,8,113143.12,1,0,0,3363.36,0
"8947",623,"France","Male",28,7,0,1,0,0,129526.57,0
"8949",583,"France","Male",48,3,91246.53,1,1,0,60017.46,1
"8950",731,"Spain","Male",46,10,0,2,1,0,153015.42,0
"8957",728,"Spain","Male",42,8,0,2,0,1,41823.22,0
"8958",585,"Germany","Male",37,6,152496.82,1,1,1,99907.29,0
"8962",603,"France","Male",44,9,0,1,1,0,138328.24,0
"8970",562,"France","Female",51,7,122822,2,0,0,32626.21,0
"8971",758,"Spain","Male",61,2,0,2,1,1,43982.41,0
"8977",720,"France","Male",29,2,0,2,1,0,39925.52,0
"8990",640,"Germany","Female",31,10,118613.34,1,1,0,168469.65,0
"9000",702,"Spain","Female",38,9,0,2,1,1,158527.45,0
"9003",605,"France","Male",36,7,128829.25,1,1,0,190588.59,0
"9007",661,"Spain","Male",20,8,0,1,1,0,110252.53,0
"9012",775,"France","Male",42,6,133970.22,2,0,1,187839.9,0
"9021",718,"Spain","Male",34,5,113922.44,2,1,0,30772.22,0
"9025",640,"France","Female",47,6,89799.46,2,0,1,13783.77,1
"9029",590,"France","Female",45,2,81828.22,1,1,0,52167.97,0
"9030",594,"Germany","Male",18,1,132694.73,1,1,0,167689.56,0
"9053",768,"Germany","Female",47,5,104552.61,1,1,0,48137.08,1
"9055",546,"France","Female",30,5,0,2,0,1,198543.09,0
"9056",630,"France","Male",55,2,0,1,1,1,106202.07,1
"9061",685,"France","Female",33,1,0,3,0,1,70221.13,1
"9073",529,"France","Male",43,6,93616.35,2,0,0,98348.66,0
"9081",711,"France","Female",81,6,0,2,1,1,72276.24,0
"9112",633,"Germany","Male",40,5,86172.81,2,1,1,117279.49,0
"9116",612,"Germany","Female",36,2,130700.92,2,0,0,77592.8,0
"9130",838,"Spain","Female",40,6,61671.19,1,0,1,150659.35,1
"9137",595,"France","Male",20,4,95830.43,1,1,0,177738.98,0
"9138",535,"France","Female",38,0,135919.33,1,1,0,80425.65,0
"9145",818,"Germany","Male",43,10,105301.5,1,1,1,78941.59,0
"9152",614,"France","Male",49,1,0,2,1,0,192440.54,0
"9155",581,"France","Female",27,5,102258.11,2,1,0,194681.6,0
"9160",609,"France","Male",32,7,118520.41,1,0,0,3815.48,0
"9161",778,"France","Male",24,4,0,2,1,1,162809.2,0
"9164",608,"France","Female",47,6,0,1,1,1,126012.57,0
"9174",673,"Spain","Male",43,8,127132.96,1,0,1,6009.27,1
"9176",519,"France","Female",38,7,125328.56,1,1,0,188225.67,0
"9189",628,"Spain","Male",28,4,0,2,1,1,176750.81,0
"9192",572,"France","Male",30,6,117696.67,1,1,0,100843.82,0
"9194",597,"France","Female",26,8,149989.39,1,1,0,42330.58,0
"9199",499,"France","Female",28,4,141792.61,1,1,1,22001.91,0
"9201",739,"France","Female",30,6,0,1,0,0,122604.44,0
"9202",458,"Germany","Female",43,1,106870.12,2,1,0,100564.37,0
"9217",724,"France","Male",30,10,0,2,1,1,54265.55,0
"9218",644,"France","Male",31,5,0,2,1,1,41872.17,0
"9227",586,"France","Male",27,5,130231.8,2,1,1,192427.16,0
"9228",776,"France","Female",31,5,0,2,1,0,92647.94,0
"9229",699,"France","Male",39,2,109724.38,1,1,1,180022.39,0
"9234",543,"France","Female",31,4,138317.94,1,0,0,61843.73,0
"9235",642,"Germany","Male",49,4,120688.61,1,1,0,24770.22,1
"9238",740,"Germany","Male",40,4,114318.78,2,1,0,129333.69,1
"9244",505,"Spain","Male",37,0,134006.39,1,1,1,93736.69,0
"9258",678,"Germany","Female",37,8,149000.91,2,1,1,21472.42,0
"9264",542,"France","Female",31,3,0,2,1,1,115217.59,0
"9272",649,"Spain","Female",47,8,110783.28,1,1,1,71420.16,0
"9277",435,"France","Male",54,3,0,1,1,0,156910.46,1
"9283",619,"Spain","Male",34,1,0,1,1,0,139919.38,0
"9288",688,"France","Female",32,5,0,2,0,1,177607.77,0
"9289",635,"Germany","Female",36,9,81231.85,2,1,0,196731.08,0
"9300",824,"France","Male",26,7,146266,1,1,0,21903.62,1
"9305",616,"France","Male",40,9,0,2,0,0,93717.55,0
"9310",678,"Germany","Male",83,6,123356.63,1,0,1,92934.41,0
"9326",635,"Spain","Female",41,10,0,2,1,1,61994.2,0
"9331",630,"France","Male",34,9,0,2,1,1,114006.35,0
"9341",737,"France","Male",45,10,0,2,1,0,1364.54,0
"9343",619,"France","Female",28,3,0,2,1,0,53394.12,0
"9345",727,"France","Female",28,2,110997.76,1,1,0,101433.76,0
"9348",660,"Spain","Female",36,0,84438.57,1,1,1,181449.51,0
"9367",736,"France","Female",36,6,0,1,1,0,70496.66,0
"9376",659,"Germany","Male",48,4,123593.22,2,1,0,82469.06,1
"9378",584,"France","Female",26,0,146286.22,1,1,0,105105.35,0
"9381",627,"France","Male",70,1,94416.78,1,0,1,145299.5,0
"9384",716,"France","Female",23,2,94464.81,2,0,1,185900.88,0
"9386",687,"Germany","Male",44,8,95368.14,2,1,1,1787.85,0
"9391",752,"Germany","Female",37,5,113291.05,2,1,1,132467.54,0
"9399",488,"France","Female",34,2,0,2,1,1,181270.84,0
"9404",638,"France","Female",36,6,0,1,1,0,164247.51,0
"9406",575,"France","Male",36,7,0,1,1,1,55868.97,1
"9415",544,"Spain","Female",53,9,0,1,1,0,125692.07,1
"9416",768,"Germany","Female",43,2,129264.05,2,0,0,19150.14,0
"9421",657,"France","Female",28,7,0,2,0,1,5177.62,0
"9429",737,"France","Female",70,9,87542.89,2,1,1,42576.86,0
"9434",643,"France","Male",39,7,0,2,1,1,170392.59,0
"9437",684,"France","Male",38,4,0,3,1,0,75609.84,0
"9441",593,"Spain","Male",27,10,0,3,0,0,94620,1
"9443",741,"France","Male",37,9,105261.76,2,1,1,149503.54,0
"9452",524,"Spain","Male",29,3,159035.45,1,1,0,2705.31,1
"9468",676,"Spain","Male",36,1,82729.49,1,1,0,113810.12,0
"9474",608,"Spain","Male",45,4,0,2,0,0,36697.48,1
"9480",781,"Spain","Male",35,1,0,2,0,0,42117.9,0
"9481",593,"France","Female",33,0,95927.04,1,1,0,199478.05,0
"9489",671,"Spain","Male",32,6,123912.78,2,1,1,146636.44,0
"9496",680,"France","Male",33,10,183768.47,1,1,0,164119.35,0
"9500",522,"Germany","Female",25,5,94049.92,2,1,0,103269,0
"9511",617,"France","Female",26,2,165947.99,2,0,1,168834.38,0
"9525",850,"Germany","Male",38,5,146756.68,1,1,0,78268.61,0
"9527",642,"Germany","Male",18,5,111183.53,2,0,1,10063.75,0
"9536",850,"Spain","Male",41,8,132838.07,1,1,1,175347.28,0
"9540",659,"France","Male",29,6,123192.12,1,1,1,56971.41,1
"9547",524,"France","Male",29,7,0,2,1,1,105448.74,0
"9556",782,"Germany","Female",72,5,148666.99,1,1,0,2605.65,1
"9561",686,"France","Male",41,5,128876.71,3,1,1,106939.34,1
"9565",554,"Spain","Male",42,1,0,2,0,1,183492.9,0
"9571",631,"France","Male",35,8,129205.49,1,1,1,79146.36,0
"9582",850,"France","Female",28,9,0,2,1,1,164864.67,0
"9591",772,"Germany","Male",34,7,111565.91,1,1,1,121073.23,0
"9597",531,"France","Male",37,7,121854.45,1,1,0,147521.35,0
"9599",508,"France","Male",35,1,86893.28,1,0,0,59374.82,0
"9608",674,"France","Male",28,5,0,1,1,1,151925.25,0
"9618",591,"Germany","Female",35,2,90194.34,2,1,0,57064.57,0
"9621",561,"Spain","Male",37,4,101470.29,1,0,1,88838.14,0
"9622",718,"Germany","Female",33,4,70541.06,1,0,0,88592.8,0
"9625",350,"France","Female",40,0,111098.85,1,1,1,172321.21,1
"9636",547,"France","Female",49,2,0,1,0,0,65466.93,1
"9651",834,"Spain","Male",33,5,0,2,1,0,66285.18,0
"9660",821,"Germany","Male",42,3,87807.29,2,1,1,64613.81,0
"9678",724,"Germany","Male",33,4,88046.88,1,0,1,186942.49,1
"9690",698,"France","Female",57,9,111359.55,2,1,0,105715.01,0
"9693",574,"Spain","Male",52,7,115532.52,1,1,0,196257.67,0
"9703",644,"Spain","Female",31,5,86006.3,1,1,1,73922.95,0
"9709",737,"Germany","Female",22,10,111543.26,2,0,0,106327.85,0
"9715",726,"Spain","Female",56,2,105473.74,1,1,1,46044.7,0
"9717",812,"Germany","Male",39,5,115730.71,3,1,1,185599.34,1
"9729",616,"Germany","Female",43,7,95984.21,1,0,1,115262.54,1
"9730",651,"France","Male",23,10,0,2,1,1,170099.23,0
"9731",586,"Germany","Male",38,2,136858.42,1,0,1,189143.94,0
"9744",752,"Germany","Male",32,9,115587.49,2,0,1,101677.46,0
"9753",690,"France","Male",21,8,0,2,1,1,155782.89,0
"9759",556,"Germany","Female",43,4,125890.72,1,1,1,74854.97,0
"9764",619,"France","Male",27,1,154483.98,1,1,0,156394.74,0
"9766",445,"France","Male",64,2,136770.67,1,0,1,43678.06,0
"9768",554,"France","Male",33,3,117413.95,1,1,1,12766.74,0
"9770",656,"France","Male",44,10,143571.52,1,0,0,127444.14,0
"9774",532,"France","Male",36,4,0,2,1,1,132798.78,0
"9775",679,"France","Male",42,1,0,2,0,0,71823.15,0
"9788",553,"France","Male",32,7,64082.09,1,0,1,109159.58,0
"9791",559,"Spain","Female",39,2,0,2,1,1,121151.1,0
"9793",819,"Spain","Female",28,8,168253.21,1,1,1,102799.14,0
"9807",658,"Spain","Male",35,9,71829.34,1,1,1,68141.92,0
"9813",705,"Germany","Female",31,9,110941.93,2,1,0,163484.8,0
"9814",590,"Spain","Female",29,10,99250.08,1,1,1,129629.41,0
"9819",558,"France","Male",31,7,0,1,1,0,198269.08,0
"9823",808,"Germany","Male",39,3,124216.93,1,0,1,171442.36,0
"9832",705,"Germany","Female",48,1,156848.13,2,1,1,99475.95,1
"9836",838,"France","Male",31,2,0,2,1,0,8222.96,0
"9840",484,"France","Male",41,5,0,1,1,1,74267.35,0
"9851",459,"France","Male",26,4,149879.66,1,0,0,50016.17,0
"9853",501,"Spain","Male",43,6,104533.24,1,0,0,81123.59,1
"9854",719,"Spain","Male",37,10,145382.61,1,1,0,80408.59,0
"9874",724,"Germany","Female",33,9,119278.44,1,1,1,197148.24,0
"9880",486,"Germany","Male",62,9,118356.89,2,1,0,168034.83,1
"9901",646,"Germany","Male",39,6,121681.91,2,0,1,61793.47,0
"9914",718,"France","Female",44,1,133866.22,1,0,1,139049.24,0
"9916",543,"Spain","Male",41,5,0,2,0,1,143980.29,0
"9930",755,"Germany","Male",38,4,111096.91,1,1,1,19762.88,0
"9931",425,"Germany","Male",40,9,166776.6,2,0,1,172646.88,0
"9936",735,"Germany","Male",28,5,160454.15,2,0,1,114957.22,0
"9939",526,"Spain","Female",36,5,91132.18,1,0,0,58111.71,0
"9942",657,"Spain","Male",36,8,0,2,0,1,123866.43,0
"9943",739,"Germany","Female",25,5,113113.12,1,1,0,129181.27,0
"9967",479,"Spain","Male",35,4,125920.98,1,1,1,20393.44,0
"9968",623,"France","Male",48,5,118469.38,1,1,1,158590.25,0
"9973",758,"France","Male",26,4,155739.76,1,1,0,171552.02,0
"9975",583,"France","Male",33,7,122531.86,1,1,0,13549.24,0
"9976",610,"Germany","Male",50,1,113957.01,2,1,0,196526.55,1
"9981",741,"Spain","Male",35,6,74371.49,1,0,0,99595.67,0
"9991",714,"Germany","Male",33,3,35016.6,1,1,0,53667.08,0
"9996",771,"France","Male",39,5,0,2,1,0,96270.64,0
"9999",772,"Germany","Male",42,3,75075.31,2,1,0,92888.52,1
