"","y","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"137",0,"GP","M",19,"U","LE3","T",3,3,"teacher","health","other","mother",4,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,5,4,1,2,0,11,14,10
"1381",0,"GP","F",17,"U","LE3","T",1,1,"other","other","home","mother",2,1,0,"no","no","no","yes","yes","yes","no","no",3,3,5,1,1,5,0,11,14,11
"1391",0,"GP","F",17,"U","LE3","A",1,4,"other","services","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,4,1,0,12,18,14
"1401",0,"MS","M",16,"U","LE3","A",2,2,"at_home","teacher","reputation","mother",1,2,1,"no","yes","no","yes","no","yes","yes","no",4,3,3,1,2,5,0,12,14,9
"1411",0,"GP","F",15,"U","GT3","T",3,2,"other","services","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",2,2,3,1,2,5,2,7,11,14
"142",0,"MS","M",18,"U","LE3","T",3,4,"other","other","home","mother",4,2,0,"no","yes","no","no","no","yes","yes","no",5,4,2,4,5,5,0,14,11,9
"143",0,"MS","M",18,"R","GT3","A",1,1,"other","services","home","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,4,3,1,4,4,6,11,8,15
"1441",0,"MS","M",18,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",5,3,5,1,5,3,2,10,17,10
"1451",0,"GP","M",16,"R","GT3","T",4,1,"services","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",3,3,2,1,5,1,2,9,9,12
"1461",0,"GP","M",17,"R","GT3","T",4,1,"at_home","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,2,1,2,2,11,11,16
"1471",0,"MS","F",16,"U","GT3","T",3,2,"other","services","home","other",1,1,0,"no","yes","no","no","yes","no","no","no",5,3,5,1,2,1,3,9,14,9
"1481",0,"GP","F",18,"R","GT3","T",2,3,"other","other","reputation","father",2,1,0,"no","yes","no","no","yes","yes","yes","no",3,3,1,1,5,3,8,13,10,10
"149",0,"GP","F",18,"U","LE3","T",2,4,"at_home","other","home","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,5,5,1,2,5,4,8,11,15
"1501",0,"GP","F",19,"U","GT3","T",4,4,"other","other","other","father",1,1,0,"no","yes","no","yes","yes","no","no","yes",5,3,3,5,5,3,9,12,12,9
"1511",0,"GP","M",19,"U","GT3","T",2,1,"at_home","other","reputation","father",4,2,0,"yes","yes","no","no","no","yes","yes","no",4,4,3,1,1,1,5,11,16,14
"1521",0,"GP","F",15,"U","GT3","T",2,4,"services","services","course","father",1,1,0,"yes","yes","no","no","yes","no","yes","no",3,3,5,1,2,5,16,16,8,13
"1531",0,"MS","F",15,"U","GT3","T",3,1,"other","other","course","mother",1,2,1,"no","no","no","yes","yes","yes","no","yes",5,2,4,1,3,3,6,15,16,8
"1541",0,"GP","F",17,"U","GT3","A",4,4,"health","other","course","father",3,2,0,"no","yes","no","no","yes","yes","yes","no",3,5,1,2,2,3,14,10,12,13
"1551",0,"GP","F",17,"U","GT3","T",2,4,"health","other","reputation","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,5,1,4,12,10,15,17
"156",0,"MS","F",15,"U","GT3","T",4,2,"at_home","services","course","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","yes",5,3,5,1,4,4,0,10,8,11
"1571",0,"MS","F",15,"U","GT3","T",1,4,"at_home","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,1,5,1,2,2,0,10,11,12
"1581",0,"GP","M",17,"U","GT3","T",4,1,"at_home","other","course","father",1,3,0,"no","no","no","yes","no","yes","yes","yes",4,3,4,1,2,4,26,12,11,13
"159",0,"MS","F",19,"U","GT3","T",3,2,"services","other","course","father",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,5,2,5,3,0,9,14,9
"1601",0,"GP","F",18,"R","LE3","T",2,2,"services","other","reputation","mother",2,3,0,"no","yes","no","no","no","yes","yes","yes",5,4,3,1,1,5,2,9,14,16
"1611",0,"GP","F",17,"U","GT3","T",1,1,"services","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","no","yes","no",4,5,2,1,1,3,0,12,15,11
"1621",0,"GP","F",15,"U","GT3","T",4,2,"at_home","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,4,5,4,1,6,11,8,10
"1631",0,"GP","M",17,"U","LE3","T",2,2,"at_home","services","course","father",2,3,3,"no","no","no","yes","yes","yes","yes","yes",4,2,3,2,1,2,4,7,13,14
"1641",0,"GP","F",18,"U","GT3","T",2,2,"services","other","home","mother",2,2,0,"no","yes","no","no","no","yes","yes","no",5,3,4,1,3,5,0,11,8,11
"165",0,"GP","M",17,"U","GT3","T",1,0,"other","services","course","mother",2,2,0,"no","yes","no","yes","no","yes","no","yes",5,3,5,2,2,3,8,9,14,13
"1661",0,"GP","F",20,"R","GT3","T",1,4,"at_home","services","course","mother",3,2,0,"yes","yes","no","no","no","yes","no","no",2,2,3,1,3,3,2,16,10,14
"1671",0,"GP","M",17,"U","GT3","T",4,1,"other","health","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,3,4,1,3,5,0,5,11,14
"1681",0,"GP","F",17,"R","GT3","T",2,1,"other","other","reputation","mother",2,4,0,"no","yes","no","yes","no","yes","yes","yes",3,5,3,1,1,5,0,7,15,13
"1691",0,"GP","M",16,"U","LE3","T",2,3,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,3,1,4,0,16,11,10
"1701",0,"GP","M",17,"U","LE3","T",2,1,"teacher","services","course","mother",2,2,0,"no","yes","no","yes","no","yes","no","no",4,1,4,1,1,1,0,14,12,13
"1711",0,"MS","M",17,"R","GT3","T",4,2,"other","other","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,6,11,15,6
"1721",0,"GP","F",16,"U","GT3","T",4,4,"other","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,4,2,1,1,1,6,17,8,11
"1731",0,"MS","M",16,"U","GT3","A",1,4,"at_home","services","home","mother",1,2,1,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,2,3,4,10,14,10
"1741",0,"GP","F",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,4,0,"no","no","no","yes","yes","yes","yes","yes",5,2,5,3,1,3,2,12,5,14
"1751",0,"GP","F",15,"R","GT3","T",4,2,"other","other","reputation","father",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,2,5,2,1,2,0,7,11,12
"1761",0,"GP","M",18,"R","LE3","T",4,2,"services","other","other","mother",1,1,0,"no","no","no","no","yes","yes","no","yes",5,3,3,1,2,3,1,11,8,12
"1771",0,"GP","M",16,"R","GT3","T",3,3,"other","health","course","mother",1,1,0,"no","yes","no","no","yes","yes","no","no",1,3,5,5,3,4,0,14,11,10
"1781",0,"GP","M",18,"U","GT3","T",2,2,"at_home","other","course","mother",1,2,1,"no","no","no","yes","yes","yes","yes","yes",3,3,4,1,2,5,0,7,12,10
"179",0,"MS","M",18,"R","LE3","T",1,1,"other","at_home","course","mother",2,1,0,"yes","yes","no","no","yes","yes","yes","no",4,2,2,1,2,3,0,11,12,16
"1801",0,"MS","F",15,"U","GT3","T",4,2,"services","services","course","mother",2,2,0,"no","no","no","no","yes","yes","yes","yes",2,5,3,5,1,2,2,10,11,11
"1811",0,"GP","M",16,"R","GT3","T",2,1,"other","other","reputation","mother",1,4,1,"no","yes","no","no","yes","yes","no","no",4,2,4,1,1,3,8,14,11,13
"182",0,"GP","F",16,"U","GT3","A",1,3,"at_home","services","reputation","mother",1,2,0,"yes","no","no","no","no","no","yes","no",3,2,4,1,1,1,0,14,14,8
"1831",0,"MS","M",18,"U","LE3","T",3,2,"services","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,2,1,0,11,8,10
"1841",0,"MS","M",15,"R","GT3","T",1,1,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",3,3,2,1,3,5,2,15,8,15
"185",0,"GP","F",16,"R","LE3","T",4,3,"at_home","services","course","father",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,3,1,2,4,4,11,10,15
"1861",0,"GP","F",17,"U","GT3","T",2,1,"at_home","services","reputation","other",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,2,1,2,5,10,17,12,14
"1871",0,"MS","F",17,"R","GT3","A",4,1,"other","services","course","mother",1,2,0,"no","yes","no","yes","yes","no","yes","no",4,5,2,1,3,5,8,14,13,12
"1881",0,"GP","M",17,"R","GT3","T",4,2,"other","other","other","mother",1,1,0,"no","yes","no","no","yes","yes","yes","yes",4,4,4,2,3,5,0,8,8,0
"1891",0,"GP","F",15,"U","GT3","T",3,1,"health","services","home","father",1,1,0,"no","no","no","no","no","no","yes","no",5,4,2,1,2,5,4,7,13,18
"1901",0,"GP","F",17,"R","GT3","T",3,1,"teacher","other","reputation","mother",1,3,0,"no","yes","no","no","no","yes","no","no",5,5,4,1,1,1,0,11,16,10
"1911",0,"MS","M",15,"U","LE3","T",2,3,"other","services","course","mother",1,4,0,"no","no","no","no","yes","yes","yes","yes",3,3,2,1,3,5,0,12,16,8
"1921",0,"GP","F",19,"R","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,3,3,3,1,4,0,12,8,10
"1931",0,"GP","M",15,"U","GT3","T",2,4,"services","teacher","course","mother",2,2,0,"no","yes","no","yes","no","yes","yes","no",5,2,4,1,1,3,2,12,14,17
"1941",0,"GP","F",17,"R","LE3","T",3,2,"other","other","reputation","mother",1,4,1,"no","yes","no","yes","yes","yes","yes","yes",5,4,3,1,5,5,0,12,17,13
"195",0,"GP","F",15,"U","LE3","T",3,3,"other","other","course","mother",1,3,0,"yes","no","no","yes","yes","yes","yes","no",3,5,2,1,1,4,10,13,11,13
"1961",0,"MS","M",17,"R","GT3","T",4,2,"health","other","reputation","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,4,3,4,14,15,13
"1971",0,"GP","F",19,"U","GT3","T",1,3,"services","other","reputation","mother",1,1,0,"no","no","no","no","yes","yes","no","yes",4,4,4,2,5,4,0,10,13,17
"198",0,"MS","F",15,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,0,"no","no","no","no","yes","no","yes","yes",4,5,2,1,3,5,4,10,10,9
"1991",0,"MS","M",18,"U","GT3","T",3,2,"services","other","course","father",1,2,0,"no","no","no","no","yes","yes","yes","yes",3,2,3,2,5,3,0,10,15,11
"200",0,"GP","F",16,"U","LE3","A",2,2,"at_home","services","other","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,3,4,1,4,5,0,11,16,14
"201",0,"MS","F",15,"R","GT3","T",1,1,"other","health","reputation","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",4,4,2,1,1,5,6,14,11,13
"202",0,"GP","F",15,"U","GT3","T",2,2,"services","other","other","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,5,1,1,2,10,11,11,11
"2031",0,"GP","M",19,"R","LE3","T",4,2,"teacher","services","reputation","father",2,1,0,"no","yes","no","yes","yes","yes","yes","yes",3,1,3,1,1,5,4,15,0,10
"2041",0,"GP","F",19,"U","GT3","T",2,4,"other","other","course","other",1,1,0,"no","no","no","no","no","yes","yes","no",4,4,2,5,2,5,8,11,11,13
"2051",0,"GP","F",19,"U","LE3","T",1,1,"at_home","other","course","mother",1,3,0,"no","yes","no","yes","yes","no","no","no",5,3,3,1,2,5,0,14,12,11
"2061",0,"GP","M",17,"R","GT3","T",4,1,"other","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,5,1,1,2,6,12,10,10
"2071",0,"GP","F",18,"U","LE3","T",4,1,"services","teacher","reputation","father",1,1,0,"no","yes","no","no","yes","yes","yes","yes",4,2,4,1,1,1,0,11,15,10
"208",0,"GP","M",16,"U","GT3","T",2,4,"other","at_home","course","mother",1,4,0,"no","no","no","no","no","yes","yes","yes",4,4,3,3,3,3,0,11,8,13
"2091",0,"GP","F",18,"U","GT3","A",4,2,"other","other","course","father",1,2,0,"no","yes","no","no","yes","yes","no","no",5,4,1,4,3,5,8,11,14,13
"2101",0,"GP","F",15,"U","GT3","T",1,4,"other","other","course","mother",2,2,0,"no","no","no","no","no","yes","no","no",4,2,2,1,2,5,2,14,9,13
"2111",0,"MS","F",18,"R","GT3","T",1,4,"at_home","services","course","father",2,3,0,"no","yes","no","no","yes","yes","yes","no",5,2,4,1,1,4,7,10,13,14
"212",0,"MS","F",16,"U","GT3","T",4,2,"other","services","course","father",3,1,0,"yes","no","no","yes","yes","yes","yes","no",3,5,3,1,3,5,8,12,12,15
"2131",0,"MS","M",18,"U","GT3","T",4,4,"other","services","course","father",1,3,3,"no","no","no","yes","no","yes","yes","no",1,3,4,2,1,5,0,17,11,14
"2141",0,"GP","F",18,"U","GT3","T",1,3,"services","other","home","mother",2,2,1,"no","yes","no","no","no","yes","yes","yes",3,5,3,3,3,5,2,13,16,10
"215",0,"MS","F",15,"R","GT3","A",2,2,"services","services","home","mother",3,2,0,"no","yes","no","no","yes","yes","no","no",4,3,3,2,2,4,0,11,11,11
"2161",0,"GP","F",18,"U","GT3","T",4,3,"health","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","no","yes",5,3,5,1,4,5,8,8,13,14
"2171",0,"GP","F",18,"U","GT3","A",4,3,"services","other","other","mother",2,2,0,"no","yes","no","yes","yes","yes","no","no",4,4,3,1,1,4,12,13,10,5
"2181",0,"GP","M",16,"U","LE3","T",2,3,"other","other","other","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,4,1,5,4,12,13,13
"2191",0,"MS","F",15,"U","GT3","T",4,1,"other","other","reputation","other",2,3,0,"no","no","no","yes","no","yes","yes","yes",3,4,4,1,4,5,0,17,10,11
"2201",0,"GP","F",18,"U","GT3","T",1,2,"services","health","reputation","mother",3,1,1,"no","yes","no","yes","yes","no","yes","no",5,4,2,1,2,5,11,14,12,8
"2211",0,"GP","M",16,"U","GT3","T",2,2,"other","teacher","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,5,2,1,1,4,10,12,14
"222",0,"MS","F",15,"U","GT3","T",4,3,"other","other","course","mother",3,1,0,"no","no","no","yes","yes","yes","yes","yes",4,4,3,2,3,3,0,8,9,14
"223",0,"MS","F",15,"R","GT3","T",3,4,"other","other","reputation","mother",1,2,0,"no","yes","yes","no","no","yes","yes","yes",5,3,3,1,1,5,0,9,11,13
"2241",0,"MS","M",18,"U","GT3","T",2,2,"other","other","home","mother",1,4,0,"no","no","no","no","no","yes","yes","no",4,3,5,1,1,2,0,16,12,11
"2251",0,"GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,3,4,4,3,0,8,16,10
"2261",0,"GP","F",16,"R","GT3","T",1,3,"teacher","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,4,5,1,4,4,0,13,12,12
"2271",0,"GP","M",17,"R","GT3","A",1,1,"other","other","reputation","mother",1,2,0,"no","no","no","yes","no","yes","no","no",4,3,4,1,5,1,8,12,13,11
"2281",0,"GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","other",2,2,0,"yes","no","no","yes","yes","yes","yes","no",3,4,3,3,4,3,6,9,9,14
"229",0,"GP","F",18,"U","LE3","T",2,3,"services","other","course","mother",2,2,3,"no","yes","yes","no","no","yes","yes","no",5,4,4,1,1,5,2,13,11,11
"2301",0,"GP","M",18,"U","GT3","T",4,4,"health","other","other","mother",2,4,0,"no","yes","no","no","yes","yes","no","yes",4,3,3,1,3,5,4,13,13,16
"2311",0,"GP","M",16,"R","GT3","T",4,3,"services","other","other","mother",3,4,0,"no","yes","no","no","yes","no","yes","no",5,5,2,3,5,4,2,10,12,10
"2321",0,"GP","M",18,"U","LE3","T",2,1,"services","other","reputation","mother",2,1,0,"yes","yes","no","no","yes","no","yes","yes",3,2,2,2,1,1,7,13,13,14
"2331",0,"GP","M",18,"U","LE3","T",2,2,"services","other","course","mother",2,1,3,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,2,2,12,13,12
"2341",0,"GP","M",15,"U","LE3","T",1,1,"services","at_home","reputation","mother",1,3,0,"no","yes","no","yes","no","yes","yes","no",3,3,2,1,3,5,0,6,11,11
"2351",0,"GP","F",15,"U","GT3","T",2,2,"other","other","home","father",4,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,3,1,3,3,0,13,11,13
"2361",0,"GP","M",16,"U","LE3","T",1,2,"at_home","at_home","home","mother",2,1,0,"no","no","no","no","yes","yes","no","yes",4,3,3,1,1,5,0,11,11,13
"2371",0,"GP","F",15,"U","LE3","T",3,3,"other","other","reputation","mother",2,1,0,"no","no","no","no","yes","yes","yes","no",5,2,5,1,1,3,0,10,14,15
"2381",0,"GP","F",18,"R","GT3","T",2,1,"services","other","home","father",1,3,0,"no","yes","no","no","yes","yes","no","no",4,4,5,2,1,4,2,7,8,14
"2391",0,"GP","F",18,"U","LE3","A",4,3,"teacher","teacher","course","father",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,2,1,2,0,15,9,11
"240",0,"GP","F",17,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,1,"no","no","no","yes","yes","yes","yes","yes",5,2,4,1,1,1,4,12,13,14
"2411",0,"MS","M",15,"U","GT3","T",2,2,"health","other","home","mother",1,1,1,"no","yes","no","no","yes","yes","yes","yes",4,3,1,1,2,5,2,10,11,11
"2421",0,"MS","M",18,"U","GT3","T",2,2,"services","other","home","mother",2,3,0,"no","no","no","no","yes","no","yes","no",5,2,1,1,1,2,0,10,13,14
"2431",0,"GP","F",18,"R","LE3","T",4,2,"other","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,5,4,4,2,2,12,9,13
"2441",0,"GP","F",18,"R","LE3","T",2,1,"at_home","services","reputation","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,1,5,0,8,12,12
"2451",0,"GP","F",17,"R","GT3","A",2,4,"other","health","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,2,5,1,1,2,12,12,17,10
"2461",0,"GP","F",15,"U","GT3","A",3,3,"other","other","reputation","mother",1,1,1,"no","no","no","no","yes","no","no","yes",5,4,3,1,1,4,0,12,10,10
"2471",0,"GP","F",17,"U","LE3","T",2,2,"teacher","other","course","mother",2,1,0,"no","yes","no","no","yes","yes","no","yes",4,4,2,1,3,4,0,10,11,10
"248",0,"MS","M",16,"R","GT3","T",3,1,"at_home","at_home","course","mother",1,1,0,"no","no","no","yes","yes","no","yes","no",4,2,2,1,5,3,2,13,14,16
"2491",0,"GP","F",15,"U","LE3","T",3,4,"at_home","services","other","mother",3,2,3,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,5,2,8,13,17
"2501",0,"GP","F",16,"U","GT3","T",2,1,"at_home","other","course","mother",2,3,1,"no","yes","no","no","yes","yes","yes","no",3,4,5,1,1,2,4,10,11,13
"251",0,"MS","M",16,"U","LE3","T",2,4,"other","teacher","course","father",2,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,5,1,1,5,14,11,14,17
"252",0,"MS","F",18,"U","GT3","A",1,3,"services","other","course","mother",1,3,0,"no","yes","no","no","no","yes","yes","no",1,3,1,1,1,2,0,11,9,15
"2531",0,"MS","F",17,"U","GT3","A",2,2,"other","other","other","mother",1,3,0,"yes","no","no","no","no","yes","yes","yes",4,4,2,1,3,3,4,14,9,13
"254",0,"MS","M",17,"U","GT3","T",4,2,"at_home","services","reputation","mother",2,1,0,"no","no","no","no","yes","yes","no","no",2,2,3,1,4,3,2,10,14,16
"2551",0,"MS","M",18,"U","GT3","T",4,2,"at_home","other","other","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",3,3,5,1,2,5,3,17,9,11
"256",0,"GP","F",20,"R","GT3","T",2,2,"other","services","other","mother",1,1,0,"yes","yes","no","no","no","yes","no","yes",4,4,2,1,1,5,8,10,9,10
"2571",0,"GP","F",19,"R","GT3","T",2,3,"at_home","other","other","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,2,1,2,1,6,8,11,9
"258",0,"MS","M",17,"U","GT3","T",4,1,"other","other","home","mother",1,1,0,"yes","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,5,0,12,13,12
"2591",0,"MS","F",16,"U","GT3","T",1,1,"health","services","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,1,5,1,11,12,7
"2601",0,"GP","F",15,"R","GT3","T",3,3,"services","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,2,5,3,1,5,0,12,15,0
"2611",0,"GP","F",16,"U","LE3","T",4,3,"at_home","services","course","father",1,1,3,"no","yes","no","no","yes","yes","yes","no",5,2,3,1,1,3,0,11,12,13
"262",0,"GP","F",18,"U","GT3","A",2,3,"at_home","services","course","mother",3,2,1,"no","no","no","no","no","yes","yes","no",4,4,2,3,2,1,0,13,10,10
"2631",0,"GP","F",17,"U","LE3","T",4,2,"services","other","reputation","mother",2,4,0,"no","no","no","no","yes","yes","yes","no",5,3,1,1,4,3,4,14,10,14
"264",0,"GP","F",16,"U","GT3","T",4,4,"services","at_home","reputation","father",2,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,4,4,1,5,1,2,12,7,0
"265",0,"GP","M",19,"U","GT3","T",4,3,"teacher","other","course","father",3,2,0,"no","yes","no","yes","yes","yes","no","yes",4,3,1,5,2,4,5,14,13,14
"2661",0,"GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,4,5,2,10,14,15
"2671",0,"GP","F",16,"U","GT3","T",2,2,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,1,3,2,0,11,9,14
"2681",0,"GP","M",17,"U","GT3","T",2,2,"teacher","other","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",3,4,4,1,2,5,1,14,15,10
"2691",0,"GP","F",15,"R","GT3","T",3,3,"teacher","other","reputation","father",3,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,1,5,15,15,11,11
"2701",0,"GP","F",16,"U","GT3","A",3,1,"other","other","course","father",1,1,0,"no","no","no","no","yes","yes","yes","no",4,4,3,1,3,1,2,7,12,17
"2711",0,"MS","M",17,"R","GT3","T",4,4,"services","other","reputation","father",1,2,1,"no","no","no","yes","yes","yes","yes","no",3,3,4,1,1,4,0,9,10,16
"2721",0,"MS","M",16,"R","GT3","T",4,3,"health","other","course","mother",1,2,0,"yes","no","no","yes","no","yes","yes","no",4,4,3,1,1,3,0,5,6,11
"273",0,"GP","F",16,"R","GT3","T",1,1,"at_home","teacher","course","other",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,3,3,0,13,11,11
"274",0,"GP","F",16,"R","GT3","T",2,4,"at_home","services","home","mother",4,3,1,"no","yes","no","yes","no","yes","yes","yes",4,3,3,1,2,2,2,12,11,17
"275",0,"GP","F",17,"U","GT3","T",4,2,"health","other","reputation","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","no",4,3,2,1,1,2,4,8,11,10
"2761",0,"GP","M",15,"R","GT3","T",4,3,"other","other","course","father",3,1,0,"no","yes","no","yes","yes","yes","no","no",5,2,4,1,1,5,6,9,8,18
"277",0,"GP","F",20,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"no","no","no","no","yes","yes","yes","yes",4,4,5,1,3,3,0,12,9,11
"2781",0,"GP","M",16,"R","LE3","T",2,1,"at_home","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,3,0,8,15,14
"2791",0,"MS","F",16,"U","GT3","T",2,2,"at_home","other","other","mother",1,1,0,"no","yes","no","no","yes","yes","no","no",4,3,4,1,1,3,0,12,9,11
"2801",0,"MS","F",15,"U","GT3","T",4,1,"services","other","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,2,3,1,1,1,0,7,10,12
"2811",0,"GP","M",18,"U","GT3","T",4,2,"services","services","reputation","father",2,1,0,"no","yes","no","yes","yes","yes","yes","no",4,5,3,1,2,4,0,13,11,8
"2821",0,"GP","M",17,"U","LE3","A",4,2,"other","other","home","mother",3,1,0,"no","yes","yes","no","yes","yes","yes","no",4,4,2,2,1,3,2,8,17,10
"2831",0,"GP","F",18,"U","GT3","T",2,2,"at_home","teacher","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,1,1,0,17,10,11
"2841",0,"MS","F",17,"U","LE3","T",3,4,"teacher","health","home","father",1,1,0,"no","yes","yes","no","yes","yes","yes","no",4,4,4,1,2,3,0,11,8,10
"2851",0,"GP","M",16,"U","GT3","T",4,3,"other","other","other","other",1,4,0,"no","yes","no","no","yes","yes","yes","no",2,5,4,1,1,2,4,10,10,16
"2861",0,"GP","F",17,"U","GT3","T",4,3,"at_home","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,5,1,1,3,2,11,12,14
"2871",0,"MS","F",17,"R","LE3","T",2,2,"other","other","other","mother",1,2,1,"no","no","no","no","yes","yes","yes","no",1,3,2,1,1,3,0,8,11,10
"2881",0,"GP","F",19,"R","GT3","T",4,3,"other","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,3,1,5,0,11,12,9
"289",0,"GP","F",17,"R","GT3","T",3,2,"at_home","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,4,4,2,1,5,5,11,10,8
"2901",0,"MS","M",18,"U","GT3","T",4,1,"at_home","other","home","mother",1,1,1,"no","yes","no","no","yes","yes","yes","no",4,3,3,3,4,5,6,14,16,9
"2911",0,"MS","M",17,"U","GT3","T",3,2,"services","other","home","mother",1,1,0,"yes","yes","no","yes","yes","yes","yes","no",5,3,5,4,2,3,0,14,8,14
"2921",0,"GP","F",16,"U","GT3","T",3,1,"services","other","course","father",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,3,1,4,1,4,10,13,9
"2931",0,"GP","M",19,"R","GT3","T",3,2,"other","teacher","course","mother",2,3,1,"no","no","no","no","yes","yes","no","no",5,4,2,1,3,5,6,9,10,11
"294",0,"GP","M",16,"U","LE3","A",1,1,"at_home","other","reputation","other",1,4,0,"no","no","no","yes","yes","yes","yes","yes",4,4,3,1,2,5,10,14,10,17
"2951",0,"MS","M",15,"U","LE3","T",4,2,"services","services","course","mother",1,1,1,"no","no","no","yes","yes","yes","yes","no",3,2,2,1,1,5,6,10,12,15
"2961",0,"GP","F",15,"R","LE3","T",4,4,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",2,4,3,1,1,5,12,15,7,14
"2971",0,"MS","F",19,"U","GT3","T",1,2,"other","services","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,2,3,1,5,0,7,12,16
"2981",0,"GP","F",16,"U","GT3","T",1,2,"at_home","other","reputation","father",3,1,0,"no","yes","no","no","yes","yes","no","no",5,4,4,2,2,1,0,12,14,13
"2991",0,"GP","F",16,"U","GT3","T",3,4,"other","other","home","father",1,3,0,"no","yes","no","no","yes","no","no","no",5,3,2,1,2,2,10,12,11,14
