"","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"5606","p","f","s","w","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5607","p","x","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"5608","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5610","p","f","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5614","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","d"
"5617","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","g"
"5618","p","b","s","w","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5627","p","f","s","g","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5638","p","f","y","w","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5639","e","k","s","e","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5644","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"5650","e","f","y","p","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5656","p","f","s","b","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5664","p","x","s","b","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","u"
"5666","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g"
"5669","p","x","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"5672","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d"
"5675","e","f","y","r","f","n","f","c","n","w","e","?","s","f","w","w","p","w","o","f","h","y","d"
"5678","p","x","s","w","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","g"
"5680","e","x","y","n","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5688","e","k","f","c","f","n","f","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","l"
"5689","p","x","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","u"
"5694","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","g"
"5699","e","f","s","n","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5712","e","f","s","p","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5714","p","x","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"5720","p","x","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"5724","p","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","g"
"5732","e","x","s","b","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5733","e","f","y","n","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5744","e","k","y","p","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5745","p","f","y","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5746","p","x","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"5751","p","f","s","w","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5757","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g"
"5760","p","x","s","b","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","s","u"
"5763","p","x","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","u"
"5766","p","f","s","w","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5774","e","f","y","r","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","y","d"
"5777","e","f","y","c","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"5786","p","f","s","w","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5796","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5800","p","x","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"5814","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5817","e","k","y","e","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5818","p","x","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"5824","e","f","s","e","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5830","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5838","p","x","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"5843","p","f","s","g","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5847","p","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","g"
"5853","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5860","e","k","s","b","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5861","p","x","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"5866","e","f","y","b","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5884","e","k","y","n","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5887","e","x","y","b","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5891","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"5892","p","x","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"5905","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","d"
"5908","e","x","s","p","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5911","p","x","s","w","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","s","g"
"5918","e","x","s","e","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5920","p","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","u"
"5928","p","b","s","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5930","p","b","s","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5935","p","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","g"
"5945","p","x","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"5949","e","f","y","w","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","y","d"
"5955","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"5957","p","x","y","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"5959","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"5960","p","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5962","e","x","y","n","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5963","e","f","y","n","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"5965","p","k","f","n","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5970","p","x","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","s","g"
"5971","e","x","y","r","f","n","f","c","n","u","e","?","s","f","w","w","p","w","o","f","h","y","d"
"5980","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"5990","p","x","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"5991","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"5992","p","x","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"5997","e","k","y","b","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"6003","p","x","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6004","p","x","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6018","p","f","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6023","p","f","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6025","p","f","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6029","p","f","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6033","p","x","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6034","p","f","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6036","p","f","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6044","p","f","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6054","p","f","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6057","p","f","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6064","p","x","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6070","p","f","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6073","p","f","s","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6075","p","x","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6078","p","k","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6079","p","f","y","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6090","p","f","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6091","p","f","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6095","p","f","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6104","p","x","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6116","p","x","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6122","p","x","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6124","p","x","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6125","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6127","p","f","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6129","p","x","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6131","p","x","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6133","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6138","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6139","p","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6147","p","f","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6148","e","k","f","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"6150","p","f","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6161","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6163","p","x","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6165","p","x","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6167","p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6174","p","f","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6175","p","f","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6176","p","k","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6178","p","f","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6181","p","f","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6190","p","x","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6196","p","x","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6201","p","f","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6205","p","f","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6207","p","f","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6210","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6211","p","f","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6216","p","k","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6227","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6230","p","f","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6231","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6234","p","k","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6240","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6243","p","x","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6250","p","f","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6258","p","f","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6265","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6266","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6268","p","x","s","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6282","p","x","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6286","p","f","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6289","p","x","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6293","p","x","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6297","p","x","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6301","p","f","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6303","p","x","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6304","p","x","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6308","p","f","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6311","p","f","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6313","p","f","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6314","p","k","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6320","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6323","p","f","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6342","p","f","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6343","p","f","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6349","p","x","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6352","p","f","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6356","p","x","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6358","p","x","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6362","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6363","p","f","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6364","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6378","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6405","p","f","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6409","p","x","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6416","p","x","y","e","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d"
"6421","p","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6426","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6428","p","f","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6429","p","x","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6430","p","x","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6443","p","x","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6445","p","f","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6461","p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6465","p","f","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6470","p","k","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6471","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6472","p","f","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6485","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6489","p","f","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6490","p","x","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6502","p","k","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6504","p","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6508","p","f","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6512","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6521","p","x","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6522","p","x","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6523","p","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6525","p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6528","p","x","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6531","e","k","f","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","g"
"6535","p","x","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6539","p","x","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6547","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6552","p","f","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6554","p","f","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6560","p","x","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6562","p","f","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6563","p","f","s","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6564","p","x","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6570","p","x","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6574","p","x","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6575","p","k","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6578","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6594","p","x","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6598","p","f","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6606","p","k","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6610","p","x","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6615","p","f","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6619","p","x","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6621","p","f","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6622","p","x","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6631","p","x","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6633","p","f","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6639","p","k","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6641","p","f","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6655","p","f","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6657","p","x","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6660","p","f","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6664","e","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","v","l"
"6665","p","f","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6666","p","f","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6667","p","x","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6671","p","f","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6673","p","x","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6674","p","x","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6679","p","x","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6693","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6704","p","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6705","p","f","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6706","p","x","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6708","p","k","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6711","p","f","s","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6712","p","x","s","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6714","p","x","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6722","p","x","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6724","p","f","s","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6725","p","x","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6735","p","f","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6739","p","k","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6744","p","f","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6746","p","x","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6747","p","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6749","p","x","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6752","p","f","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6755","p","f","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6757","p","f","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6764","e","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","o","c","l"
"6765","p","f","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6774","p","x","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6784","p","f","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6790","p","f","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6793","p","f","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6795","p","f","y","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6798","p","f","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6800","p","k","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6804","p","f","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6805","p","x","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6809","p","x","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6823","p","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6826","p","x","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6829","p","k","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6830","p","x","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6836","p","f","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
