"","y","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"3402",1,"M",0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
"3518",1,"F",0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11
"2434",1,"F",0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
"1400",1,"F",0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
"357",1,"M",0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
"2600",1,"M",0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
"4084",1,"M",0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
"3904",1,"M",0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
"1714",1,"M",0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
"4144",1,"F",0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
"917",1,"I",0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
"1846",1,"I",0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
"2256",1,"M",0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
"437",1,"I",0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7
"1997",1,"I",0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
"3608",1,"M",0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8
"3932",1,"I",0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
"4139",1,"M",0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
"735",1,"M",0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
"2719",1,"I",0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7
"1694",1,"I",0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9
"3543",1,"I",0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8
"4002",1,"I",0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
"2844",1,"M",0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
"3261",1,"F",0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
"120",1,"M",0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
"3234",1,"F",0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
"29",1,"M",0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
"633",1,"M",0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
"4009",1,"M",0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
"545",1,"F",0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
"2021",1,"M",0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
"3959",1,"F",0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
"1683",1,"I",0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
"1238",1,"I",0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
"2001",1,"I",0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
"1565",1,"I",0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7
"683",1,"F",0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
"338",1,"M",0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
"2858",1,"M",0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
"3612",1,"F",0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
"2500",1,"M",0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
"2984",1,"F",0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
"1981",1,"F",0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
"1264",1,"F",0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
"1180",1,"M",0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
"4030",1,"I",0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7
"2252",1,"M",0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
"2254",1,"F",0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
"2402",1,"F",0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
"682",1,"M",0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10
"3570",1,"I",0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
"890",1,"F",0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
"3746",1,"I",0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
"561",1,"F",0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
"2872",1,"I",0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7
"51",1,"I",0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
"3685",1,"I",0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
"3908",1,"I",0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
"210",1,"I",0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
"55",1,"M",0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
"2439",1,"F",0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
"2470",1,"M",0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
"1376",1,"F",0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
"4050",1,"M",0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
"2214",1,"M",0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
"1052",1,"F",0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
"1291",1,"I",0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
"3893",1,"F",0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
"945",1,"F",0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
"1368",1,"M",0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
"2424",1,"F",0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
"2932",1,"F",0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
"3792",1,"F",0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
"2547",1,"I",0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
"2012",1,"M",0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
"1151",1,"M",0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
"1617",1,"I",0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
"2964",1,"F",0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
"1811",1,"M",0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
"2390",1,"M",0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
"751",1,"F",0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
"1182",1,"F",0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
"2586",1,"F",0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
"2865",1,"I",0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
"2479",1,"F",0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
"2213",1,"F",0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
"1639",1,"I",0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
"1100",1,"I",0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7
"48",1,"F",0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
"2746",1,"I",0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
"1287",1,"I",0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
"3064",1,"F",0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
"3845",1,"M",0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
"2437",1,"M",0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
"2119",1,"F",0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
"2478",1,"M",0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
"1840",1,"I",0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
"2914",1,"M",0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
"1907",1,"I",0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11
"3825",1,"M",0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
"1742",1,"M",0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
"3250",1,"M",0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
"1113",1,"F",0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
"2683",1,"M",0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
"3696",1,"F",0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
"3382",1,"M",0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
"1903",1,"M",0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
"1623",1,"I",0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
"256",1,"M",0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
"4028",1,"I",0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
"2739",1,"M",0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
"3453",1,"F",0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
"1690",1,"M",0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
"731",1,"M",0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
"1343",1,"I",0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
"3807",1,"I",0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
"2029",1,"F",0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
"2619",1,"F",0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
"144",1,"M",0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
"4068",1,"I",0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
"3955",1,"M",0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
"1541",1,"I",0.36,0.27,0.095,0.2,0.073,0.056,0.061,8
"889",1,"F",0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
"3252",1,"I",0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
"1047",1,"F",0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
"311",1,"F",0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
"3964",1,"I",0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
"1796",1,"F",0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
"2589",1,"F",0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
"3218",1,"M",0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
"3122",1,"F",0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7
"674",1,"M",0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
"3343",1,"M",0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14
"239",1,"I",0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
"3837",1,"M",0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
"2143",1,"I",0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
"331",1,"M",0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
"507",1,"M",0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
"3885",1,"I",0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
"3848",1,"M",0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
"2433",1,"F",0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
"4110",1,"M",0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
"3742",1,"F",0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
"2097",1,"M",0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
"2295",1,"M",0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
"2155",1,"M",0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
"1499",1,"M",0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
"183",1,"F",0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
"434",1,"M",0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
"2153",1,"F",0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
"3656",1,"M",0.53,0.41,0.125,0.769,0.346,0.173,0.215,9
"1798",1,"I",0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
"3899",1,"F",0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
"2211",1,"M",0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
"2918",1,"M",0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
"1065",1,"I",0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
"2922",1,"F",0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
"212",1,"M",0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
"1725",1,"F",0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
"770",1,"F",0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
"810",1,"F",0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
"2881",1,"I",0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8
"1423",1,"M",0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
"1068",1,"I",0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
"673",1,"F",0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
"1256",1,"I",0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
"2626",1,"M",0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
"801",1,"M",0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
"3561",1,"M",0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10
"817",1,"I",0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
"3300",1,"M",0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
"1535",1,"I",0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6
"1926",1,"F",0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
"2068",1,"F",0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
"2048",1,"I",0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
"3025",1,"I",0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
"2272",1,"F",0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14
"1557",1,"I",0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
"2852",1,"F",0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
"272",1,"M",0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
"3154",1,"M",0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
"178",1,"I",0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
"1734",1,"M",0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
"598",1,"I",0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13
"3684",1,"M",0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
"1897",1,"M",0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
"2329",1,"F",0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
"1330",1,"I",0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
"1362",1,"F",0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
"3886",1,"I",0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
"3238",1,"M",0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
"2584",1,"F",0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
"3478",1,"I",0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6
"3320",1,"F",0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
"855",1,"M",0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
"3970",1,"I",0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
"2069",1,"F",0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
"2664",1,"M",0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
"1438",1,"I",0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6
"317",1,"F",0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
"3379",1,"M",0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
"2663",1,"F",0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
"1119",1,"I",0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
"2010",1,"I",0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
"1492",1,"F",0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9
"2906",1,"M",0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
"470",1,"M",0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
"353",1,"M",0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
"975",1,"F",0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
"1540",1,"I",0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7
"1490",1,"F",0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
"4154",1,"I",0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
"1896",1,"M",0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
"3297",1,"F",0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
"1982",1,"F",0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
"3463",1,"F",0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10
"1814",1,"F",0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
"169",1,"M",0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14
"1833",1,"I",0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
"1140",1,"F",0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
"1220",1,"I",0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
"1293",1,"I",0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
"3180",1,"I",0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8
"3163",1,"M",0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15
"1591",1,"I",0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7
"2415",1,"I",0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
"122",1,"I",0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
"2508",1,"I",0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
"4012",1,"M",0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
"729",1,"M",0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
"2878",1,"I",0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
"1136",1,"I",0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
"2606",1,"F",0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
"2639",1,"I",0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7
"1149",1,"M",0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
"3444",1,"I",0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7
"3260",1,"M",0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
"3805",1,"I",0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
"346",1,"M",0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13
"678",1,"F",0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
"861",1,"F",0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
"1641",1,"F",0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
"1107",1,"I",0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
"1727",1,"F",0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
"853",1,"M",0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
"72",1,"F",0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
"3915",1,"I",0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
"1914",1,"M",0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
"3105",1,"M",0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10
"552",1,"I",0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
"2716",1,"I",0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
"2409",1,"I",0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
"2367",1,"M",0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
"1101",1,"I",0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
"2332",1,"M",0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
"2013",1,"I",0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
"1064",1,"I",0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
"505",1,"F",0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
"1794",1,"M",0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
"2782",1,"M",0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
"2445",1,"M",0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
"3110",1,"I",0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
"3051",1,"M",0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
"3821",1,"M",0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
"2095",1,"I",0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
"3664",1,"I",0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
"418",1,"M",0.63,0.515,0.165,1.352,0.488,0.349,0.45,20
"1252",1,"I",0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
"1352",1,"F",0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
"2398",1,"I",0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
"447",1,"M",0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13
"2804",1,"M",0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
"1552",1,"I",0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
"1460",1,"I",0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
"1192",1,"M",0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
"3191",1,"I",0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5
"3924",1,"M",0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
"1705",1,"M",0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
"4085",1,"F",0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
"894",1,"I",0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
"3140",1,"I",0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11
"1202",1,"M",0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
"3737",1,"M",0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
"1032",1,"M",0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
"2941",1,"M",0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
"1229",1,"I",0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
"891",1,"F",0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
"2624",1,"F",0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
"2299",1,"I",0.415,0.325,0.1,0.385,0.167,0.08,0.125,7
"3943",1,"F",0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
"12",1,"M",0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
"2011",1,"I",0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
"2894",1,"F",0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
"3039",1,"I",0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9
"859",1,"F",0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
"2699",1,"F",0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
"976",1,"F",0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
"3367",1,"M",0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5
"150",1,"I",0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
"181",1,"M",0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
"1793",1,"M",0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
"3338",1,"I",0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
"2496",1,"M",0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
"3538",1,"I",0.43,0.325,0.105,0.309,0.119,0.08,0.098,6
"3185",1,"F",0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
"4014",1,"M",0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8
"2520",1,"I",0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
"1780",1,"M",0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
"1219",1,"I",0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
"2642",1,"I",0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7
"3919",1,"F",0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
"3072",1,"F",0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11
"2640",1,"I",0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6
"3716",1,"M",0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
"2736",1,"I",0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
"2690",1,"M",0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9
"1161",1,"F",0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
"1777",1,"M",0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
"1142",1,"I",0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
"3071",1,"F",0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
"1728",1,"M",0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
"2349",1,"M",0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
"3987",1,"F",0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
"3004",1,"F",0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
"2680",1,"F",0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
"3598",1,"M",0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
"2132",1,"M",0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
"2715",1,"I",0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5
"2559",1,"I",0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
"3239",1,"M",0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
"697",1,"I",0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
"959",1,"I",0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
"2838",1,"F",0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
"2265",1,"I",0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
"3973",1,"M",0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
"3834",1,"M",0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
"2120",1,"I",0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
"878",1,"F",0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
"3606",1,"I",0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8
"499",1,"F",0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
"517",1,"M",0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
"1344",1,"M",0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
"1577",1,"I",0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
